Brand,Model,Year,Price,Trim,Image Paths,Length (mm),Width (mm),Height (mm),Wheelbase (mm),Number of Seats,Combined Maximum Power (HP @ RPM),Combined Maximum Torque (N.m @ RPM),Maximum Speed (Km/h),Acceleration (0 - 100 km/h),Fuel Tank Capacity (Litre),Combined Fuel/Energy Consumption (Liter/100 KM),Cylinders,Recommend Fuel Grade,Number of Gears
Chery,Tiggo 7 Pro Max,2026.0,1280000,Luxury,images\Chery Tiggo 7 Pro Max 2026\car_img_1.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_2.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_3.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_4.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_5.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_6.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_7.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_8.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_9.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_10.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_11.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_12.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_13.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_14.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8,2026.0,1155000,Luxury 5 Seat,images\Chery Tiggo 8 2026\car_img_1.jpg; images\Chery Tiggo 8 2026\car_img_2.jpg; images\Chery Tiggo 8 2026\car_img_3.jpg; images\Chery Tiggo 8 2026\car_img_4.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8,2026.0,1095000,Comfort 7 Seat,images\Chery Tiggo 8 2026\car_img_1.jpg; images\Chery Tiggo 8 2026\car_img_2.jpg; images\Chery Tiggo 8 2026\car_img_3.jpg; images\Chery Tiggo 8 2026\car_img_4.jpg; images\Chery Tiggo 8 2026\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8,2026.0,1195000,Luxury 7 Seat,images\Chery Tiggo 8 2026\car_img_1.jpg; images\Chery Tiggo 8 2026\car_img_2.jpg; images\Chery Tiggo 8 2026\car_img_3.jpg; images\Chery Tiggo 8 2026\car_img_4.jpg; images\Chery Tiggo 8 2026\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8 PRO,2026.0,1375000,Luxury,images\Chery Tiggo 8 PRO 2026\car_img_1.jpg; images\Chery Tiggo 8 PRO 2026\car_img_2.jpg; images\Chery Tiggo 8 PRO 2026\car_img_3.jpg; images\Chery Tiggo 8 PRO 2026\car_img_4.jpg; images\Chery Tiggo 8 PRO 2026\car_img_5.jpg; images\Chery Tiggo 8 PRO 2026\car_img_6.jpg; images\Chery Tiggo 8 PRO 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8 PRO,2025.0,1365000,Luxury,images\Chery Tiggo 8 PRO 2025\car_img_1.jpg; images\Chery Tiggo 8 PRO 2025\car_img_2.jpg; images\Chery Tiggo 8 PRO 2025\car_img_3.jpg; images\Chery Tiggo 8 PRO 2025\car_img_4.jpg; images\Chery Tiggo 8 PRO 2025\car_img_5.jpg; images\Chery Tiggo 8 PRO 2025\car_img_6.jpg; images\Chery Tiggo 8 PRO 2025\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8 PRO,2026.0,1475000,Flagship,images\Chery Tiggo 8 PRO 2026\car_img_1.jpg; images\Chery Tiggo 8 PRO 2026\car_img_2.jpg; images\Chery Tiggo 8 PRO 2026\car_img_3.jpg; images\Chery Tiggo 8 PRO 2026\car_img_4.jpg; images\Chery Tiggo 8 PRO 2026\car_img_5.jpg; images\Chery Tiggo 8 PRO 2026\car_img_6.jpg; images\Chery Tiggo 8 PRO 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8 PRO,2025.0,1465000,Flagship,images\Chery Tiggo 8 PRO 2025\car_img_1.jpg; images\Chery Tiggo 8 PRO 2025\car_img_2.jpg; images\Chery Tiggo 8 PRO 2025\car_img_3.jpg; images\Chery Tiggo 8 PRO 2025\car_img_4.jpg; images\Chery Tiggo 8 PRO 2025\car_img_5.jpg; images\Chery Tiggo 8 PRO 2025\car_img_6.jpg; images\Chery Tiggo 8 PRO 2025\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8 Pro Max,2026.0,1525000,Flagship,images\Chery Tiggo 8 Pro Max 2026\car_img_1.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_2.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_3.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_4.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_5.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_6.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_7.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 8 Pro Max,2026.0,1425000,Luxury,images\Chery Tiggo 8 Pro Max 2026\car_img_1.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_2.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_3.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_4.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_5.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_6.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_7.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_8.jpg; images\Chery Tiggo 8 Pro Max 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chery,Tiggo 9,2026.0,1999000,PHEV 1.5T DHT LUXURY,images\Chery Tiggo 9 2026\car_img_1.jpg; images\Chery Tiggo 9 2026\car_img_2.jpg; images\Chery Tiggo 9 2026\car_img_3.jpg; images\Chery Tiggo 9 2026\car_img_4.jpg; images\Chery Tiggo 9 2026\car_img_5.jpg; images\Chery Tiggo 9 2026\car_img_6.jpg; images\Chery Tiggo 9 2026\car_img_7.jpg; images\Chery Tiggo 9 2026\car_img_8.jpg,4810.0,1925.0,1741.0,2800.0,7.0,281,440,N/A,N/A,70.0,N/A,4.0,N/A,8.0
Chevrolet,Captiva,2025.0,1200000,LV3 (7 Seats),images\Chevrolet Captiva 2025\car_img_1.jpg; images\Chevrolet Captiva 2025\car_img_2.jpg; images\Chevrolet Captiva 2025\car_img_3.jpg; images\Chevrolet Captiva 2025\car_img_4.jpg; images\Chevrolet Captiva 2025\car_img_5.jpg; images\Chevrolet Captiva 2025\car_img_6.jpg; images\Chevrolet Captiva 2025\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chevrolet,Captiva,2025.0,1150000,LV3,images\Chevrolet Captiva 2025\car_img_1.jpg; images\Chevrolet Captiva 2025\car_img_2.jpg; images\Chevrolet Captiva 2025\car_img_3.jpg; images\Chevrolet Captiva 2025\car_img_4.jpg; images\Chevrolet Captiva 2025\car_img_5.jpg; images\Chevrolet Captiva 2025\car_img_6.jpg; images\Chevrolet Captiva 2025\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chevrolet,Captiva EV,2026.0,1299000,Premier,images\Chevrolet Captiva EV 2026\car_img_1.jpg; images\Chevrolet Captiva EV 2026\car_img_2.jpg; images\Chevrolet Captiva EV 2026\car_img_3.jpg; images\Chevrolet Captiva EV 2026\car_img_4.jpg,4745.0,1890.0,1680.0,2800.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chevrolet,N300,2025.0,435500,Baseline,images\Chevrolet N300 2025\car_img_1.jpg; images\Chevrolet N300 2025\car_img_2.jpg; images\Chevrolet N300 2025\car_img_3.jpg; images\Chevrolet N300 2025\car_img_4.jpg; images\Chevrolet N300 2025\car_img_5.jpg,4005.0,1620.0,1900.0,2700.0,8.0,85/5300,108/4000,N/A,N/A,45.0,N/A,4.0,92.0,5.0
Chevrolet,Optra,2026.0,700000,LS,images\Chevrolet Optra 2026\car_img_1.jpg; images\Chevrolet Optra 2026\car_img_2.jpg; images\Chevrolet Optra 2026\car_img_3.jpg; images\Chevrolet Optra 2026\car_img_4.jpg; images\Chevrolet Optra 2026\car_img_5.jpg; images\Chevrolet Optra 2026\car_img_6.jpg; images\Chevrolet Optra 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chevrolet,Optra,2026.0,725000,LT,images\Chevrolet Optra 2026\car_img_1.jpg; images\Chevrolet Optra 2026\car_img_2.jpg; images\Chevrolet Optra 2026\car_img_3.jpg; images\Chevrolet Optra 2026\car_img_4.jpg; images\Chevrolet Optra 2026\car_img_5.jpg; images\Chevrolet Optra 2026\car_img_6.jpg; images\Chevrolet Optra 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chevrolet,Spark EUV,2026.0,899000,ACTIV,images\Chevrolet Spark EUV 2026\car_img_1.jpg; images\Chevrolet Spark EUV 2026\car_img_2.jpg; images\Chevrolet Spark EUV 2026\car_img_3.jpg; images\Chevrolet Spark EUV 2026\car_img_4.jpg; images\Chevrolet Spark EUV 2026\car_img_5.jpg; images\Chevrolet Spark EUV 2026\car_img_6.jpg; images\Chevrolet Spark EUV 2026\car_img_7.jpg; images\Chevrolet Spark EUV 2026\car_img_8.jpg; images\Chevrolet Spark EUV 2026\car_img_9.jpg,3996.0,1760.0,1726.0,2560.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chevrolet,TFR,2026.0,970000,Baseline,images\Chevrolet TFR 2026\car_img_1.jpg; images\Chevrolet TFR 2026\car_img_2.jpg; images\Chevrolet TFR 2026\car_img_3.jpg; images\Chevrolet TFR 2026\car_img_4.jpg; images\Chevrolet TFR 2026\car_img_5.jpg; images\Chevrolet TFR 2026\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chevrolet,TFR,2026.0,1070000,Highline,images\Chevrolet TFR 2026\car_img_1.jpg; images\Chevrolet TFR 2026\car_img_2.jpg; images\Chevrolet TFR 2026\car_img_3.jpg; images\Chevrolet TFR 2026\car_img_4.jpg; images\Chevrolet TFR 2026\car_img_5.jpg; images\Chevrolet TFR 2026\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chevrolet,TFR,2026.0,967000,WOB,images\Chevrolet TFR 2026\car_img_1.jpg; images\Chevrolet TFR 2026\car_img_2.jpg; images\Chevrolet TFR 2026\car_img_3.jpg; images\Chevrolet TFR 2026\car_img_4.jpg; images\Chevrolet TFR 2026\car_img_5.jpg; images\Chevrolet TFR 2026\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Citroen,C4 Facelift,2026.0,1390000,Shine,images\Citroen C4 Facelift 2026\car_img_1.jpg; images\Citroen C4 Facelift 2026\car_img_2.jpg; images\Citroen C4 Facelift 2026\car_img_3.jpg; images\Citroen C4 Facelift 2026\car_img_4.jpg; images\Citroen C4 Facelift 2026\car_img_5.jpg; images\Citroen C4 Facelift 2026\car_img_6.jpg; images\Citroen C4 Facelift 2026\car_img_7.jpg; images\Citroen C4 Facelift 2026\car_img_8.jpg,4350.0,2032.0,1525.0,2670.0,5.0,N/A,N/A,N/A,N/A,N/A,N/A,3.0,N/A,8.0
Citroen,C4 X,2026.0,1349000,Shine,images\Citroen C4 X 2026\car_img_1.jpg; images\Citroen C4 X 2026\car_img_2.jpg; images\Citroen C4 X 2026\car_img_3.jpg; images\Citroen C4 X 2026\car_img_4.jpg; images\Citroen C4 X 2026\car_img_5.jpg; images\Citroen C4 X 2026\car_img_6.jpg; images\Citroen C4 X 2026\car_img_7.jpg; images\Citroen C4 X 2026\car_img_8.jpg; images\Citroen C4 X 2026\car_img_9.jpg; images\Citroen C4 X 2026\car_img_10.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Citroen,C4 X,2026.0,1199000,Feel,images\Citroen C4 X 2026\car_img_1.jpg; images\Citroen C4 X 2026\car_img_2.jpg; images\Citroen C4 X 2026\car_img_3.jpg; images\Citroen C4 X 2026\car_img_4.jpg; images\Citroen C4 X 2026\car_img_5.jpg; images\Citroen C4 X 2026\car_img_6.jpg; images\Citroen C4 X 2026\car_img_7.jpg; images\Citroen C4 X 2026\car_img_8.jpg; images\Citroen C4 X 2026\car_img_9.jpg; images\Citroen C4 X 2026\car_img_10.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Citroen,C5 Aircross,2026.0,1730000,Shine,images\Citroen C5 Aircross 2026\car_img_1.jpg; images\Citroen C5 Aircross 2026\car_img_2.jpg; images\Citroen C5 Aircross 2026\car_img_3.jpg; images\Citroen C5 Aircross 2026\car_img_4.jpg; images\Citroen C5 Aircross 2026\car_img_5.jpg; images\Citroen C5 Aircross 2026\car_img_6.jpg; images\Citroen C5 Aircross 2026\car_img_7.jpg; images\Citroen C5 Aircross 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Citroen,C5 Aircross,2026.0,1590000,Shine Entry,images\Citroen C5 Aircross 2026\car_img_1.jpg; images\Citroen C5 Aircross 2026\car_img_2.jpg; images\Citroen C5 Aircross 2026\car_img_3.jpg; images\Citroen C5 Aircross 2026\car_img_4.jpg; images\Citroen C5 Aircross 2026\car_img_5.jpg; images\Citroen C5 Aircross 2026\car_img_6.jpg; images\Citroen C5 Aircross 2026\car_img_7.jpg; images\Citroen C5 Aircross 2026\car_img_8.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cupra,Formentor,2024.0,2580000,2.0 A/T Turbo Matte,images\Cupra Formentor 2024\car_img_1.jpg; images\Cupra Formentor 2024\car_img_2.jpg; images\Cupra Formentor 2024\car_img_3.jpg; images\Cupra Formentor 2024\car_img_4.jpg; images\Cupra Formentor 2024\car_img_5.jpg; images\Cupra Formentor 2024\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cupra,Formentor,2024.0,2550000,2.0 A/T Turbo,images\Cupra Formentor 2024\car_img_1.jpg; images\Cupra Formentor 2024\car_img_2.jpg; images\Cupra Formentor 2024\car_img_3.jpg; images\Cupra Formentor 2024\car_img_4.jpg; images\Cupra Formentor 2024\car_img_5.jpg; images\Cupra Formentor 2024\car_img_6.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cupra,Leon,2026.0,1774000,1.4L,images\Cupra Leon 2026\car_img_1.jpg; images\Cupra Leon 2026\car_img_2.jpg; images\Cupra Leon 2026\car_img_3.jpg; images\Cupra Leon 2026\car_img_4.jpg; images\Cupra Leon 2026\car_img_5.jpg; images\Cupra Leon 2026\car_img_6.jpg; images\Cupra Leon 2026\car_img_7.jpg; images\Cupra Leon 2026\car_img_8.jpg; images\Cupra Leon 2026\car_img_9.jpg; images\Cupra Leon 2026\car_img_10.jpg; images\Cupra Leon 2026\car_img_11.jpg,4398.0,1799.0,1444.0,2683.0,5.0,150/5000,250/1500-4000,214,8٫7,45.0,5٫6,4.0,95.0,8.0
Cupra,Terramar,2025.0,2299000,Control,images\Cupra Terramar 2025\car_img_1.jpg; images\Cupra Terramar 2025\car_img_2.jpg; images\Cupra Terramar 2025\car_img_3.jpg; images\Cupra Terramar 2025\car_img_4.jpg; images\Cupra Terramar 2025\car_img_5.jpg; images\Cupra Terramar 2025\car_img_6.jpg; images\Cupra Terramar 2025\car_img_7.jpg; images\Cupra Terramar 2025\car_img_8.jpg; images\Cupra Terramar 2025\car_img_9.jpg; images\Cupra Terramar 2025\car_img_10.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cupra,Terramar,2026.0,2329000,Control,images\Cupra Terramar 2026\car_img_1.jpg; images\Cupra Terramar 2026\car_img_2.jpg; images\Cupra Terramar 2026\car_img_3.jpg; images\Cupra Terramar 2026\car_img_4.jpg; images\Cupra Terramar 2026\car_img_5.jpg; images\Cupra Terramar 2026\car_img_6.jpg; images\Cupra Terramar 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cupra,Terramar,2026.0,2229000,Impulse,images\Cupra Terramar 2026\car_img_1.jpg; images\Cupra Terramar 2026\car_img_2.jpg; images\Cupra Terramar 2026\car_img_3.jpg; images\Cupra Terramar 2026\car_img_4.jpg; images\Cupra Terramar 2026\car_img_5.jpg; images\Cupra Terramar 2026\car_img_6.jpg; images\Cupra Terramar 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cupra,Terramar,2025.0,2199000,Impulse,images\Cupra Terramar 2025\car_img_1.jpg; images\Cupra Terramar 2025\car_img_2.jpg; images\Cupra Terramar 2025\car_img_3.jpg; images\Cupra Terramar 2025\car_img_4.jpg; images\Cupra Terramar 2025\car_img_5.jpg; images\Cupra Terramar 2025\car_img_6.jpg; images\Cupra Terramar 2025\car_img_7.jpg; images\Cupra Terramar 2025\car_img_8.jpg; images\Cupra Terramar 2025\car_img_9.jpg; images\Cupra Terramar 2025\car_img_10.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deepal,S05,2026.0,1600000,BEV,images\Deepal S05 2026\car_img_1.jpg; images\Deepal S05 2026\car_img_2.jpg; images\Deepal S05 2026\car_img_3.jpg; images\Deepal S05 2026\car_img_4.jpg; images\Deepal S05 2026\car_img_5.jpg; images\Deepal S05 2026\car_img_6.jpg; images\Deepal S05 2026\car_img_7.jpg; images\Deepal S05 2026\car_img_8.jpg; images\Deepal S05 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deepal,S05,2026.0,1450000,REEV,images\Deepal S05 2026\car_img_1.jpg; images\Deepal S05 2026\car_img_2.jpg; images\Deepal S05 2026\car_img_3.jpg; images\Deepal S05 2026\car_img_4.jpg; images\Deepal S05 2026\car_img_5.jpg; images\Deepal S05 2026\car_img_6.jpg; images\Deepal S05 2026\car_img_7.jpg; images\Deepal S05 2026\car_img_8.jpg; images\Deepal S05 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deepal,S07,2026.0,1900000,BEV,images\Deepal S07 2026\car_img_1.jpg; images\Deepal S07 2026\car_img_2.jpg; images\Deepal S07 2026\car_img_3.jpg; images\Deepal S07 2026\car_img_4.jpg; images\Deepal S07 2026\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Deepal,S07,2026.0,1800000,REEV,images\Deepal S07 2026\car_img_1.jpg; images\Deepal S07 2026\car_img_2.jpg; images\Deepal S07 2026\car_img_3.jpg; images\Deepal S07 2026\car_img_4.jpg; images\Deepal S07 2026\car_img_5.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DFSK,600,2026.0,1294900,1.5T A/T,images\DFSK 600 2026\car_img_1.jpg; images\DFSK 600 2026\car_img_2.jpg; images\DFSK 600 2026\car_img_3.jpg; images\DFSK 600 2026\car_img_4.jpg; images\DFSK 600 2026\car_img_5.jpg; images\DFSK 600 2026\car_img_6.jpg; images\DFSK 600 2026\car_img_7.jpg; images\DFSK 600 2026\car_img_8.jpg,4720.0,1865.0,1710.0,2785.0,7.0,184,300,10٫92,N/A,58.0,7٫3,4.0,N/A,6.0
DFSK,E5,2026.0,1144900,REEV,images\DFSK E5 2026\car_img_1.jpg; images\DFSK E5 2026\car_img_2.jpg; images\DFSK E5 2026\car_img_3.jpg; images\DFSK E5 2026\car_img_4.jpg; images\DFSK E5 2026\car_img_5.jpg; images\DFSK E5 2026\car_img_6.jpg,4720.0,1865.0,1710.0,2785.0,7.0,175,300,N/A,8٫2,60.0,5٫4,4.0,N/A,N/A
DFSK,E5 Plus,2026.0,1374900,REEV,images\DFSK E5 Plus 2026\car_img_1.jpg; images\DFSK E5 Plus 2026\car_img_2.jpg,4720.0,1865.0,1710.0,2785.0,7.0,214,330,N/A,7٫8,60.0,5٫4,4.0,N/A,N/A
Dongfeng,007,2026.0,1350000,530,images\Dongfeng 007 2026\car_img_1.jpg; images\Dongfeng 007 2026\car_img_2.jpg; images\Dongfeng 007 2026\car_img_3.jpg; images\Dongfeng 007 2026\car_img_4.jpg; images\Dongfeng 007 2026\car_img_5.jpg; images\Dongfeng 007 2026\car_img_6.jpg; images\Dongfeng 007 2026\car_img_7.jpg; images\Dongfeng 007 2026\car_img_8.jpg; images\Dongfeng 007 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dongfeng,007,2026.0,1450000,620,images\Dongfeng 007 2026\car_img_1.jpg; images\Dongfeng 007 2026\car_img_2.jpg; images\Dongfeng 007 2026\car_img_3.jpg; images\Dongfeng 007 2026\car_img_4.jpg; images\Dongfeng 007 2026\car_img_5.jpg; images\Dongfeng 007 2026\car_img_6.jpg; images\Dongfeng 007 2026\car_img_7.jpg; images\Dongfeng 007 2026\car_img_8.jpg; images\Dongfeng 007 2026\car_img_9.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dongfeng,Box,2026.0,770000,330,images\Dongfeng Box 2026\car_img_1.jpg; images\Dongfeng Box 2026\car_img_2.jpg; images\Dongfeng Box 2026\car_img_3.jpg; images\Dongfeng Box 2026\car_img_4.jpg; images\Dongfeng Box 2026\car_img_5.jpg; images\Dongfeng Box 2026\car_img_6.jpg; images\Dongfeng Box 2026\car_img_7.jpg; images\Dongfeng Box 2026\car_img_8.jpg; images\Dongfeng Box 2026\car_img_9.jpg; images\Dongfeng Box 2026\car_img_10.jpg; images\Dongfeng Box 2026\car_img_11.jpg; images\Dongfeng Box 2026\car_img_12.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dongfeng,Box,2026.0,870000,430,images\Dongfeng Box 2026\car_img_1.jpg; images\Dongfeng Box 2026\car_img_2.jpg; images\Dongfeng Box 2026\car_img_3.jpg; images\Dongfeng Box 2026\car_img_4.jpg; images\Dongfeng Box 2026\car_img_5.jpg; images\Dongfeng Box 2026\car_img_6.jpg; images\Dongfeng Box 2026\car_img_7.jpg; images\Dongfeng Box 2026\car_img_8.jpg; images\Dongfeng Box 2026\car_img_9.jpg; images\Dongfeng Box 2026\car_img_10.jpg; images\Dongfeng Box 2026\car_img_11.jpg; images\Dongfeng Box 2026\car_img_12.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dongfeng,Mage,2026.0,1190000,Highline,images\Dongfeng Mage 2026\car_img_1.jpg; images\Dongfeng Mage 2026\car_img_2.jpg; images\Dongfeng Mage 2026\car_img_3.jpg; images\Dongfeng Mage 2026\car_img_4.jpg; images\Dongfeng Mage 2026\car_img_5.jpg; images\Dongfeng Mage 2026\car_img_6.jpg; images\Dongfeng Mage 2026\car_img_7.jpg; images\Dongfeng Mage 2026\car_img_8.jpg; images\Dongfeng Mage 2026\car_img_9.jpg; images\Dongfeng Mage 2026\car_img_10.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dongfeng,Mage,2026.0,1290000,Sportline,images\Dongfeng Mage 2026\car_img_1.jpg; images\Dongfeng Mage 2026\car_img_2.jpg; images\Dongfeng Mage 2026\car_img_3.jpg; images\Dongfeng Mage 2026\car_img_4.jpg; images\Dongfeng Mage 2026\car_img_5.jpg; images\Dongfeng Mage 2026\car_img_6.jpg; images\Dongfeng Mage 2026\car_img_7.jpg; images\Dongfeng Mage 2026\car_img_8.jpg; images\Dongfeng Mage 2026\car_img_9.jpg; images\Dongfeng Mage 2026\car_img_10.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dongfeng,Shine,2026.0,945000,Sport,images\Dongfeng Shine 2026\car_img_1.jpg; images\Dongfeng Shine 2026\car_img_2.jpg; images\Dongfeng Shine 2026\car_img_3.jpg; images\Dongfeng Shine 2026\car_img_4.jpg; images\Dongfeng Shine 2026\car_img_5.jpg; images\Dongfeng Shine 2026\car_img_6.jpg; images\Dongfeng Shine 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dongfeng,Shine,2026.0,790000,Advance,images\Dongfeng Shine 2026\car_img_1.jpg; images\Dongfeng Shine 2026\car_img_2.jpg; images\Dongfeng Shine 2026\car_img_3.jpg; images\Dongfeng Shine 2026\car_img_4.jpg; images\Dongfeng Shine 2026\car_img_5.jpg; images\Dongfeng Shine 2026\car_img_6.jpg; images\Dongfeng Shine 2026\car_img_7.jpg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dongfeng,Aeolus A30,2024.0,1185000,1.5 A/T SHINE -Limited Edition,images\Dongfeng Aeolus A30 2024\car_img_1.jpg; images\Dongfeng Aeolus A30 2024\car_img_2.jpg; images\Dongfeng Aeolus A30 2024\car_img_3.jpg; images\Dongfeng Aeolus A30 2024\car_img_4.jpg; images\Dongfeng Aeolus A30 2024\car_img_5.jpg,4660.0,1812.0,1490.0,2680.0,5.0,150,230,190,10,50.0,6٫4,4.0,95.0,6.0
