Brand,Model,Year,Price,Trim,Image_Paths,Transmission,Fuel_Type,Body_Type,Engine_Capacity,Horsepower,Torque,Max_Speed,Acceleration,Width,Length,Height,Wheelbase,Seats,Cylinders,Fuel_Tank,Number_of_Gears,Fuel_Consumption
Mercedes,S500,2026,12300000,4M Saloon Long,images\Mercedes_S_500_4M_Saloon_long_46226\img_1.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_2.png; images\Mercedes_S_500_4M_Saloon_long_46226\img_3.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_4.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_5.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_6.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_7.jpg; images\Mercedes_S_500_4M_Saloon_long_46226\img_8.jpg,automatic,gas,Sedan,3000,435,520,,4.9,"2,109","5,320","1,503",3216,4,6,76,9,8.5
Mercedes,Sl Class,2024,13400000,Amg Sl 55 4M,images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_1.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_2.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_3.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_4.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_5.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_6.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_7.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_8.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_49590\img_9.png,automatic,gas,Coupe,4000,476,700,,3.9,"1,629","4,705","1,354",2700,2,8,,9,13
Mercedes,Sl Class,2025,14330000,Amg Sl 55 4M,images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_1.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_2.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_3.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_4.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_5.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_6.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_7.jpg; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_8.png; images\Mercedes_Sl_Class_AMG_SL_55_4M_52999\img_9.jpg,automatic,gas,Coupe,4000,476,700,,3.9,"1,629","4,705","1,354",2700,2,8,,9,13
Mercedes,Sl55 Amg,2024,13400000,Amg,images\Mercedes SL55 AMG 2024\car_img_1.jpg; images\Mercedes SL55 AMG 2024\car_img_2.jpg; images\Mercedes SL55 AMG 2024\car_img_3.jpg; images\Mercedes SL55 AMG 2024\car_img_4.jpg; images\Mercedes SL55 AMG 2024\car_img_5.jpg; images\Mercedes SL55 AMG 2024\car_img_6.jpg; images\Mercedes SL55 AMG 2024\car_img_7.jpg; images\Mercedes SL55 AMG 2024\car_img_8.jpg; images\Mercedes SL55 AMG 2024\car_img_9.jpg; images\Mercedes SL55 AMG 2024\car_img_10.jpg; images\Mercedes SL55 AMG 2024\car_img_11.jpg; images\Mercedes SL55 AMG 2024\car_img_12.jpg,Automatic,,,,,,,,,,,,4,,,,
Mercedes,Sl55 Amg,2025,14330000,Amg,images\Mercedes SL55 AMG 2025\car_img_1.jpg; images\Mercedes SL55 AMG 2025\car_img_2.jpg; images\Mercedes SL55 AMG 2025\car_img_3.jpg; images\Mercedes SL55 AMG 2025\car_img_4.jpg; images\Mercedes SL55 AMG 2025\car_img_5.jpg; images\Mercedes SL55 AMG 2025\car_img_6.jpg; images\Mercedes SL55 AMG 2025\car_img_7.jpg; images\Mercedes SL55 AMG 2025\car_img_8.jpg; images\Mercedes SL55 AMG 2025\car_img_9.jpg; images\Mercedes SL55 AMG 2025\car_img_10.jpg; images\Mercedes SL55 AMG 2025\car_img_11.jpg; images\Mercedes SL55 AMG 2025\car_img_12.jpg; images\Mercedes SL55 AMG 2025\car_img_13.jpg,Automatic,,,,,,,,,,,,4,,,,
Mercedes,V300,2026,6500000,Long - Avantgarde,images\Mercedes V300 2026\car_img_1.jpg; images\Mercedes V300 2026\car_img_2.jpg; images\Mercedes V300 2026\car_img_3.jpg; images\Mercedes V300 2026\car_img_4.jpg; images\Mercedes V300 2026\car_img_5.jpg; images\Mercedes V300 2026\car_img_6.jpg; images\Mercedes V300 2026\car_img_7.jpg; images\Mercedes V300 2026\car_img_8.jpg; images\Mercedes V300 2026\car_img_9.jpg; images\Mercedes V300 2026\car_img_10.jpg; images\Mercedes V300 2026\car_img_11.jpg; images\Mercedes V300 2026\car_img_12.jpg,Automatic,,,,,,,,,,,,8,,,,
Mg,4,2026,1400000,Luxury,images\MG 4 2026\car_img_1.jpg; images\MG 4 2026\car_img_2.jpg; images\MG 4 2026\car_img_3.jpg; images\MG 4 2026\car_img_4.jpg; images\MG 4 2026\car_img_5.jpg; images\MG 4 2026\car_img_6.jpg; images\MG 4 2026\car_img_7.jpg; images\MG 4 2026\car_img_8.jpg; images\MG 4 2026\car_img_9.jpg; images\MG 4 2026\car_img_10.jpg; images\MG 4 2026\car_img_11.jpg; images\MG 4 2026\car_img_12.jpg; images\MG 4 2026\car_img_13.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,4,2026,1200000,Standard,images\MG 4 2026\car_img_1.jpg; images\MG 4 2026\car_img_2.jpg; images\MG 4 2026\car_img_3.jpg; images\MG 4 2026\car_img_4.jpg; images\MG 4 2026\car_img_5.jpg; images\MG 4 2026\car_img_6.jpg; images\MG 4 2026\car_img_7.jpg; images\MG 4 2026\car_img_8.jpg; images\MG 4 2026\car_img_9.jpg; images\MG 4 2026\car_img_10.jpg; images\MG 4 2026\car_img_11.jpg; images\MG 4 2026\car_img_12.jpg; images\MG 4 2026\car_img_13.jpg; images\MG 4 2026\car_img_14.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,5,2026,800000,Comfort,images\MG 5 2026\car_img_1.jpg; images\MG 5 2026\car_img_2.jpg; images\MG 5 2026\car_img_3.jpg; images\MG 5 2026\car_img_4.jpg; images\MG 5 2026\car_img_5.jpg; images\MG 5 2026\car_img_6.jpg; images\MG 5 2026\car_img_7.jpg; images\MG 5 2026\car_img_8.jpg; images\MG 5 2026\car_img_9.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,5,2026,900000,Luxury,images\MG 5 2026\car_img_1.jpg; images\MG 5 2026\car_img_2.jpg; images\MG 5 2026\car_img_3.jpg; images\MG 5 2026\car_img_4.jpg; images\MG 5 2026\car_img_5.jpg; images\MG 5 2026\car_img_6.jpg; images\MG 5 2026\car_img_7.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,7,2026,1590000,Luxury,images\MG 7 2026\car_img_1.jpg; images\MG 7 2026\car_img_2.jpg; images\MG 7 2026\car_img_3.jpg; images\MG 7 2026\car_img_4.jpg; images\MG 7 2026\car_img_5.jpg; images\MG 7 2026\car_img_6.jpg; images\MG 7 2026\car_img_7.jpg; images\MG 7 2026\car_img_8.jpg; images\MG 7 2026\car_img_9.jpg; images\MG 7 2026\car_img_10.jpg; images\MG 7 2026\car_img_11.jpg; images\MG 7 2026\car_img_12.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,7,2026,1690000,Trophy,images\MG 7 2026\car_img_1.jpg; images\MG 7 2026\car_img_2.jpg; images\MG 7 2026\car_img_3.jpg; images\MG 7 2026\car_img_4.jpg; images\MG 7 2026\car_img_5.jpg; images\MG 7 2026\car_img_6.jpg; images\MG 7 2026\car_img_7.jpg; images\MG 7 2026\car_img_8.jpg; images\MG 7 2026\car_img_9.jpg; images\MG 7 2026\car_img_10.jpg; images\MG 7 2026\car_img_11.jpg; images\MG 7 2026\car_img_12.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,G50 Plus,2026,1229990,1.5 A/T,images\MG G50 Plus 2026\car_img_1.jpg; images\MG G50 Plus 2026\car_img_2.jpg; images\MG G50 Plus 2026\car_img_3.jpg; images\MG G50 Plus 2026\car_img_4.jpg; images\MG G50 Plus 2026\car_img_5.jpg; images\MG G50 Plus 2026\car_img_6.jpg; images\MG G50 Plus 2026\car_img_7.jpg; images\MG G50 Plus 2026\car_img_8.jpg; images\MG G50 Plus 2026\car_img_9.jpg; images\MG G50 Plus 2026\car_img_10.jpg; images\MG G50 Plus 2026\car_img_11.jpg; images\MG G50 Plus 2026\car_img_12.jpg,Automatic,,,,170,285,,,1825,4825,1800,2800,7,,,7,
Mg,GT,2026,999990,Comfort,images\MG GT 2026\car_img_1.jpg; images\MG GT 2026\car_img_2.jpg; images\MG GT 2026\car_img_3.jpg; images\MG GT 2026\car_img_4.jpg; images\MG GT 2026\car_img_5.jpg; images\MG GT 2026\car_img_6.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,GT,2026,1049990,Luxury,images\MG GT 2026\car_img_1.jpg; images\MG GT 2026\car_img_2.jpg; images\MG GT 2026\car_img_3.jpg; images\MG GT 2026\car_img_4.jpg; images\MG GT 2026\car_img_5.jpg; images\MG GT 2026\car_img_6.jpg; images\MG GT 2026\car_img_7.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,Hs,2026,1450000,#NAME?,images\MG HS 2026\car_img_1.jpg; images\MG HS 2026\car_img_2.jpg; images\MG HS 2026\car_img_3.jpg; images\MG HS 2026\car_img_4.jpg; images\MG HS 2026\car_img_5.jpg; images\MG HS 2026\car_img_6.jpg; images\MG HS 2026\car_img_7.jpg; images\MG HS 2026\car_img_8.jpg; images\MG HS 2026\car_img_9.jpg; images\MG HS 2026\car_img_10.jpg; images\MG HS 2026\car_img_11.jpg; images\MG HS 2026\car_img_12.jpg; images\MG HS 2026\car_img_13.jpg; images\MG HS 2026\car_img_14.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,Hs,2026,1575000,Hev,images\MG HS 2026\car_img_1.jpg; images\MG HS 2026\car_img_2.jpg; images\MG HS 2026\car_img_3.jpg; images\MG HS 2026\car_img_4.jpg; images\MG HS 2026\car_img_5.jpg; images\MG HS 2026\car_img_6.jpg; images\MG HS 2026\car_img_7.jpg; images\MG HS 2026\car_img_8.jpg; images\MG HS 2026\car_img_9.jpg; images\MG HS 2026\car_img_10.jpg; images\MG HS 2026\car_img_11.jpg; images\MG HS 2026\car_img_12.jpg; images\MG HS 2026\car_img_13.jpg; images\MG HS 2026\car_img_14.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,One,2026,1300000,Luxury,images\MG One 2026\car_img_1.jpg; images\MG One 2026\car_img_2.jpg; images\MG One 2026\car_img_3.jpg; images\MG One 2026\car_img_4.jpg; images\MG One 2026\car_img_5.jpg; images\MG One 2026\car_img_6.jpg; images\MG One 2026\car_img_7.jpg; images\MG One 2026\car_img_8.jpg; images\MG One 2026\car_img_9.jpg,Automatic,,,,181/5600,285/1700-4400,190,8٫8,1871,4581,1617,2670,5,4,55,,6٫8
Mg,Rx5 Plus,2026,1380000,Luxury,images\MG RX5 Plus 2026\car_img_1.jpg; images\MG RX5 Plus 2026\car_img_2.jpg; images\MG RX5 Plus 2026\car_img_3.jpg; images\MG RX5 Plus 2026\car_img_4.jpg; images\MG RX5 Plus 2026\car_img_5.jpg,Automatic,,,,171,275,190,9٫8,1855,4571,1719,2700,5,4,55,7,6٫8
Mg,Zs,2026,930000,Comfort,images\MG ZS 2026\car_img_1.jpg; images\MG ZS 2026\car_img_2.jpg; images\MG ZS 2026\car_img_3.jpg; images\MG ZS 2026\car_img_4.jpg; images\MG ZS 2026\car_img_5.jpg; images\MG ZS 2026\car_img_6.jpg; images\MG ZS 2026\car_img_7.jpg,Automatic,,,,,,,,,,,,,,,,
Mg,Zs,2026,1050000,Luxury Facelift Mce,images\MG ZS 2026\car_img_1.jpg; images\MG ZS 2026\car_img_2.jpg; images\MG ZS 2026\car_img_3.jpg; images\MG ZS 2026\car_img_4.jpg; images\MG ZS 2026\car_img_5.jpg; images\MG ZS 2026\car_img_6.jpg; images\MG ZS 2026\car_img_7.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper,2025,2250000,1.5 A/T C - Classic,images\Mini Cooper 2025\car_img_1.jpg; images\Mini Cooper 2025\car_img_2.jpg; images\Mini Cooper 2025\car_img_3.jpg; images\Mini Cooper 2025\car_img_4.jpg; images\Mini Cooper 2025\car_img_5.jpg; images\Mini Cooper 2025\car_img_6.jpg; images\Mini Cooper 2025\car_img_7.jpg; images\Mini Cooper 2025\car_img_8.jpg; images\Mini Cooper 2025\car_img_9.jpg; images\Mini Cooper 2025\car_img_10.jpg,Automatic,,Hatchback,,,,,,,,,,,,,,
Mini,Cooper,2025,2450000,1.5 A/T C - Jcw,images\Mini Cooper 2025\car_img_1.jpg; images\Mini Cooper 2025\car_img_2.jpg; images\Mini Cooper 2025\car_img_3.jpg; images\Mini Cooper 2025\car_img_4.jpg,Automatic,,Hatchback,,,,,,,,,,,,,,
Mini,Cooper,2025,2275000,1.5 A/T C 5 Drs - Classic,images\Mini Cooper 2025\car_img_1.jpg; images\Mini Cooper 2025\car_img_2.jpg; images\Mini Cooper 2025\car_img_3.jpg; images\Mini Cooper 2025\car_img_4.jpg; images\Mini Cooper 2025\car_img_5.jpg,Automatic,,Hatchback,,,,,,,,,,,,,,
Mini,Cooper,2025,3000000,2.0 A/T C - Jcw Cabrio,images\Mini Cooper 2025\car_img_1.jpg; images\Mini Cooper 2025\car_img_2.jpg; images\Mini Cooper 2025\car_img_3.jpg; images\Mini Cooper 2025\car_img_4.jpg; images\Mini Cooper 2025\car_img_5.jpg; images\Mini Cooper 2025\car_img_6.jpg; images\Mini Cooper 2025\car_img_7.jpg; images\Mini Cooper 2025\car_img_8.jpg; images\Mini Cooper 2025\car_img_9.jpg; images\Mini Cooper 2025\car_img_10.jpg; images\Mini Cooper 2025\car_img_11.jpg,Automatic,,Hatchback,,,,,,,,,,,,,,
Mini,Cooper,2025,2975000,2.0 A/T S - Jcw,images\Mini Cooper 2025\car_img_1.jpg; images\Mini Cooper 2025\car_img_2.jpg; images\Mini Cooper 2025\car_img_3.jpg; images\Mini Cooper 2025\car_img_4.jpg; images\Mini Cooper 2025\car_img_5.jpg; images\Mini Cooper 2025\car_img_6.jpg; images\Mini Cooper 2025\car_img_7.jpg; images\Mini Cooper 2025\car_img_8.jpg; images\Mini Cooper 2025\car_img_9.jpg; images\Mini Cooper 2025\car_img_10.jpg,Automatic,,Hatchback,,,,,,,,,,,,,,
Mini,Cooper,2025,2275000,Baseline,images\Mini_Cooper_Baseline_61127\img_1.jpg; images\Mini_Cooper_Baseline_61127\img_2.jpg; images\Mini_Cooper_Baseline_61127\img_3.jpg; images\Mini_Cooper_Baseline_61127\img_4.jpg; images\Mini_Cooper_Baseline_61127\img_5.jpg; images\Mini_Cooper_Baseline_61127\img_6.jpg,automatic,gas,Hatchback,1500,156,230,,,0,,,,4,3,,5,
Mini,Cooper,2025,2250000,C - Classic,images\Mini_Cooper_C_-_Classic_56485\img_1.jpg; images\Mini_Cooper_C_-_Classic_56485\img_2.png; images\Mini_Cooper_C_-_Classic_56485\img_3.jpg; images\Mini_Cooper_C_-_Classic_56485\img_4.jpg; images\Mini_Cooper_C_-_Classic_56485\img_5.jpg; images\Mini_Cooper_C_-_Classic_56485\img_6.jpg; images\Mini_Cooper_C_-_Classic_56485\img_7.jpg; images\Mini_Cooper_C_-_Classic_56485\img_8.jpg; images\Mini_Cooper_C_-_Classic_56485\img_9.jpg,DSG,gas,Hatchback,1500,156,230,,,0,,,,,,,9,
Mini,Cooper,2025,2450000,C- Jcw,images\Mini_Cooper_C-_JCW_60348\img_1.jpg; images\Mini_Cooper_C-_JCW_60348\img_2.jpg; images\Mini_Cooper_C-_JCW_60348\img_3.jpg; images\Mini_Cooper_C-_JCW_60348\img_4.jpg; images\Mini_Cooper_C-_JCW_60348\img_5.jpg; images\Mini_Cooper_C-_JCW_60348\img_6.jpg; images\Mini_Cooper_C-_JCW_60348\img_7.png; images\Mini_Cooper_C-_JCW_60348\img_8.jpg; images\Mini_Cooper_C-_JCW_60348\img_9.jpg,DSG,gas,Hatchback,1500,156,,,,0,,,,,,,9,
Mini,Cooper,2025,2950000,S - Jwc,images\Mini_Cooper_S_-_JWC_53774\img_1.jpg; images\Mini_Cooper_S_-_JWC_53774\img_2.jpg; images\Mini_Cooper_S_-_JWC_53774\img_3.png; images\Mini_Cooper_S_-_JWC_53774\img_4.jpg; images\Mini_Cooper_S_-_JWC_53774\img_5.jpg; images\Mini_Cooper_S_-_JWC_53774\img_6.jpg; images\Mini_Cooper_S_-_JWC_53774\img_7.jpg; images\Mini_Cooper_S_-_JWC_53774\img_8.jpg,DSG,gas,Hatchback,2000,204,300,,6.1,0,,,,,,,9,
Mini,Cooper,2025,2980000,Se - Favoured,images\Mini_Cooper_Se_-_Favoured_57378\img_1.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_2.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_3.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_4.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_5.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_6.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_7.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_8.jpg; images\Mini_Cooper_Se_-_Favoured_57378\img_9.png,automatic,Electric,Hatchback,,218,,,,0,,,,,,,9,
Mini,Cooper,2026,3000000,Jcw Convertible,images\Mini_Cooper_JCW_Convertible_64053\img_1.jpg; images\Mini_Cooper_JCW_Convertible_64053\img_2.jpg; images\Mini_Cooper_JCW_Convertible_64053\img_3.jpg; images\Mini_Cooper_JCW_Convertible_64053\img_4.jpg; images\Mini_Cooper_JCW_Convertible_64053\img_5.jpg; images\Mini_Cooper_JCW_Convertible_64053\img_6.jpg; images\Mini_Cooper_JCW_Convertible_64053\img_7.jpg,automatic,gas,Hatchback,2000,163,250,,8.2,0,,,,4,4,,7,
Mini,Cooper Countryman,2024,2530000,1.5 A/T C - Favoured,images\Mini Cooper Countryman 2024\car_img_1.jpg; images\Mini Cooper Countryman 2024\car_img_2.jpg; images\Mini Cooper Countryman 2024\car_img_3.jpg; images\Mini Cooper Countryman 2024\car_img_4.jpg; images\Mini Cooper Countryman 2024\car_img_5.jpg; images\Mini Cooper Countryman 2024\car_img_6.jpg; images\Mini Cooper Countryman 2024\car_img_7.jpg; images\Mini Cooper Countryman 2024\car_img_8.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2024,2600000,1.5 A/T C - Jcw,images\Mini Cooper Countryman 2024\car_img_1.jpg; images\Mini Cooper Countryman 2024\car_img_2.jpg; images\Mini Cooper Countryman 2024\car_img_3.jpg; images\Mini Cooper Countryman 2024\car_img_4.jpg; images\Mini Cooper Countryman 2024\car_img_5.jpg; images\Mini Cooper Countryman 2024\car_img_6.jpg; images\Mini Cooper Countryman 2024\car_img_7.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2024,2330000,1.5 A/T C Classic,images\Mini Cooper Countryman 2024\car_img_1.jpg; images\Mini Cooper Countryman 2024\car_img_2.jpg; images\Mini Cooper Countryman 2024\car_img_3.jpg; images\Mini Cooper Countryman 2024\car_img_4.jpg; images\Mini Cooper Countryman 2024\car_img_5.jpg; images\Mini Cooper Countryman 2024\car_img_6.jpg; images\Mini Cooper Countryman 2024\car_img_7.jpg; images\Mini Cooper Countryman 2024\car_img_8.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2024,3320000,2.0 S All4 - Jcw,images\Mini Cooper Countryman 2024\car_img_1.jpg; images\Mini Cooper Countryman 2024\car_img_2.jpg; images\Mini Cooper Countryman 2024\car_img_3.jpg; images\Mini Cooper Countryman 2024\car_img_4.jpg; images\Mini Cooper Countryman 2024\car_img_5.jpg; images\Mini Cooper Countryman 2024\car_img_6.jpg; images\Mini Cooper Countryman 2024\car_img_7.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2025,2480000,1.5 A/T C - Classic,images\Mini Cooper Countryman 2025\car_img_1.jpg; images\Mini Cooper Countryman 2025\car_img_2.jpg; images\Mini Cooper Countryman 2025\car_img_3.jpg; images\Mini Cooper Countryman 2025\car_img_4.jpg; images\Mini Cooper Countryman 2025\car_img_5.jpg; images\Mini Cooper Countryman 2025\car_img_6.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2025,2690000,1.5 A/T C - Favoured,images\Mini Cooper Countryman 2025\car_img_1.jpg; images\Mini Cooper Countryman 2025\car_img_2.jpg; images\Mini Cooper Countryman 2025\car_img_3.jpg; images\Mini Cooper Countryman 2025\car_img_4.jpg; images\Mini Cooper Countryman 2025\car_img_5.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2025,2790000,1.5 A/T Jcw,images\Mini Cooper Countryman 2025\car_img_1.jpg; images\Mini Cooper Countryman 2025\car_img_2.jpg; images\Mini Cooper Countryman 2025\car_img_3.jpg; images\Mini Cooper Countryman 2025\car_img_4.jpg; images\Mini Cooper Countryman 2025\car_img_5.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2025,3750000,2.0 A/T S All4 - Jcw,images\Mini Cooper Countryman 2025\car_img_1.jpg; images\Mini Cooper Countryman 2025\car_img_2.jpg; images\Mini Cooper Countryman 2025\car_img_3.jpg; images\Mini Cooper Countryman 2025\car_img_4.jpg; images\Mini Cooper Countryman 2025\car_img_5.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2025,3100000,E - Favoured,images\Mini Cooper Countryman 2025\car_img_1.jpg; images\Mini Cooper Countryman 2025\car_img_2.jpg; images\Mini Cooper Countryman 2025\car_img_3.jpg; images\Mini Cooper Countryman 2025\car_img_4.jpg; images\Mini Cooper Countryman 2025\car_img_5.jpg; images\Mini Cooper Countryman 2025\car_img_6.jpg; images\Mini Cooper Countryman 2025\car_img_7.jpg; images\Mini Cooper Countryman 2025\car_img_8.jpg; images\Mini Cooper Countryman 2025\car_img_9.jpg; images\Mini Cooper Countryman 2025\car_img_10.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper Countryman,2025,3200000,E - Jcw,images\Mini Cooper Countryman 2025\car_img_1.jpg; images\Mini Cooper Countryman 2025\car_img_2.jpg; images\Mini Cooper Countryman 2025\car_img_3.jpg; images\Mini Cooper Countryman 2025\car_img_4.jpg; images\Mini Cooper Countryman 2025\car_img_5.jpg; images\Mini Cooper Countryman 2025\car_img_6.jpg; images\Mini Cooper Countryman 2025\car_img_7.jpg; images\Mini Cooper Countryman 2025\car_img_8.jpg; images\Mini Cooper Countryman 2025\car_img_9.jpg; images\Mini Cooper Countryman 2025\car_img_10.jpg; images\Mini Cooper Countryman 2025\car_img_11.jpg,Automatic,,,,,,,,,,,,,,,,
Mini,Cooper S,2024,2420000,S 3-Door Iconic,images\Mini_Mini_Cooper_S_S_3-Door_Iconic_59070\img_1.jpg; images\Mini_Mini_Cooper_S_S_3-Door_Iconic_59070\img_2.jpg; images\Mini_Mini_Cooper_S_S_3-Door_Iconic_59070\img_3.png; images\Mini_Mini_Cooper_S_S_3-Door_Iconic_59070\img_4.jpg; images\Mini_Mini_Cooper_S_S_3-Door_Iconic_59070\img_5.jpg; images\Mini_Mini_Cooper_S_S_3-Door_Iconic_59070\img_6.jpg; images\Mini_Mini_Cooper_S_S_3-Door_Iconic_59070\img_7.jpg,automatic,gas,Hatchback,2000,192,280,,6.7,"1,727","3,876","1,414",2495,4,4,,8,
Mini,Country Man Shape New Generation,2025,2480000,Baseline,images\Mini_Country_Man_Shape_New_Generation_Baseline_67158\img_1.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_67158\img_2.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_67158\img_3.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_67158\img_4.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_67158\img_5.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_67158\img_6.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_67158\img_7.jpg,DSG,gas,SUV,1500,156,230,,9,"1,843","4,433","1,656",2692,4,3,54,7,
Mini,Country Man Shape New Generation,2025,3320000,Baseline,images\Mini_Country_Man_Shape_New_Generation_Baseline_59913\img_1.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_59913\img_2.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_59913\img_3.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_59913\img_4.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_59913\img_5.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_59913\img_6.jpg; images\Mini_Country_Man_Shape_New_Generation_Baseline_59913\img_7.jpg,automatic,Electric,SUV,,204,250,,8.4,0,,,,4,,,,
Mini,Country Man Shape New Generation,2025,3100000,E-Favoured,images\Mini_Country_Man_Shape_New_Generation_E-Favoured_66206\img_1.jpg; images\Mini_Country_Man_Shape_New_Generation_E-Favoured_66206\img_2.jpg; images\Mini_Country_Man_Shape_New_Generation_E-Favoured_66206\img_3.jpg; images\Mini_Country_Man_Shape_New_Generation_E-Favoured_66206\img_4.jpg; images\Mini_Country_Man_Shape_New_Generation_E-Favoured_66206\img_5.jpg; images\Mini_Country_Man_Shape_New_Generation_E-Favoured_66206\img_6.jpg; images\Mini_Country_Man_Shape_New_Generation_E-Favoured_66206\img_7.jpg,automatic,Electric,SUV,,204,,,,0,,,,,,,,
Mini,Country Man Shape New Generation,2025,3200000,E-Jwc,images\Mini_Country_Man_Shape_New_Generation_E-JWC_69046\img_1.jpg; images\Mini_Country_Man_Shape_New_Generation_E-JWC_69046\img_2.jpg; images\Mini_Country_Man_Shape_New_Generation_E-JWC_69046\img_3.jpg; images\Mini_Country_Man_Shape_New_Generation_E-JWC_69046\img_4.jpg; images\Mini_Country_Man_Shape_New_Generation_E-JWC_69046\img_5.jpg; images\Mini_Country_Man_Shape_New_Generation_E-JWC_69046\img_6.jpg; images\Mini_Country_Man_Shape_New_Generation_E-JWC_69046\img_7.jpg,automatic,Electric,SUV,,204,,,,0,,,,,,,,
Mini,Country Man Shape New Generation,2025,2790000,Jcw All 4,images\Mini_Country_Man_Shape_New_Generation_JCW_ALL_4_56448\img_1.jpg; images\Mini_Country_Man_Shape_New_Generation_JCW_ALL_4_56448\img_2.jpg; images\Mini_Country_Man_Shape_New_Generation_JCW_ALL_4_56448\img_3.jpg; images\Mini_Country_Man_Shape_New_Generation_JCW_ALL_4_56448\img_4.jpg; images\Mini_Country_Man_Shape_New_Generation_JCW_ALL_4_56448\img_5.jpg; images\Mini_Country_Man_Shape_New_Generation_JCW_ALL_4_56448\img_6.jpg; images\Mini_Country_Man_Shape_New_Generation_JCW_ALL_4_56448\img_7.jpg,DSG,gas,SUV,1500,300,400,,5.3,"1,843","4,433","1,656",2692,4,3,54,7,
