Brand,Model,Year,Price,Trim,Image_Paths,Transmission,Fuel_Type,Body_Type,Engine_Capacity,Horsepower,Torque,Max_Speed,Acceleration,Width,Length,Height,Wheelbase,Seats,Cylinders,Fuel_Tank,Number_of_Gears,Fuel_Consumption
Citroen,C4X Shape Facelift,2025,1449000,Shine,images\Citroen_C4X_Shape_Facelift_Shine_27042\img_1.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_2.png; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_3.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_4.png; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_5.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_6.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_7.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_8.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_9.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_10.jpg,automatic,gas,SUV,1200,130,230,,9.3,"1,834","4,600","1,525",2670,5,3,44,8,6.5
Citroen,C5 Aircross,2025,1700000,Feel With Sunroof,images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_1.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_2.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_3.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_4.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_5.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_6.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_7.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_8.jpg,automatic,gas,SUV,1600,165,240,,9.4,"1,860","4,500","1,689",2730,5,4,53,6,6.8
Citroen,C5 Aircross,2025,1820000,Shine,images\Citroen_C5_Aircross_SHINE_43004\img_1.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_2.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_3.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_4.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_5.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_6.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_7.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_8.jpg,automatic,gas,SUV,1600,165,240,,9.4,"1,860","4,500","1,689",2730,5,4,53,6,6.8
Citroen,C5 Aircross,2025,1670000,With Out Sunroof,images\Citroen_C5_Aircross_with_out_sunroof_34516\img_1.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_2.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_3.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_4.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_5.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_6.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_7.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_8.jpg,automatic,gas,SUV,1600,165,240,,9.4,"1,860","4,500","1,689",2730,5,4,53,6,6.8
Citroen,C5 Aircross,2026,1730000,Shine,images\Citroen C5 Aircross 2026\car_img_1.jpg; images\Citroen C5 Aircross 2026\car_img_2.jpg; images\Citroen C5 Aircross 2026\car_img_3.jpg; images\Citroen C5 Aircross 2026\car_img_4.jpg; images\Citroen C5 Aircross 2026\car_img_5.jpg; images\Citroen C5 Aircross 2026\car_img_6.jpg; images\Citroen C5 Aircross 2026\car_img_7.jpg; images\Citroen C5 Aircross 2026\car_img_8.jpg; images\Citroen_C5_Aircross_Shine_43077\img_1.jpg; images\Citroen_C5_Aircross_Shine_43077\img_2.jpg; images\Citroen_C5_Aircross_Shine_43077\img_3.jpg; images\Citroen_C5_Aircross_Shine_43077\img_4.png; images\Citroen_C5_Aircross_Shine_43077\img_5.jpg; images\Citroen_C5_Aircross_Shine_43077\img_6.jpg; images\Citroen_C5_Aircross_Shine_43077\img_7.jpg; images\Citroen_C5_Aircross_Shine_43077\img_8.jpg,Automatic,gas,SUV,1600,165,240,,9.4,"1,860","4,500","1,689",2730,5,4,53,6,6.8
Citroen,C5 Aircross,2026,1590000,Shine Entry,images\Citroen C5 Aircross 2026\car_img_1.jpg; images\Citroen C5 Aircross 2026\car_img_2.jpg; images\Citroen C5 Aircross 2026\car_img_3.jpg; images\Citroen C5 Aircross 2026\car_img_4.jpg; images\Citroen C5 Aircross 2026\car_img_5.jpg; images\Citroen C5 Aircross 2026\car_img_6.jpg; images\Citroen C5 Aircross 2026\car_img_7.jpg; images\Citroen C5 Aircross 2026\car_img_8.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_1.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_2.png; images\Citroen_C5_Aircross_Shine_Entry_47139\img_3.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_4.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_5.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_6.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_7.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_8.jpg,Automatic,gas,SUV,1600,165,240,,9.4,"1,860","4,500","1,689",2730,5,4,53,6,6.8
Cupra,Formentor,2024,2550000,2.0 A/T Turbo,images\Cupra Formentor 2024\car_img_1.jpg; images\Cupra Formentor 2024\car_img_2.jpg; images\Cupra Formentor 2024\car_img_3.jpg; images\Cupra Formentor 2024\car_img_4.jpg; images\Cupra Formentor 2024\car_img_5.jpg; images\Cupra Formentor 2024\car_img_6.jpg,Automatic,,SUV,,,,,,,,,,,,,,
Cupra,Formentor,2024,2580000,2.0 A/T Turbo Matte,images\Cupra Formentor 2024\car_img_1.jpg; images\Cupra Formentor 2024\car_img_2.jpg; images\Cupra Formentor 2024\car_img_3.jpg; images\Cupra Formentor 2024\car_img_4.jpg; images\Cupra Formentor 2024\car_img_5.jpg; images\Cupra Formentor 2024\car_img_6.jpg,Automatic,,SUV,,,,,,,,,,,,,,
Cupra,Formentor,2024,2550000,Automtic,images\Cupra_Formentor_Automtic_54744\img_1.jpg; images\Cupra_Formentor_Automtic_54744\img_2.jpg; images\Cupra_Formentor_Automtic_54744\img_3.jpg; images\Cupra_Formentor_Automtic_54744\img_4.png; images\Cupra_Formentor_Automtic_54744\img_5.jpg; images\Cupra_Formentor_Automtic_54744\img_6.jpg; images\Cupra_Formentor_Automtic_54744\img_7.jpg; images\Cupra_Formentor_Automtic_54744\img_8.jpg; images\Cupra_Formentor_Automtic_54744\img_9.jpg,DSG,gas,SUV,2000,190,320,,7.5,"1,839","4,450","1,528",2680,5,4,,7,
Cupra,Leon,2026,1774000,1.4L,images\Cupra Leon 2026\car_img_1.jpg; images\Cupra Leon 2026\car_img_2.jpg; images\Cupra Leon 2026\car_img_3.jpg; images\Cupra Leon 2026\car_img_4.jpg; images\Cupra Leon 2026\car_img_5.jpg; images\Cupra Leon 2026\car_img_6.jpg; images\Cupra Leon 2026\car_img_7.jpg; images\Cupra Leon 2026\car_img_8.jpg; images\Cupra Leon 2026\car_img_9.jpg; images\Cupra Leon 2026\car_img_10.jpg; images\Cupra Leon 2026\car_img_11.jpg,Automatic,,,,150/5000,250/1500-4000,214,8٫7,1799,4398,1444,2683,5,4,45,8,5٫6
Cupra,Leon Cupra,2025,1744000,Leon Automatic,images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_1.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_2.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_3.png; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_4.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_5.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_6.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_7.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_8.jpg,automatic,gas,Hatchback,1400,150,250,,8.7,"1,799","4,398","1,444",2686,5,4,45,8,5.9
Cupra,Leon Cupra,2026,1744000,Leon Automatic,images\Cupra_Leon_Cupra_Leon__Automatic_60094\img_1.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_60094\img_2.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_60094\img_3.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_60094\img_4.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_60094\img_5.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_60094\img_6.png; images\Cupra_Leon_Cupra_Leon__Automatic_60094\img_7.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_60094\img_8.jpg,automatic,gas,Hatchback,1400,150,250,,8.7,"1,799","4,398","1,444",2686,5,4,45,8,5.9
Cupra,Terramar,2025,2299000,Control,images\Cupra Terramar 2025\car_img_1.jpg; images\Cupra Terramar 2025\car_img_2.jpg; images\Cupra Terramar 2025\car_img_3.jpg; images\Cupra Terramar 2025\car_img_4.jpg; images\Cupra Terramar 2025\car_img_5.jpg; images\Cupra Terramar 2025\car_img_6.jpg; images\Cupra Terramar 2025\car_img_7.jpg; images\Cupra Terramar 2025\car_img_8.jpg; images\Cupra Terramar 2025\car_img_9.jpg; images\Cupra Terramar 2025\car_img_10.jpg; images\Cupra_Terramar_CONTROL_58492\img_1.png; images\Cupra_Terramar_CONTROL_58492\img_2.jpg; images\Cupra_Terramar_CONTROL_58492\img_3.jpg; images\Cupra_Terramar_CONTROL_58492\img_4.jpg; images\Cupra_Terramar_CONTROL_58492\img_5.jpg; images\Cupra_Terramar_CONTROL_58492\img_6.png; images\Cupra_Terramar_CONTROL_58492\img_7.jpg; images\Cupra_Terramar_CONTROL_58492\img_8.png,Automatic,gas,SUV,1400,150,260,,9.3,"1,863","4,519","1,584",2681,5,4,55,7,6.8
Cupra,Terramar,2025,2199000,Impulse,images\Cupra Terramar 2025\car_img_1.jpg; images\Cupra Terramar 2025\car_img_2.jpg; images\Cupra Terramar 2025\car_img_3.jpg; images\Cupra Terramar 2025\car_img_4.jpg; images\Cupra Terramar 2025\car_img_5.jpg; images\Cupra Terramar 2025\car_img_6.jpg; images\Cupra Terramar 2025\car_img_7.jpg; images\Cupra Terramar 2025\car_img_8.jpg; images\Cupra Terramar 2025\car_img_9.jpg; images\Cupra Terramar 2025\car_img_10.jpg; images\Cupra_Terramar_IMPULSE_61941\img_1.png; images\Cupra_Terramar_IMPULSE_61941\img_2.jpg; images\Cupra_Terramar_IMPULSE_61941\img_3.png; images\Cupra_Terramar_IMPULSE_61941\img_4.png; images\Cupra_Terramar_IMPULSE_61941\img_5.jpg; images\Cupra_Terramar_IMPULSE_61941\img_6.jpg; images\Cupra_Terramar_IMPULSE_61941\img_7.jpg; images\Cupra_Terramar_IMPULSE_61941\img_8.jpg,Automatic,gas,SUV,1400,150,260,,9.3,"1,863","4,519","1,584",2681,5,4,55,7,6.8
Cupra,Terramar,2026,2329000,Control,images\Cupra Terramar 2026\car_img_1.jpg; images\Cupra Terramar 2026\car_img_2.jpg; images\Cupra Terramar 2026\car_img_3.jpg; images\Cupra Terramar 2026\car_img_4.jpg; images\Cupra Terramar 2026\car_img_5.jpg; images\Cupra Terramar 2026\car_img_6.jpg; images\Cupra Terramar 2026\car_img_7.jpg; images\Cupra_Terramar_CONTROL_52436\img_1.jpg; images\Cupra_Terramar_CONTROL_52436\img_2.jpg; images\Cupra_Terramar_CONTROL_52436\img_3.jpg; images\Cupra_Terramar_CONTROL_52436\img_4.png; images\Cupra_Terramar_CONTROL_52436\img_5.jpg; images\Cupra_Terramar_CONTROL_52436\img_6.png; images\Cupra_Terramar_CONTROL_52436\img_7.png; images\Cupra_Terramar_CONTROL_52436\img_8.jpg,Automatic,gas,SUV,1400,150,260,,9.3,"1,863","4,519","1,584",2681,5,4,55,7,6.8
Cupra,Terramar,2026,2229000,Impulse,images\Cupra Terramar 2026\car_img_1.jpg; images\Cupra Terramar 2026\car_img_2.jpg; images\Cupra Terramar 2026\car_img_3.jpg; images\Cupra Terramar 2026\car_img_4.jpg; images\Cupra Terramar 2026\car_img_5.jpg; images\Cupra Terramar 2026\car_img_6.jpg; images\Cupra Terramar 2026\car_img_7.jpg; images\Cupra_Terramar_IMPULSE_48554\img_1.jpg; images\Cupra_Terramar_IMPULSE_48554\img_2.png; images\Cupra_Terramar_IMPULSE_48554\img_3.jpg; images\Cupra_Terramar_IMPULSE_48554\img_4.png; images\Cupra_Terramar_IMPULSE_48554\img_5.jpg; images\Cupra_Terramar_IMPULSE_48554\img_6.jpg; images\Cupra_Terramar_IMPULSE_48554\img_7.png; images\Cupra_Terramar_IMPULSE_48554\img_8.jpg,Automatic,gas,SUV,1400,150,260,,9.3,"1,863","4,519","1,584",2681,5,4,55,7,6.8
DFSK,600,2025,1294900,Automatic,images\Dfsk_600_Automatic_77325\img_1.jpg; images\Dfsk_600_Automatic_77325\img_2.jpg; images\Dfsk_600_Automatic_77325\img_3.jpg; images\Dfsk_600_Automatic_77325\img_4.jpg; images\Dfsk_600_Automatic_77325\img_5.jpg; images\Dfsk_600_Automatic_77325\img_6.jpg; images\Dfsk_600_Automatic_77325\img_7.jpg; images\Dfsk_600_Automatic_77325\img_8.png; images\Dfsk_600_Automatic_77325\img_9.jpg,automatic,gas,SUV,1500,181,300,,11,"1,865","4,720","1,710",2785,7,4,58,6,7.3
DFSK,600,2026,1294900,1.5T A/T,images\DFSK 600 2026\car_img_1.jpg; images\DFSK 600 2026\car_img_2.jpg; images\DFSK 600 2026\car_img_3.jpg; images\DFSK 600 2026\car_img_4.jpg; images\DFSK 600 2026\car_img_5.jpg; images\DFSK 600 2026\car_img_6.jpg; images\DFSK 600 2026\car_img_7.jpg; images\DFSK 600 2026\car_img_8.jpg,Automatic,,SUV,,184,300,10٫92,,1865,4720,1710,2785,7,4,58,6,7٫3
DFSK,E5,2026,1144900,Automatic,images\Dfsk_E_5_Automatic_84114\img_1.jpg; images\Dfsk_E_5_Automatic_84114\img_2.jpg; images\Dfsk_E_5_Automatic_84114\img_3.jpg; images\Dfsk_E_5_Automatic_84114\img_4.jpg; images\Dfsk_E_5_Automatic_84114\img_5.jpg; images\Dfsk_E_5_Automatic_84114\img_6.jpg; images\Dfsk_E_5_Automatic_84114\img_7.jpg; images\Dfsk_E_5_Automatic_84114\img_8.jpg; images\Dfsk_E_5_Automatic_84114\img_9.jpg,automatic,Plug-in Hybrid,SUV,1500,175,300,,8.2,"1,865","4,760","1,710",2785,7,4,60,,5.4
DFSK,E5,2026,1144900,Reev,images\DFSK E5 2026\car_img_1.jpg; images\DFSK E5 2026\car_img_2.jpg; images\DFSK E5 2026\car_img_3.jpg; images\DFSK E5 2026\car_img_4.jpg; images\DFSK E5 2026\car_img_5.jpg; images\DFSK E5 2026\car_img_6.jpg,Automatic,,SUV,,175,300,,8٫2,1865,4720,1710,2785,7,4,60,,5٫4
DFSK,E5 Plus,2025,1374900,Automatic,images\Dfsk_E_5_Plus_Automatic_80962\img_1.jpg; images\Dfsk_E_5_Plus_Automatic_80962\img_2.jpg; images\Dfsk_E_5_Plus_Automatic_80962\img_3.jpg; images\Dfsk_E_5_Plus_Automatic_80962\img_4.jpg; images\Dfsk_E_5_Plus_Automatic_80962\img_5.jpg; images\Dfsk_E_5_Plus_Automatic_80962\img_6.jpg; images\Dfsk_E_5_Plus_Automatic_80962\img_7.jpg; images\Dfsk_E_5_Plus_Automatic_80962\img_8.jpg; images\Dfsk_E_5_Plus_Automatic_80962\img_9.jpg,automatic,Plug-in Hybrid,SUV,1500,214,330,,78,"1,865","4,760","1,710",2785,7,4,60,,5.6
DFSK,E5 Plus,2026,1374900,Reev,images\DFSK E5 Plus 2026\car_img_1.jpg; images\DFSK E5 Plus 2026\car_img_2.jpg,Automatic,,SUV,,214,330,,7٫8,1865,4720,1710,2785,7,4,60,,5٫4
DS,4,2024,2200000,1.6 A/T Trocadéro,images\DS DS 4 2024\car_img_1.jpg; images\DS DS 4 2024\car_img_2.jpg; images\DS DS 4 2024\car_img_3.jpg; images\DS DS 4 2024\car_img_4.jpg; images\DS DS 4 2024\car_img_5.jpg; images\DS DS 4 2024\car_img_6.jpg; images\DS DS 4 2024\car_img_7.jpg; images\DS DS 4 2024\car_img_8.jpg,Automatic,,SUV,,215/5500,300/1900,235,7٫9,1866,4400,1490,2675,5,4,52,8,6٫6
DS,4,2024,2100000,Performance Line,images\Ds_Ds4_Performance_Line_81710\img_1.jpg; images\Ds_Ds4_Performance_Line_81710\img_2.jpg; images\Ds_Ds4_Performance_Line_81710\img_3.jpg; images\Ds_Ds4_Performance_Line_81710\img_4.jpg; images\Ds_Ds4_Performance_Line_81710\img_5.jpg; images\Ds_Ds4_Performance_Line_81710\img_6.jpg; images\Ds_Ds4_Performance_Line_81710\img_7.jpg; images\Ds_Ds4_Performance_Line_81710\img_8.jpg,automatic,gas,SUV,1600,215,300,,7.9,"1,830","4,400","1,470",2675,4,4,52,8,6.6
DS,4,2025,2060000,1.6 A/T Performance Line,images\DS DS 4 2025\car_img_1.jpg; images\DS DS 4 2025\car_img_2.jpg; images\DS DS 4 2025\car_img_3.jpg; images\DS DS 4 2025\car_img_4.jpg; images\DS DS 4 2025\car_img_5.jpg; images\DS DS 4 2025\car_img_6.jpg; images\DS DS 4 2025\car_img_7.jpg; images\DS DS 4 2025\car_img_8.jpg,Automatic,,SUV,,215/5500,300/1900,235,7٫9,1866,4400,1490,2675,5,4,52,8,6٫6
DS,4,2025,2000000,Performance Line,images\Ds_Ds4_Performance_Line_74868\img_1.jpg; images\Ds_Ds4_Performance_Line_74868\img_2.jpg; images\Ds_Ds4_Performance_Line_74868\img_3.jpg; images\Ds_Ds4_Performance_Line_74868\img_4.jpg; images\Ds_Ds4_Performance_Line_74868\img_5.jpg; images\Ds_Ds4_Performance_Line_74868\img_6.jpg; images\Ds_Ds4_Performance_Line_74868\img_7.jpg; images\Ds_Ds4_Performance_Line_74868\img_8.jpg,automatic,gas,SUV,1600,215,300,,7.9,"1,830","4,400","1,470",2675,4,4,52,8,6.6
DS,4,2025,1890000,Trocadero,images\Ds_Ds4_Trocadero_85045\img_1.jpg; images\Ds_Ds4_Trocadero_85045\img_2.jpg; images\Ds_Ds4_Trocadero_85045\img_3.jpg; images\Ds_Ds4_Trocadero_85045\img_4.jpg; images\Ds_Ds4_Trocadero_85045\img_5.jpg; images\Ds_Ds4_Trocadero_85045\img_6.jpg; images\Ds_Ds4_Trocadero_85045\img_7.jpg; images\Ds_Ds4_Trocadero_85045\img_8.jpg; images\Ds_Ds4_Trocadero_85045\img_9.jpg,automatic,gas,SUV,1600,215,300,,7.9,"1,830","4,400","1,470",2675,4,4,52,8,6.6
DS,7,2024,2750000,1.6 A/T Rivoli,images\DS DS 7 2024\car_img_1.jpg; images\DS DS 7 2024\car_img_2.jpg; images\DS DS 7 2024\car_img_3.jpg; images\DS DS 7 2024\car_img_4.jpg; images\DS DS 7 2024\car_img_5.jpg; images\DS DS 7 2024\car_img_6.jpg; images\DS DS 7 2024\car_img_7.jpg; images\DS DS 7 2024\car_img_8.jpg; images\DS DS 7 2024\car_img_9.jpg,Automatic,,SUV,,165/5500,300/1900,227,8.9,1895,4570,1625,2738,5,4,62,6,5.8
DS,7,2025,2675000,Etoile,images\Ds_Ds7_Etoile_73723\img_1.jpg; images\Ds_Ds7_Etoile_73723\img_2.jpg; images\Ds_Ds7_Etoile_73723\img_3.jpg; images\Ds_Ds7_Etoile_73723\img_4.jpg; images\Ds_Ds7_Etoile_73723\img_5.jpg; images\Ds_Ds7_Etoile_73723\img_6.png; images\Ds_Ds7_Etoile_73723\img_7.jpg; images\Ds_Ds7_Etoile_73723\img_8.jpg,automatic,gas,SUV,1600,165,240,,8.9,"1,895","4,570","1,625",2738,5,4,62,6,6
DS,7,2025,2350000,Pallas,images\Ds_Ds7_pallas_69752\img_1.jpg; images\Ds_Ds7_pallas_69752\img_2.jpg; images\Ds_Ds7_pallas_69752\img_3.jpg; images\Ds_Ds7_pallas_69752\img_4.png; images\Ds_Ds7_pallas_69752\img_5.jpg; images\Ds_Ds7_pallas_69752\img_6.jpg; images\Ds_Ds7_pallas_69752\img_7.jpg; images\Ds_Ds7_pallas_69752\img_8.jpg,automatic,gas,SUV,1600,215,300,,7.8,"1,890","4,593","1,625",2738,5,4,62,8,6
DS,S24,2026,1990000,Double Cab 4×4,images\Sandstorm S24 2026\car_img_1.jpg; images\Sandstorm S24 2026\car_img_2.jpg; images\Sandstorm S24 2026\car_img_3.jpg; images\Sandstorm S24 2026\car_img_4.jpg; images\Sandstorm S24 2026\car_img_5.jpg; images\Sandstorm S24 2026\car_img_6.jpg; images\Sandstorm S24 2026\car_img_7.jpg; images\Sandstorm S24 2026\car_img_8.jpg; images\Sandstorm S24 2026\car_img_9.jpg; images\Sandstorm S24 2026\car_img_10.jpg; images\Sandstorm S24 2026\car_img_11.jpg; images\Sandstorm S24 2026\car_img_12.jpg,Automatic,,,,,,,,,,,,,,,,
Deepal,S05,2026,1600000,Bev,images\Deepal S05 2026\car_img_1.jpg; images\Deepal S05 2026\car_img_2.jpg; images\Deepal S05 2026\car_img_3.jpg; images\Deepal S05 2026\car_img_4.jpg; images\Deepal S05 2026\car_img_5.jpg; images\Deepal S05 2026\car_img_6.jpg; images\Deepal S05 2026\car_img_7.jpg; images\Deepal S05 2026\car_img_8.jpg; images\Deepal S05 2026\car_img_9.jpg; images\Deepal_Deepal_S05_BEV_52583\img_1.png; images\Deepal_Deepal_S05_BEV_52583\img_2.png; images\Deepal_Deepal_S05_BEV_52583\img_3.png; images\Deepal_Deepal_S05_BEV_52583\img_4.png; images\Deepal_Deepal_S05_BEV_52583\img_5.png; images\Deepal_Deepal_S05_BEV_52583\img_6.png,Automatic,Electric,SUV,,214,320,,,"1,900","4,620","1,600",2880,5,,,,
Deepal,S05,2026,1450000,Reev,images\Deepal S05 2026\car_img_1.jpg; images\Deepal S05 2026\car_img_2.jpg; images\Deepal S05 2026\car_img_3.jpg; images\Deepal S05 2026\car_img_4.jpg; images\Deepal S05 2026\car_img_5.jpg; images\Deepal S05 2026\car_img_6.jpg; images\Deepal S05 2026\car_img_7.jpg; images\Deepal S05 2026\car_img_8.jpg; images\Deepal S05 2026\car_img_9.jpg; images\Deepal_Deepal_S05_REEV_63946\img_1.png; images\Deepal_Deepal_S05_REEV_63946\img_2.png; images\Deepal_Deepal_S05_REEV_63946\img_3.png; images\Deepal_Deepal_S05_REEV_63946\img_4.png; images\Deepal_Deepal_S05_REEV_63946\img_5.png; images\Deepal_Deepal_S05_REEV_63946\img_6.png,Automatic,Plug-in Hybrid,SUV,1500,235,320,,,"1,900","4,620","1,600",2880,5,4,,,
Deepal,S07,2026,1900000,Bev,images\Deepal S07 2026\car_img_1.jpg; images\Deepal S07 2026\car_img_2.jpg; images\Deepal S07 2026\car_img_3.jpg; images\Deepal S07 2026\car_img_4.jpg; images\Deepal S07 2026\car_img_5.jpg; images\Deepal_Deepal_S07_BEV_59931\img_1.png; images\Deepal_Deepal_S07_BEV_59931\img_2.png; images\Deepal_Deepal_S07_BEV_59931\img_3.png; images\Deepal_Deepal_S07_BEV_59931\img_4.png; images\Deepal_Deepal_S07_BEV_59931\img_5.png; images\Deepal_Deepal_S07_BEV_59931\img_6.png; images\Deepal_Deepal_S07_BEV_59931\img_7.png; images\Deepal_Deepal_S07_BEV_59931\img_8.png,Automatic,Electric,SUV,,214,320,,,"1,930","4,750","1,625",2900,5,,,,
Deepal,S07,2026,1800000,Reev,images\Deepal S07 2026\car_img_1.jpg; images\Deepal S07 2026\car_img_2.jpg; images\Deepal S07 2026\car_img_3.jpg; images\Deepal S07 2026\car_img_4.jpg; images\Deepal S07 2026\car_img_5.jpg; images\Deepal_Deepal_S07_REEV_56046\img_1.png; images\Deepal_Deepal_S07_REEV_56046\img_2.png; images\Deepal_Deepal_S07_REEV_56046\img_3.png; images\Deepal_Deepal_S07_REEV_56046\img_4.png; images\Deepal_Deepal_S07_REEV_56046\img_5.png; images\Deepal_Deepal_S07_REEV_56046\img_6.png; images\Deepal_Deepal_S07_REEV_56046\img_7.png; images\Deepal_Deepal_S07_REEV_56046\img_8.png,Automatic,Plug-in Hybrid,SUV,1500,235,320,,,"1,930","4,750","1,625",2900,5,4,45,,
Dongfeng,007,2026,1350000,530,images\Dongfeng 007 2026\car_img_1.jpg; images\Dongfeng 007 2026\car_img_2.jpg; images\Dongfeng 007 2026\car_img_3.jpg; images\Dongfeng 007 2026\car_img_4.jpg; images\Dongfeng 007 2026\car_img_5.jpg; images\Dongfeng 007 2026\car_img_6.jpg; images\Dongfeng 007 2026\car_img_7.jpg; images\Dongfeng 007 2026\car_img_8.jpg; images\Dongfeng 007 2026\car_img_9.jpg,Automatic,,,,,,,,,,,,,,,,
Dongfeng,007,2026,1450000,620,images\Dongfeng 007 2026\car_img_1.jpg; images\Dongfeng 007 2026\car_img_2.jpg; images\Dongfeng 007 2026\car_img_3.jpg; images\Dongfeng 007 2026\car_img_4.jpg; images\Dongfeng 007 2026\car_img_5.jpg; images\Dongfeng 007 2026\car_img_6.jpg; images\Dongfeng 007 2026\car_img_7.jpg; images\Dongfeng 007 2026\car_img_8.jpg; images\Dongfeng 007 2026\car_img_9.jpg,Automatic,,,,,,,,,,,,,,,,
Dongfeng,Aeolus A30,2024,1185000,1.5 A/T Shine -Limited Edition,images\Dongfeng Aeolus A30 2024\car_img_1.jpg; images\Dongfeng Aeolus A30 2024\car_img_2.jpg; images\Dongfeng Aeolus A30 2024\car_img_3.jpg; images\Dongfeng Aeolus A30 2024\car_img_4.jpg; images\Dongfeng Aeolus A30 2024\car_img_5.jpg,Automatic,,,,150,230,190,10,1812,4660,1490,2680,5,4,50,6,6٫4
Dongfeng,Aeolus E70 Pro,2023,1125000,E70 Pro,images\Dongfeng Aeolus E70 Pro 2023\car_img_1.jpg; images\Dongfeng Aeolus E70 Pro 2023\car_img_2.jpg; images\Dongfeng Aeolus E70 Pro 2023\car_img_3.jpg; images\Dongfeng Aeolus E70 Pro 2023\car_img_4.jpg; images\Dongfeng Aeolus E70 Pro 2023\car_img_5.jpg; images\Dongfeng Aeolus E70 Pro 2023\car_img_6.jpg; images\Dongfeng Aeolus E70 Pro 2023\car_img_7.jpg; images\Dongfeng Aeolus E70 Pro 2023\car_img_8.jpg; images\Dongfeng Aeolus E70 Pro 2023\car_img_9.jpg,Automatic,,,,160,230,150,9٫9,1720,4680,1530,,,,,,
Dongfeng,Aeolus Huge Hybrid,2025,1495000,Hybrid,images\Dongfeng Aeolus Huge Hybrid 2025\car_img_1.jpg; images\Dongfeng Aeolus Huge Hybrid 2025\car_img_2.jpg; images\Dongfeng Aeolus Huge Hybrid 2025\car_img_3.jpg; images\Dongfeng Aeolus Huge Hybrid 2025\car_img_4.jpg; images\Dongfeng Aeolus Huge Hybrid 2025\car_img_5.jpg; images\Dongfeng Aeolus Huge Hybrid 2025\car_img_6.jpg; images\Dongfeng Aeolus Huge Hybrid 2025\car_img_7.jpg; images\Dongfeng Aeolus Huge Hybrid 2025\car_img_8.jpg,Automatic,,,,,,,,,,,,,,,,
