Brand                     | Model                | Trim                                | Drivetrain
Porsche                   | 911                  | Carrera 4S Cabriolet                | 
Porsche                   | 911                  | Carrera Cabriolet                   | 
Porsche                   | 911                  | Carrera Gts                         | 
Porsche                   | 911                  | Carrera Gts Cabriolet               | 
Porsche                   | 911                  | GT3                                 | 
Porsche                   | 911                  | GT3 Touring Package                 | 
Porsche                   | 911                  | GT3RS                               | 
Porsche                   | 911                  | S                                   | 
Porsche                   | 911                  | S Cabriolet                         | 
Porsche                   | 911                  | Targa 4                             | 
Porsche                   | 911                  | Targa 4S                            | 
Porsche                   | 911                  | Turbo                               | 
Porsche                   | 911                  | Turbo Cabriolet                     | 
Porsche                   | 911                  | Turbo S                             | 
Porsche                   | 911                  | Turbo S Cabriolet                   | 
Porsche                   | Cayenne              | Baseline                            | 
Porsche                   | Cayenne              | Coupe Turbo Gt                      | 
Porsche                   | Cayenne              | Gts                                 | 
Porsche                   | Cayenne              | Gts Coupe                           | 
Porsche                   | Cayenne              | S Coupe                             | 
Porsche                   | Macan                | 4                                   | 
Porsche                   | Macan                | 4S Electric                         | 
Porsche                   | Macan                | Baseline                            | 
Porsche                   | Macan                | Gts                                 | 
Porsche                   | Macan                | S                                   | 
Porsche                   | Macan                | Turbo                               | 
Porsche                   | Panamera             | 4 E-Hybrid                          | 
Porsche                   | Panamera             | 4 E-Hybrid Executive                | 
Porsche                   | Panamera             | 4S E-Hybrid                         | 
Porsche                   | Panamera             | Baseline                            | 
Porsche                   | Panamera             | Gts                                 | 
Porsche                   | Panamera             | Turbo E-Hybrid                      | 
Porsche                   | Panamera             | Turbo S E-Hybrid                    | 
Porsche                   | Taycan               | 4                                   | 
Porsche                   | Taycan               | 4S                                  | 
Porsche                   | Taycan               | Baseline                            | 
Porsche                   | Taycan               | Highli Turbo Gt With Weissach Packagene | 
Porsche                   | Taycan               | Turbo                               | 
Porsche                   | Taycan               | Turbo Gt                            | 
Porsche                   | Taycan               | Turbo S                             | 
Proton                    | Saga                 | Baseline                            | 
Renault                   | Austral              | Baseline                            | 
Renault                   | Austral              | Esprit Alpine                       | 
Renault                   | Austral              | Evolution                           | 
Renault                   | Austral              | Iconic                              | 
Renault                   | Austral              | Techno                              | 
Renault                   | Duster               | Authentic                           | 
Renault                   | Duster               | Evolution                           | 
Renault                   | Duster               | H1                                  | 
Renault                   | Duster               | H2                                  | 
Renault                   | Duster               | H3                                  | 
Renault                   | Duster               | Techno                              | 
Renault                   | Kardian              | Evolution                           | 
Renault                   | Kardian              | Iconic                              | 
Renault                   | Kardian              | Techno                              | 
Renault                   | Megane               | Dynamic                             | 
Renault                   | Megane               | Signature                           | 
Renault                   | Megane               | Signature Turbo                     | 
Renault                   | Taliant              | Evolution                           | 
Renault                   | Taliant              | Techno                              | 
Rox                       | 1                    | Aviation 6 Seats                    | 
Rox                       | 1                    | Family 7 Seats                      | 
Seat                      | Arona                | Black                               | 
Seat                      | Ateca                | Style Plus                          | 
Seat                      | Ibiza                | Black Series                        | 
Seat                      | Ibiza                | Fr                                  | 
Seat                      | Ibiza                | Reference                           | 
Seat                      | Leon                 | Advance                             | 
Skoda                     | Karoq                | Luxury                              | 
Skoda                     | Karoq                | Suite                               | 
Skoda                     | Kodiaq               | Loft                                | 
Skoda                     | Kodiaq               | Lounge                              | 
Skoda                     | Kodiaq               | Sportline                           | 
Skoda                     | Kodiaq               | Suite                               | 
Skoda                     | Octavia              | Loft                                | 
Skoda                     | Octavia              | Lounge                              | 
Skoda                     | Octavia              | Suite                               | 
Skoda                     | Superb               | L&K                                 | 
Skoda                     | Superb               | Suite                               | 
Smart                     | 1                    | Brabus                              | 
Smart                     | 1                    | Premium                             | 
Smart                     | 1                    | Pro                                 | 
Smart                     | 1                    | Pure                                | 
Smart                     | 3                    | Brabus                              | 
Smart                     | 3                    | Premium                             | 
Smart                     | 3                    | Pro                                 | 
Soueast                   | Dx5                  | Top Line                            | 
Soueast                   | Dx7 Nova             | Highline                            | 
Soueast                   | Dx8S Coupe           | Active                              | 
Soueast                   | S05                  | Highline                            | 
Soueast                   | S06                  | Highline                            | 
Soueast                   | S06                  | Premium                             | 
Soueast                   | S06                  | Smart                               | 
Soueast                   | S07                  | Highline                            | 
Soueast                   | S07                  | Premium                             | 
Soueast                   | S09                  | Premium                             | 
Subaru                    | Crosstrek            | Baseline                            | 
Subaru                    | Foreste              | R                                   | 
Subaru                    | Xv Crosstrek         | Baseline                            | 
Suzuki                    | Baleno               | 1.4 A/T F/O Screen                  | 
Suzuki                    | Ciaz                 | Gl                                  | 
Suzuki                    | Ciaz                 | Glx                                 | 
Suzuki                    | Ciaz                 | L Roof                              | 
Suzuki                    | Dzire                | Glx                                 | 
Suzuki                    | Dzire                | Glx With Screen                     | 
Suzuki                    | Ertiga               | Glx                                 | 
Suzuki                    | Fronx                | Gl                                  | 
Suzuki                    | Fronx                | Gl 2 Tone                           | 
Suzuki                    | Fronx                | Glx                                 | 
Suzuki                    | Fronx                | Glx 2 Tone                          | 
Suzuki                    | Grand Vitara         | Glx                                 | 
Suzuki                    | Grand Vitara         | Glx 2 Tone                          | 
Suzuki                    | Jimny                | 1 Tone                              | 
Suzuki                    | Jimny                | 2 Tone                              | 
Suzuki                    | S Presso             | Alloy                               | 
Suzuki                    | S Presso             | Baseline                            | 
Suzuki                    | Swift                | Glx                                 | 
Toyota                    | Camry                | High Line                           | 
Toyota                    | Corolla              | Active                              | 
Toyota                    | Corolla              | Comfort                             | 
Toyota                    | Corolla              | Elegance                            | 
Toyota                    | Corolla              | Hybrid                              | 
Toyota                    | Corolla              | Smart                               | 
Toyota                    | Corolla              | Smart With Sunroof                  | 
Toyota                    | Corolla              | Sun Roof                            | 
Toyota                    | Fortuner             | Elegance                            | 
Toyota                    | Fortuner             | Smart                               | 
Toyota                    | Fortuner             | Sport                               | 
Toyota                    | Land Cruiser         | Prado - Highline                    | 
Toyota                    | Land Cruiser         | Prado - Vx Petrol                   | 
Toyota                    | Rav4                 | Full Option                         | 
Toyota                    | Urban Cruiser        | Active                              | 
Toyota                    | Urban Cruiser        | Comfort                             | 
Vgv                       | U70Pro Plus          | Flagship                            | 
Vgv                       | U70Pro Plus          | Highline                            | 
Vgv                       | U70Pro Plus          | Top Line                            | 
Volkswagen                | Golf                 | Life                                | 
Volkswagen                | Id.6 Crozz           | Pro                                 | 
Volkswagen                | Id7                  | Pro Plus                            | 
Volkswagen                | T Roc                | R-Line                              | 
Volkswagen                | Tayron               | R-Line                              | 
Volkswagen                | Tiguan               | R-Line                              | 
Volkswagen                | Touareg              | R-Line                              | 
Volvo                     | C40                  | Single Motor                        | 
Volvo                     | C40                  | Twin Motor                          | 
Volvo                     | Ex30                 | Single Plus Extended Range          | 
Volvo                     | Ex30                 | Single Ultra Extended Range         | 
Volvo                     | Ex30                 | Twin Plus Performance               | 
Volvo                     | Xc40                 | Black Edition                       | 
Volvo                     | Xc40                 | Essential                           | 
Volvo                     | Xc40                 | Ultra Dark                          | 
Volvo                     | Xc60                 | Black Edition                       | 
Volvo                     | Xc60                 | Essential                           | 
Volvo                     | Xc90                 | Ultimate                            | 
Voyah                     | Dream                | Signature                           | 
Voyah                     | Free                 | Signature                           | 
Voyah                     | Passion              | Phev 1260                           | 
Xpeng                     | G6                   | Long Range                          | 
Xpeng                     | G6                   | Standard Range                      | 
Xpeng                     | G9                   | Long Range                          | 
Xpeng                     | G9                   | Long Range + Nappa                  | 
Xpeng                     | G9                   | Performance                         | 
Xpeng                     | Mona M03             | R18                                 | 
Xpeng                     | Mona M03             | R19                                 | 
Xpeng                     | P7                   | Long Range                          | 
Xpeng                     | X9                   | Pro                                 | 
Xpeng                     | X9                   | Pro Plus                            | 
Zeekr                     | 001                  | Long Range                          | 
Zeekr                     | 001                  | Performance Awd                     | 
Zeekr                     | 001                  | Privilege Awd                       | 
Zeekr                     | 7X                   | Long Range                          | 
Zeekr                     | 7X                   | Performance                         | 
Zeekr                     | 7X                   | Standard                            | 
Zeekr                     | X                    | Long Range                          | 
Zeekr                     | X                    | Performance                         | 
Zotye                     | T300                 | Automatic                           | 
Zotye                     | T300                 | Manual                              | 
