Brand,Model,Price,Year,Trim,Transmission,Fuel Type,Body Type,Engine Capacity,Speeds,Horsepower,Fuel,Consumption,Width,Length,Height,Wheel Base,Seats,Number of Cylinders,Fuel Tank Capacity,Torque,Acceleration,Image Paths
Kia,Ev3,2000000,2026,GT line,automatic,Electric,SUV,N/A,N/A,201.0,N/A,N/A,"1,850","4,301","1,570",2680.0,5.0,N/A,N/A,283.0,7.0,images\Kia_Ev3_GT_line_70891\img_1.jpg; images\Kia_Ev3_GT_line_70891\img_2.jpg; images\Kia_Ev3_GT_line_70891\img_3.jpg; images\Kia_Ev3_GT_line_70891\img_4.jpg; images\Kia_Ev3_GT_line_70891\img_5.jpg; images\Kia_Ev3_GT_line_70891\img_6.jpg; images\Kia_Ev3_GT_line_70891\img_7.jpg; images\Kia_Ev3_GT_line_70891\img_8.jpg
Kia,Sorento,3499900,2025,Topline,automatic,Hybrid,SUV,1600.0,6.0,230.0,95.0,N/A,"1,900","4,815","1,695",2815.0,7.0,N/A,67.0,350.0,N/A,images\Kia_Sorento_Topline_74275\img_1.jpg; images\Kia_Sorento_Topline_74275\img_2.jpg; images\Kia_Sorento_Topline_74275\img_3.jpg; images\Kia_Sorento_Topline_74275\img_4.png; images\Kia_Sorento_Topline_74275\img_5.jpg; images\Kia_Sorento_Topline_74275\img_6.jpg; images\Kia_Sorento_Topline_74275\img_7.jpg; images\Kia_Sorento_Topline_74275\img_8.jpg; images\Kia_Sorento_Topline_74275\img_9.jpg
Kia,Sportage,1799900,2025,LX,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,"1,865","4,515","1,650",2680.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_LX_78155\img_1.jpg; images\Kia_Sportage_LX_78155\img_2.jpg; images\Kia_Sportage_LX_78155\img_3.jpg; images\Kia_Sportage_LX_78155\img_4.jpg; images\Kia_Sportage_LX_78155\img_5.jpg; images\Kia_Sportage_LX_78155\img_6.jpg; images\Kia_Sportage_LX_78155\img_7.jpg; images\Kia_Sportage_LX_78155\img_8.jpg
Kia,Sportage,1919900,2025,EX,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,"1,865","4,515","1,650",2680.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_EX_65371\img_1.jpg; images\Kia_Sportage_EX_65371\img_2.jpg; images\Kia_Sportage_EX_65371\img_3.jpg; images\Kia_Sportage_EX_65371\img_4.jpg; images\Kia_Sportage_EX_65371\img_5.jpg; images\Kia_Sportage_EX_65371\img_6.jpg; images\Kia_Sportage_EX_65371\img_7.jpg; images\Kia_Sportage_EX_65371\img_8.jpg
Kia,Sportage,2024900,2025,Highline,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,"1,865","4,515","1,650",2680.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_Highline_69456\img_1.jpg; images\Kia_Sportage_Highline_69456\img_2.jpg; images\Kia_Sportage_Highline_69456\img_3.jpg; images\Kia_Sportage_Highline_69456\img_4.jpg; images\Kia_Sportage_Highline_69456\img_5.jpg; images\Kia_Sportage_Highline_69456\img_6.jpg; images\Kia_Sportage_Highline_69456\img_7.jpg; images\Kia_Sportage_Highline_69456\img_8.jpg
Kia,Sportage,2149900,2025,Top Line,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,"1,865","4,515","1,650",2680.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_Top_Line_72749\img_1.jpg; images\Kia_Sportage_Top_Line_72749\img_2.jpg; images\Kia_Sportage_Top_Line_72749\img_3.jpg; images\Kia_Sportage_Top_Line_72749\img_4.jpg; images\Kia_Sportage_Top_Line_72749\img_5.jpg; images\Kia_Sportage_Top_Line_72749\img_6.jpg; images\Kia_Sportage_Top_Line_72749\img_7.jpg; images\Kia_Sportage_Top_Line_72749\img_8.jpg
Kia,Sportage,2274900,2025,GT-Line,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,"1,865","4,515","1,650",2680.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_GT-Line_77271\img_1.jpg; images\Kia_Sportage_GT-Line_77271\img_2.jpg; images\Kia_Sportage_GT-Line_77271\img_3.jpg; images\Kia_Sportage_GT-Line_77271\img_4.jpg; images\Kia_Sportage_GT-Line_77271\img_5.jpg; images\Kia_Sportage_GT-Line_77271\img_6.jpg; images\Kia_Sportage_GT-Line_77271\img_7.jpg; images\Kia_Sportage_GT-Line_77271\img_8.jpg
Kia,Sportage,1699900,2026,LX,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,0,N/A,N/A,591.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_LX_80916\img_1.png; images\Kia_Sportage_LX_80916\img_2.png; images\Kia_Sportage_LX_80916\img_3.png; images\Kia_Sportage_LX_80916\img_4.png; images\Kia_Sportage_LX_80916\img_5.png; images\Kia_Sportage_LX_80916\img_6.png; images\Kia_Sportage_LX_80916\img_7.png; images\Kia_Sportage_LX_80916\img_8.png; images\Kia_Sportage_LX_80916\img_9.png
Kia,Sportage,1799900,2026,EX,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,0,N/A,N/A,591.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_EX_66525\img_1.png; images\Kia_Sportage_EX_66525\img_2.png; images\Kia_Sportage_EX_66525\img_3.png; images\Kia_Sportage_EX_66525\img_4.png; images\Kia_Sportage_EX_66525\img_5.png; images\Kia_Sportage_EX_66525\img_6.png; images\Kia_Sportage_EX_66525\img_7.png; images\Kia_Sportage_EX_66525\img_8.png; images\Kia_Sportage_EX_66525\img_9.png
Kia,Sportage,1949900,2026,Highline,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,0,N/A,N/A,591.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_Highline_71048\img_1.png; images\Kia_Sportage_Highline_71048\img_2.png; images\Kia_Sportage_Highline_71048\img_3.png; images\Kia_Sportage_Highline_71048\img_4.png; images\Kia_Sportage_Highline_71048\img_5.png; images\Kia_Sportage_Highline_71048\img_6.png; images\Kia_Sportage_Highline_71048\img_7.png; images\Kia_Sportage_Highline_71048\img_8.png; images\Kia_Sportage_Highline_71048\img_9.png
Kia,Sportage,2149900,2026,Premium,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,0,N/A,N/A,591.0,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_Premium_74851\img_1.png; images\Kia_Sportage_Premium_74851\img_2.png; images\Kia_Sportage_Premium_74851\img_3.png; images\Kia_Sportage_Premium_74851\img_4.png; images\Kia_Sportage_Premium_74851\img_5.png; images\Kia_Sportage_Premium_74851\img_6.png; images\Kia_Sportage_Premium_74851\img_7.png; images\Kia_Sportage_Premium_74851\img_8.png; images\Kia_Sportage_Premium_74851\img_9.png
Kia,Sportage,2249900,2026,GT-line,DSG,gas,SUV,1600.0,7.0,180.0,95.0,N/A,0,N/A,N/A,N/A,5.0,4.0,54.0,265.0,N/A,images\Kia_Sportage_GT-line_78848\img_1.png; images\Kia_Sportage_GT-line_78848\img_2.png; images\Kia_Sportage_GT-line_78848\img_3.png; images\Kia_Sportage_GT-line_78848\img_4.png; images\Kia_Sportage_GT-line_78848\img_5.png; images\Kia_Sportage_GT-line_78848\img_6.png; images\Kia_Sportage_GT-line_78848\img_7.png; images\Kia_Sportage_GT-line_78848\img_8.png; images\Kia_Sportage_GT-line_78848\img_9.png
Li Auto,Li Auto L6,2500000,2026,Pro,automatic,Plug-in Hybrid,SUV,1500.0,N/A,300.0,95.0,N/A,"1,960","4,925","1,735",2920.0,5.0,4.0,60.0,529.0,5.4,images\Li_Auto_Li_Auto_L6_Pro_7674\img_1.jpg; images\Li_Auto_Li_Auto_L6_Pro_7674\img_2.jpg; images\Li_Auto_Li_Auto_L6_Pro_7674\img_3.jpg; images\Li_Auto_Li_Auto_L6_Pro_7674\img_4.jpg; images\Li_Auto_Li_Auto_L6_Pro_7674\img_5.jpg; images\Li_Auto_Li_Auto_L6_Pro_7674\img_6.jpg; images\Li_Auto_Li_Auto_L6_Pro_7674\img_7.jpg; images\Li_Auto_Li_Auto_L6_Pro_7674\img_8.jpg; images\Li_Auto_Li_Auto_L6_Pro_7674\img_9.jpg
Lynkco,06,1350000,2025,Hyper Pro,DSG,gas,SUV,1500.0,7.0,180.0,95.0,6.4,"1,820","4,340",165,2640.0,5.0,3.0,51.0,290.0,N/A,images\Lynkco_06_Hyper_Pro_6106\img_1.jpg; images\Lynkco_06_Hyper_Pro_6106\img_2.png; images\Lynkco_06_Hyper_Pro_6106\img_3.jpg; images\Lynkco_06_Hyper_Pro_6106\img_4.jpg; images\Lynkco_06_Hyper_Pro_6106\img_5.jpg; images\Lynkco_06_Hyper_Pro_6106\img_6.jpg; images\Lynkco_06_Hyper_Pro_6106\img_7.jpg; images\Lynkco_06_Hyper_Pro_6106\img_8.png
Lynkco,06,1450000,2025,Hyper Halo,DSG,gas,SUV,1500.0,7.0,180.0,95.0,6.4,"1,820","4,340",165,2640.0,5.0,3.0,51.0,290.0,N/A,images\Lynkco_06_Hyper_Halo_9853\img_1.jpg; images\Lynkco_06_Hyper_Halo_9853\img_2.jpg; images\Lynkco_06_Hyper_Halo_9853\img_3.jpg; images\Lynkco_06_Hyper_Halo_9853\img_4.jpg; images\Lynkco_06_Hyper_Halo_9853\img_5.png; images\Lynkco_06_Hyper_Halo_9853\img_6.jpg; images\Lynkco_06_Hyper_Halo_9853\img_7.jpg; images\Lynkco_06_Hyper_Halo_9853\img_8.png
Lynkco,Lynko 02,1490000,2026,Halo,automatic,Electric,SUV,N/A,N/A,272.0,N/A,N/A,"1,845","4,460","1,573",2750.0,5.0,N/A,N/A,323.0,5.5,images\Lynkco_Lynko_02_Halo_13174\img_1.png; images\Lynkco_Lynko_02_Halo_13174\img_2.jpg; images\Lynkco_Lynko_02_Halo_13174\img_3.jpg; images\Lynkco_Lynko_02_Halo_13174\img_4.jpg; images\Lynkco_Lynko_02_Halo_13174\img_5.jpg; images\Lynkco_Lynko_02_Halo_13174\img_6.jpg; images\Lynkco_Lynko_02_Halo_13174\img_7.jpg; images\Lynkco_Lynko_02_Halo_13174\img_8.jpg; images\Lynkco_Lynko_02_Halo_13174\img_9.jpg; images\Lynkco_Lynko_02_Halo_13174\img_10.jpg
Maserati,Grecale,6400000,2025,Modena,automatic,gas,SUV,2000.0,8.0,330.0,95.0,N/A,"1,948","4,846","1,670",2901.0,5.0,4.0,N/A,N/A,5.4,images\Maserati_Grecale_Modena_17033\img_1.jpg; images\Maserati_Grecale_Modena_17033\img_2.jpg; images\Maserati_Grecale_Modena_17033\img_3.jpg; images\Maserati_Grecale_Modena_17033\img_4.jpg; images\Maserati_Grecale_Modena_17033\img_5.jpg; images\Maserati_Grecale_Modena_17033\img_6.jpg
Li Auto,Li Auto L7,3500000,2026,Ultra,automatic,Hybrid,SUV,1500.0,N/A,330.0,95.0,N/A,"1,995","5,050","1,750",3005.0,5.0,4.0,65.0,660.0,5.3,images\Li_Auto_Li_Auto_L7_Ultra_5184\img_1.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_2.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_3.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_4.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_5.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_6.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_7.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_8.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_9.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_10.jpg; images\Li_Auto_Li_Auto_L7_Ultra_5184\img_11.jpg
Li Auto,Li Auto L9,4250000,2026,Ultra,automatic,Plug-in Hybrid,SUV,1500.0,N/A,330.0,95.0,N/A,"1,998","5,218","1,800",3105.0,7.0,4.0,65.0,620.0,5.18,images\Li_Auto_Li_Auto_L9_Ultra_9298\img_1.jpg; images\Li_Auto_Li_Auto_L9_Ultra_9298\img_2.jpg; images\Li_Auto_Li_Auto_L9_Ultra_9298\img_3.jpg; images\Li_Auto_Li_Auto_L9_Ultra_9298\img_4.jpg; images\Li_Auto_Li_Auto_L9_Ultra_9298\img_5.jpg; images\Li_Auto_Li_Auto_L9_Ultra_9298\img_6.jpg; images\Li_Auto_Li_Auto_L9_Ultra_9298\img_7.jpg; images\Li_Auto_Li_Auto_L9_Ultra_9298\img_8.jpg; images\Li_Auto_Li_Auto_L9_Ultra_9298\img_9.jpg
Lynkco,06,1250000,2025,Core Plus,DSG,gas,SUV,1500.0,7.0,180.0,95.0,6.4,"1,820","4,340",165,2640.0,5.0,3.0,51.0,290.0,N/A,images\Lynkco_06_Core_Plus_19495\img_1.jpg; images\Lynkco_06_Core_Plus_19495\img_2.png; images\Lynkco_06_Core_Plus_19495\img_3.jpg; images\Lynkco_06_Core_Plus_19495\img_4.jpg; images\Lynkco_06_Core_Plus_19495\img_5.png; images\Lynkco_06_Core_Plus_19495\img_6.jpg; images\Lynkco_06_Core_Plus_19495\img_7.jpg; images\Lynkco_06_Core_Plus_19495\img_8.jpg
Maserati,Granturismo,14000000,2024,Automtic,DSG,gas,Coupe,3000.0,9.0,490.0,95.0,N/A,0,N/A,N/A,N/A,4.0,6.0,N/A,443.0,N/A,images\Maserati_Granturismo_Automtic_14208\img_1.jpg; images\Maserati_Granturismo_Automtic_14208\img_2.jpg; images\Maserati_Granturismo_Automtic_14208\img_3.jpg; images\Maserati_Granturismo_Automtic_14208\img_4.jpg; images\Maserati_Granturismo_Automtic_14208\img_5.jpg; images\Maserati_Granturismo_Automtic_14208\img_6.png; images\Maserati_Granturismo_Automtic_14208\img_7.jpg; images\Maserati_Granturismo_Automtic_14208\img_8.jpg
Maserati,Granturismo,16500000,2024,Automtic,DSG,gas,Coupe,3000.0,9.0,550.0,95.0,N/A,0,N/A,N/A,N/A,4.0,6.0,N/A,600.0,3.5,images\Maserati_Granturismo_Automtic_17423\img_1.png; images\Maserati_Granturismo_Automtic_17423\img_2.jpg; images\Maserati_Granturismo_Automtic_17423\img_3.jpg; images\Maserati_Granturismo_Automtic_17423\img_4.jpg; images\Maserati_Granturismo_Automtic_17423\img_5.jpg; images\Maserati_Granturismo_Automtic_17423\img_6.jpg; images\Maserati_Granturismo_Automtic_17423\img_7.jpg; images\Maserati_Granturismo_Automtic_17423\img_8.jpg
Mazda,Cx 3,1199000,2026,Highline,automatic,gas,SUV,1500.0,6.0,110.0,92.0,N/A,"1,780","4,275","1,536",2570.0,5.0,4.0,48.0,144.0,N/A,images\Mazda_Cx_3_Highline_24708\img_1.jpg; images\Mazda_Cx_3_Highline_24708\img_2.jpg; images\Mazda_Cx_3_Highline_24708\img_3.jpg; images\Mazda_Cx_3_Highline_24708\img_4.png; images\Mazda_Cx_3_Highline_24708\img_5.jpg; images\Mazda_Cx_3_Highline_24708\img_6.jpg; images\Mazda_Cx_3_Highline_24708\img_7.jpg; images\Mazda_Cx_3_Highline_24708\img_8.jpg
Mazda,Mazda 3,1490000,2026,Sedan,automatic,gas,Sedan,1500.0,6.0,110.0,92.0,6.7,"1,795","4,660","1,440",2725.0,5.0,4.0,51.0,146.0,12.1,images\Mazda_Mazda_3_Sedan_11253\img_1.jpg; images\Mazda_Mazda_3_Sedan_11253\img_2.jpg; images\Mazda_Mazda_3_Sedan_11253\img_3.jpg; images\Mazda_Mazda_3_Sedan_11253\img_4.jpg; images\Mazda_Mazda_3_Sedan_11253\img_5.jpg; images\Mazda_Mazda_3_Sedan_11253\img_6.jpg; images\Mazda_Mazda_3_Sedan_11253\img_7.jpg; images\Mazda_Mazda_3_Sedan_11253\img_8.jpg; images\Mazda_Mazda_3_Sedan_11253\img_9.png
Mazda,Mazda 3,1500000,2026,HB,automatic,gas,Sedan,1500.0,6.0,110.0,92.0,6.7,"1,795","4,660","1,435",2725.0,5.0,4.0,51.0,146.0,12.1,images\Mazda_Mazda_3_HB_15572\img_1.jpg; images\Mazda_Mazda_3_HB_15572\img_2.jpg; images\Mazda_Mazda_3_HB_15572\img_3.jpg; images\Mazda_Mazda_3_HB_15572\img_4.png; images\Mazda_Mazda_3_HB_15572\img_5.png; images\Mazda_Mazda_3_HB_15572\img_6.png
Mercedes,Amg Gt,17200000,2026,63 4MATIC,automatic,gas,Coupe,4000.0,8.0,858.0,N/A,N/A,0,N/A,N/A,N/A,2.0,8.0,N/A,800.0,3.2,images\Mercedes_Amg_Gt_63_4MATIC_19075\img_1.jpg; images\Mercedes_Amg_Gt_63_4MATIC_19075\img_2.png; images\Mercedes_Amg_Gt_63_4MATIC_19075\img_3.jpg; images\Mercedes_Amg_Gt_63_4MATIC_19075\img_4.jpg; images\Mercedes_Amg_Gt_63_4MATIC_19075\img_5.jpg; images\Mercedes_Amg_Gt_63_4MATIC_19075\img_6.jpg; images\Mercedes_Amg_Gt_63_4MATIC_19075\img_7.jpg; images\Mercedes_Amg_Gt_63_4MATIC_19075\img_8.jpg
Mercedes,Eqa,3300000,2026,Sport,automatic,Electric,SUV,N/A,N/A,292.0,N/A,N/A,"1,834","4,463","1,624",2729.0,4.0,N/A,N/A,520.0,N/A,images\Mercedes_Eqa_Sport_22045\img_1.jpg; images\Mercedes_Eqa_Sport_22045\img_2.jpg; images\Mercedes_Eqa_Sport_22045\img_3.jpg; images\Mercedes_Eqa_Sport_22045\img_4.jpg; images\Mercedes_Eqa_Sport_22045\img_5.jpg; images\Mercedes_Eqa_Sport_22045\img_6.png; images\Mercedes_Eqa_Sport_22045\img_7.jpg; images\Mercedes_Eqa_Sport_22045\img_8.jpg
Mercedes,Eqb,3420000,2026,Sport,automatic,Electric,SUV,N/A,N/A,292.0,N/A,N/A,"1,834","4,690","1,701",2829.0,5.0,N/A,N/A,520.0,N/A,images\Mercedes_Eqb_Sport_26734\img_1.jpg; images\Mercedes_Eqb_Sport_26734\img_2.jpg; images\Mercedes_Eqb_Sport_26734\img_3.jpg; images\Mercedes_Eqb_Sport_26734\img_4.jpg; images\Mercedes_Eqb_Sport_26734\img_5.jpg; images\Mercedes_Eqb_Sport_26734\img_6.jpg; images\Mercedes_Eqb_Sport_26734\img_7.jpg
Mercedes,Eqe,4500000,2024,Sport,automatic,Electric,Sedan,N/A,N/A,292.0,N/A,N/A,"1,632","4,946","1,510",3120.0,4.0,N/A,N/A,565.0,6.4,images\Mercedes_Eqe_Sport_15919\img_1.jpg; images\Mercedes_Eqe_Sport_15919\img_2.jpg; images\Mercedes_Eqe_Sport_15919\img_3.jpg; images\Mercedes_Eqe_Sport_15919\img_4.jpg; images\Mercedes_Eqe_Sport_15919\img_5.jpg; images\Mercedes_Eqe_Sport_15919\img_6.jpg; images\Mercedes_Eqe_Sport_15919\img_7.jpg; images\Mercedes_Eqe_Sport_15919\img_8.jpg; images\Mercedes_Eqe_Sport_15919\img_9.jpg; images\Mercedes_Eqe_Sport_15919\img_10.jpg
Mercedes,Eqe,5400000,2024,AMG,automatic,Electric,Sedan,N/A,N/A,476.0,N/A,N/A,"1,632","4,946","1,510",3120.0,4.0,N/A,N/A,858.0,4.2,images\Mercedes_Eqe_AMG_20686\img_1.jpg; images\Mercedes_Eqe_AMG_20686\img_2.jpg; images\Mercedes_Eqe_AMG_20686\img_3.jpg; images\Mercedes_Eqe_AMG_20686\img_4.jpg; images\Mercedes_Eqe_AMG_20686\img_5.jpg; images\Mercedes_Eqe_AMG_20686\img_6.jpg; images\Mercedes_Eqe_AMG_20686\img_7.jpg; images\Mercedes_Eqe_AMG_20686\img_8.jpg; images\Mercedes_Eqe_AMG_20686\img_9.jpg; images\Mercedes_Eqe_AMG_20686\img_10.jpg
Mercedes,Eqs 680,11800000,2026,4M SUV,automatic,Electric,SUV,N/A,N/A,658.0,N/A,N/A,"2,157","5,125","1,721",3210.0,4.0,N/A,N/A,N/A,4.4,images\Mercedes_Eqs+680_4M_SUV_24756\img_1.png; images\Mercedes_Eqs+680_4M_SUV_24756\img_2.png; images\Mercedes_Eqs+680_4M_SUV_24756\img_3.jpg; images\Mercedes_Eqs+680_4M_SUV_24756\img_4.png; images\Mercedes_Eqs+680_4M_SUV_24756\img_5.png; images\Mercedes_Eqs+680_4M_SUV_24756\img_6.png; images\Mercedes_Eqs+680_4M_SUV_24756\img_7.png; images\Mercedes_Eqs+680_4M_SUV_24756\img_8.png; images\Mercedes_Eqs+680_4M_SUV_24756\img_9.png
Mercedes,Eqs 680,13200000,2026,Night Series,automatic,Electric,SUV,N/A,N/A,658.0,N/A,N/A,"2,157","5,125","1,721",3210.0,4.0,N/A,N/A,N/A,4.4,images\Mercedes_Eqs+680_Night_Series_28651\img_1.png; images\Mercedes_Eqs+680_Night_Series_28651\img_2.png; images\Mercedes_Eqs+680_Night_Series_28651\img_3.png; images\Mercedes_Eqs+680_Night_Series_28651\img_4.png; images\Mercedes_Eqs+680_Night_Series_28651\img_5.png; images\Mercedes_Eqs+680_Night_Series_28651\img_6.png; images\Mercedes_Eqs+680_Night_Series_28651\img_7.png; images\Mercedes_Eqs+680_Night_Series_28651\img_8.png; images\Mercedes_Eqs+680_Night_Series_28651\img_9.png
Mercedes,Eqs,6300000,2024,Sport,automatic,Electric,Sedan,N/A,N/A,360.0,N/A,N/A,"2,125","5,216","1,512",3210.0,4.0,N/A,N/A,568.0,6.1,images\Mercedes_Eqs_Sport_32932\img_1.jpg; images\Mercedes_Eqs_Sport_32932\img_2.jpg; images\Mercedes_Eqs_Sport_32932\img_3.jpg; images\Mercedes_Eqs_Sport_32932\img_4.jpg; images\Mercedes_Eqs_Sport_32932\img_5.jpg; images\Mercedes_Eqs_Sport_32932\img_6.png; images\Mercedes_Eqs_Sport_32932\img_7.jpg
Mercedes,Eqs,7300000,2024,AMG,automatic,Electric,Sedan,N/A,N/A,658.0,N/A,N/A,"2,125","5,216","1,512",3210.0,4.0,N/A,N/A,950.0,3.8,images\Mercedes_Eqs_AMG_24030\img_1.jpg; images\Mercedes_Eqs_AMG_24030\img_2.jpg; images\Mercedes_Eqs_AMG_24030\img_3.jpg; images\Mercedes_Eqs_AMG_24030\img_4.jpg; images\Mercedes_Eqs_AMG_24030\img_5.jpg; images\Mercedes_Eqs_AMG_24030\img_6.png; images\Mercedes_Eqs_AMG_24030\img_7.jpg
Mercedes,Eqs,8850000,2026,500 4M SUV,automatic,Electric,SUV,N/A,N/A,449.0,N/A,N/A,"2,157","5,125","1,718",3210.0,5.0,N/A,N/A,828.0,5.2,images\Mercedes_Eqs_500_4M_SUV_28037\img_1.jpg; images\Mercedes_Eqs_500_4M_SUV_28037\img_2.jpg; images\Mercedes_Eqs_500_4M_SUV_28037\img_3.jpg; images\Mercedes_Eqs_500_4M_SUV_28037\img_4.jpg; images\Mercedes_Eqs_500_4M_SUV_28037\img_5.png; images\Mercedes_Eqs_500_4M_SUV_28037\img_6.jpg; images\Mercedes_Eqs_500_4M_SUV_28037\img_7.jpg; images\Mercedes_Eqs_500_4M_SUV_28037\img_8.jpg
Mercedes,Glc 200,4930000,2026,Sport,automatic,gas,SUV,2000.0,9.0,204.0,95.0,8.0,0,"4,769",N/A,2888.0,5.0,4.0,62.0,320.0,7.8,images\Mercedes_Glc_200_Sport_33045\img_1.jpg; images\Mercedes_Glc_200_Sport_33045\img_2.jpg; images\Mercedes_Glc_200_Sport_33045\img_3.jpg; images\Mercedes_Glc_200_Sport_33045\img_4.jpg; images\Mercedes_Glc_200_Sport_33045\img_5.jpg; images\Mercedes_Glc_200_Sport_33045\img_6.jpg; images\Mercedes_Glc_200_Sport_33045\img_7.jpg; images\Mercedes_Glc_200_Sport_33045\img_8.jpg; images\Mercedes_Glc_200_Sport_33045\img_9.png
Mercedes,Glc 200,5250000,2026,Coupe Sport,automatic,gas,SUV,2000.0,9.0,204.0,95.0,N/A,"1,920","4,769","1,606",2888.0,5.0,4.0,62.0,320.0,7.8,images\Mercedes_Glc_200_Coupe_Sport_37399\img_1.jpg; images\Mercedes_Glc_200_Coupe_Sport_37399\img_2.png; images\Mercedes_Glc_200_Coupe_Sport_37399\img_3.jpg; images\Mercedes_Glc_200_Coupe_Sport_37399\img_4.jpg; images\Mercedes_Glc_200_Coupe_Sport_37399\img_5.jpg; images\Mercedes_Glc_200_Coupe_Sport_37399\img_6.jpg; images\Mercedes_Glc_200_Coupe_Sport_37399\img_7.jpg; images\Mercedes_Glc_200_Coupe_Sport_37399\img_8.jpg
Mercedes,Gls,9930000,2026,580 4MATIC,DSG,gas,SUV,4000.0,9.0,517.0,95.0,22.0,"1,732","5,215","1,823",3135.0,7.0,8.0,N/A,N/A,4.9,images\Mercedes_Gls_580_4MATIC_26590\img_1.jpg; images\Mercedes_Gls_580_4MATIC_26590\img_2.png; images\Mercedes_Gls_580_4MATIC_26590\img_3.jpg; images\Mercedes_Gls_580_4MATIC_26590\img_4.jpg; images\Mercedes_Gls_580_4MATIC_26590\img_5.jpg; images\Mercedes_Gls_580_4MATIC_26590\img_6.jpg; images\Mercedes_Gls_580_4MATIC_26590\img_7.jpg
Mercedes,Maybach,22800000,2026,S 680 4M Saloon,automatic,gas,Sedan,4000.0,9.0,503.0,95.0,11.0,"2,109","5,469","1,510",3396.0,5.0,8.0,76.0,N/A,4.8,images\Mercedes_Maybach_S_680_4M_Saloon_30021\img_1.jpg; images\Mercedes_Maybach_S_680_4M_Saloon_30021\img_2.jpg; images\Mercedes_Maybach_S_680_4M_Saloon_30021\img_3.jpg; images\Mercedes_Maybach_S_680_4M_Saloon_30021\img_4.png; images\Mercedes_Maybach_S_680_4M_Saloon_30021\img_5.jpg; images\Mercedes_Maybach_S_680_4M_Saloon_30021\img_6.jpg; images\Mercedes_Maybach_S_680_4M_Saloon_30021\img_7.jpg
Mercedes,A 200,2390000,2026,PROGRESSIVE,automatic,gas,Sedan,1300.0,7.0,163.0,95.0,5.4,"1,796","4,549","1,446",2729.0,5.0,4.0,43.0,250.0,8.1,images\Mercedes_A_200_PROGRESSIVE_33171\img_1.png; images\Mercedes_A_200_PROGRESSIVE_33171\img_2.png; images\Mercedes_A_200_PROGRESSIVE_33171\img_3.png; images\Mercedes_A_200_PROGRESSIVE_33171\img_4.png; images\Mercedes_A_200_PROGRESSIVE_33171\img_5.png
Mercedes,B 200,2350000,2026,SPORTS TOURER,automatic,gas,Hatchback,1300.0,7.0,163.0,95.0,5.7,"1,796","4,419","1,562",2729.0,5.0,4.0,43.0,250.0,8.2,images\Mercedes_B_200_SPORTS_TOURER_35871\img_1.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_2.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_3.png; images\Mercedes_B_200_SPORTS_TOURER_35871\img_4.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_5.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_6.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_7.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_8.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_9.jpg; images\Mercedes_B_200_SPORTS_TOURER_35871\img_10.jpg
