Brand,Model,Price,Year,Trim,Transmission,Fuel Type,Body Type,Engine Capacity,Speeds,Horsepower,Fuel,Consumption,Width,Length,Height,Wheel Base,Seats,Number of Cylinders,Fuel Tank Capacity,Torque,Acceleration,Image Paths
Chery,Tiggo 8 Pro,1375000,2025,Luxury,DSG,gas,SUV,1600.0,7.0,197.0,95.0,N/A,"1,860","4,722","1,745",2710.0,7.0,4.0,51.0,290.0,N/A,images\Chery_Tiggo_8_Pro_Luxury_9118\img_1.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_2.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_3.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_4.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_5.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_6.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_7.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_8.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_9.jpg; images\Chery_Tiggo_8_Pro_Luxury_9118\img_10.jpg
Chery,Tiggo 8 Pro,1475000,2025,Flagship,DSG,gas,SUV,1600.0,7.0,197.0,95.0,N/A,"1,860","4,722","1,745",2710.0,7.0,4.0,51.0,290.0,N/A,images\Chery_Tiggo_8_Pro_Flagship_14767\img_1.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_2.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_3.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_4.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_5.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_6.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_7.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_8.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_9.jpg; images\Chery_Tiggo_8_Pro_Flagship_14767\img_10.jpg
Chery,Tiggo 8 Pro,1375000,2026,Luxury,DSG,gas,SUV,1600.0,7.0,197.0,95.0,N/A,"1,860","4,722","1,745",2710.0,7.0,4.0,51.0,290.0,N/A,images\Chery_Tiggo_8_Pro_Luxury_18656\img_1.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_2.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_3.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_4.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_5.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_6.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_7.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_8.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_9.jpg; images\Chery_Tiggo_8_Pro_Luxury_18656\img_10.jpg
Chery,Tiggo 8 Pro,1475000,2026,Flagship,DSG,gas,SUV,1600.0,7.0,197.0,95.0,N/A,"1,860","4,722","1,745",2710.0,7.0,4.0,51.0,290.0,N/A,images\Chery_Tiggo_8_Pro_Flagship_22334\img_1.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_2.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_3.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_4.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_5.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_6.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_7.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_8.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_9.jpg; images\Chery_Tiggo_8_Pro_Flagship_22334\img_10.jpg
Chery,Tiggo 8,1095000,2026,Comfort 7 Seats,DSG,gas,SUV,1500.0,6.0,145.0,92.0,N/A,"1,860","4,700","1,746",2710.0,7.0,4.0,51.0,210.0,N/A,images\Chery_Tiggo_8_Comfort_7_Seats_19884\img_1.png; images\Chery_Tiggo_8_Comfort_7_Seats_19884\img_2.jpg; images\Chery_Tiggo_8_Comfort_7_Seats_19884\img_3.png; images\Chery_Tiggo_8_Comfort_7_Seats_19884\img_4.png; images\Chery_Tiggo_8_Comfort_7_Seats_19884\img_5.jpg; images\Chery_Tiggo_8_Comfort_7_Seats_19884\img_6.jpg; images\Chery_Tiggo_8_Comfort_7_Seats_19884\img_7.jpg
Chery,Tiggo 8,1195000,2026,Luxury 7 Seats,DSG,gas,SUV,1500.0,6.0,145.0,92.0,N/A,"1,860","4,700","1,746",2710.0,7.0,4.0,51.0,210.0,N/A,images\Chery_Tiggo_8_Luxury_7_Seats_24601\img_1.jpg; images\Chery_Tiggo_8_Luxury_7_Seats_24601\img_2.jpg; images\Chery_Tiggo_8_Luxury_7_Seats_24601\img_3.png; images\Chery_Tiggo_8_Luxury_7_Seats_24601\img_4.jpg; images\Chery_Tiggo_8_Luxury_7_Seats_24601\img_5.png; images\Chery_Tiggo_8_Luxury_7_Seats_24601\img_6.jpg; images\Chery_Tiggo_8_Luxury_7_Seats_24601\img_7.png; images\Chery_Tiggo_8_Luxury_7_Seats_24601\img_8.jpg
Chery,Tiggo 9,1999000,2026,Luxury,DSG,Plug-in Hybrid,SUV,1500.0,8.0,210.0,95.0,N/A,"1,925","4,810","1,741",2800.0,7.0,4.0,70.0,440.0,N/A,images\Chery_Tiggo_9_Luxury_28312\img_1.png; images\Chery_Tiggo_9_Luxury_28312\img_2.png; images\Chery_Tiggo_9_Luxury_28312\img_3.png; images\Chery_Tiggo_9_Luxury_28312\img_4.png; images\Chery_Tiggo_9_Luxury_28312\img_5.png; images\Chery_Tiggo_9_Luxury_28312\img_6.png; images\Chery_Tiggo_9_Luxury_28312\img_7.png; images\Chery_Tiggo_9_Luxury_28312\img_8.png
Chery,Tiggo3,830000,2024,Tinted Glass,CVT,gas,SUV,1600.0,N/A,125.0,92.0,6.1,"1,765","4,419","1,651",2510.0,5.0,4.0,55.0,160.0,N/A,images\Chery_Tiggo3_Tinted_Glass_32014\img_1.jpg; images\Chery_Tiggo3_Tinted_Glass_32014\img_2.jpg; images\Chery_Tiggo3_Tinted_Glass_32014\img_3.png; images\Chery_Tiggo3_Tinted_Glass_32014\img_4.jpg; images\Chery_Tiggo3_Tinted_Glass_32014\img_5.jpg; images\Chery_Tiggo3_Tinted_Glass_32014\img_6.jpg
Chevrolet,Spark Ev,899000,2026,ACTIV,automatic,Electric,Hatchback,N/A,N/A,101.0,N/A,N/A,N/A,N/A,N/A,N/A,4.0,N/A,N/A,180.0,N/A,images\Chevrolet_Spark_Ev_ACTIV_36131\img_1.jpg; images\Chevrolet_Spark_Ev_ACTIV_36131\img_2.jpg; images\Chevrolet_Spark_Ev_ACTIV_36131\img_3.jpg; images\Chevrolet_Spark_Ev_ACTIV_36131\img_4.jpg; images\Chevrolet_Spark_Ev_ACTIV_36131\img_5.jpg; images\Chevrolet_Spark_Ev_ACTIV_36131\img_6.jpg; images\Chevrolet_Spark_Ev_ACTIV_36131\img_7.jpg; images\Chevrolet_Spark_Ev_ACTIV_36131\img_8.jpg
Chevrolet,Captiva Ev,1299000,2026,Premier,automatic,Electric,SUV,N/A,N/A,201.0,N/A,N/A,"1,890","4,745","1,680",2800.0,5.0,N/A,N/A,310.0,N/A,images\Chevrolet_Captiva_Ev_Premier_26022\img_1.jpg; images\Chevrolet_Captiva_Ev_Premier_26022\img_2.jpg; images\Chevrolet_Captiva_Ev_Premier_26022\img_3.jpg; images\Chevrolet_Captiva_Ev_Premier_26022\img_4.jpg; images\Chevrolet_Captiva_Ev_Premier_26022\img_5.jpg; images\Chevrolet_Captiva_Ev_Premier_26022\img_6.jpg; images\Chevrolet_Captiva_Ev_Premier_26022\img_7.jpg; images\Chevrolet_Captiva_Ev_Premier_26022\img_8.jpg; images\Chevrolet_Captiva_Ev_Premier_26022\img_9.jpg
Chevrolet,Captiva,1150000,2025,LV3,CVT,gas,SUV,1500.0,N/A,148.0,92.0,7.5,"1,835","4,655","1,760",2750.0,5.0,4.0,52.0,230.0,N/A,images\Chevrolet_Captiva_LV3_30233\img_1.png; images\Chevrolet_Captiva_LV3_30233\img_2.jpg; images\Chevrolet_Captiva_LV3_30233\img_3.png; images\Chevrolet_Captiva_LV3_30233\img_4.png; images\Chevrolet_Captiva_LV3_30233\img_5.png; images\Chevrolet_Captiva_LV3_30233\img_6.png
Chevrolet,Captiva,1200000,2025,LV3 7seats,CVT,gas,SUV,1500.0,N/A,148.0,92.0,7.5,"1,835","4,655","1,835",2750.0,7.0,4.0,52.0,230.0,N/A,images\Chevrolet_Captiva_LV3_7seats_34507\img_1.png; images\Chevrolet_Captiva_LV3_7seats_34507\img_2.png; images\Chevrolet_Captiva_LV3_7seats_34507\img_3.png; images\Chevrolet_Captiva_LV3_7seats_34507\img_4.png; images\Chevrolet_Captiva_LV3_7seats_34507\img_5.jpg; images\Chevrolet_Captiva_LV3_7seats_34507\img_6.png
Chevrolet,Optra,745000,2025,Ls,CVT,gas,Sedan,1500.0,N/A,98.0,90.0,N/A,"1,695","4,490","1,490",2550.0,5.0,4.0,45.0,140.0,N/A,images\Chevrolet_Optra_Ls_37564\img_1.png; images\Chevrolet_Optra_Ls_37564\img_2.png; images\Chevrolet_Optra_Ls_37564\img_3.png; images\Chevrolet_Optra_Ls_37564\img_4.png; images\Chevrolet_Optra_Ls_37564\img_5.png; images\Chevrolet_Optra_Ls_37564\img_6.png; images\Chevrolet_Optra_Ls_37564\img_7.png; images\Chevrolet_Optra_Ls_37564\img_8.png
Chevrolet,Optra,770000,2025,Lt,CVT,gas,Sedan,1500.0,N/A,98.0,90.0,N/A,"1,695","4,490","1,490",2550.0,5.0,4.0,45.0,140.0,N/A,images\Chevrolet_Optra_Lt_40919\img_1.png; images\Chevrolet_Optra_Lt_40919\img_2.png; images\Chevrolet_Optra_Lt_40919\img_3.png; images\Chevrolet_Optra_Lt_40919\img_4.png; images\Chevrolet_Optra_Lt_40919\img_5.png; images\Chevrolet_Optra_Lt_40919\img_6.png; images\Chevrolet_Optra_Lt_40919\img_7.png; images\Chevrolet_Optra_Lt_40919\img_8.png
Chevrolet,Optra,699900,2026,Ls,CVT,gas,Sedan,1500.0,N/A,98.0,90.0,N/A,"1,695","4,490","1,490",2550.0,5.0,4.0,45.0,140.0,N/A,images\Chevrolet_Optra_Ls_27062\img_1.png; images\Chevrolet_Optra_Ls_27062\img_2.png; images\Chevrolet_Optra_Ls_27062\img_3.png; images\Chevrolet_Optra_Ls_27062\img_4.png; images\Chevrolet_Optra_Ls_27062\img_5.png; images\Chevrolet_Optra_Ls_27062\img_6.png; images\Chevrolet_Optra_Ls_27062\img_7.png
Chevrolet,Optra,724900,2026,Lt,CVT,gas,Sedan,1500.0,N/A,98.0,90.0,N/A,"1,695","4,490","1,490",2550.0,5.0,4.0,45.0,140.0,N/A,images\Chevrolet_Optra_Lt_31013\img_1.png; images\Chevrolet_Optra_Lt_31013\img_2.png; images\Chevrolet_Optra_Lt_31013\img_3.png; images\Chevrolet_Optra_Lt_31013\img_4.png; images\Chevrolet_Optra_Lt_31013\img_5.png; images\Chevrolet_Optra_Lt_31013\img_6.png; images\Chevrolet_Optra_Lt_31013\img_7.png; images\Chevrolet_Optra_Lt_31013\img_8.png
Citroen,C3 Aircross,1225000,2025,Feel,automatic,gas,SUV,1200.0,6.0,110.0,95.0,5.6,"1,756","4,154","1,597",2604.0,5.0,3.0,45.0,205.0,10.6,images\Citroen_C3_Aircross_Feel_34786\img_1.jpg; images\Citroen_C3_Aircross_Feel_34786\img_2.jpg; images\Citroen_C3_Aircross_Feel_34786\img_3.jpg; images\Citroen_C3_Aircross_Feel_34786\img_4.jpg; images\Citroen_C3_Aircross_Feel_34786\img_5.jpg; images\Citroen_C3_Aircross_Feel_34786\img_6.jpg; images\Citroen_C3_Aircross_Feel_34786\img_7.jpg
Citroen,C3 Aircross,1370000,2025,Shine,automatic,gas,SUV,1200.0,6.0,110.0,95.0,5.6,"1,756","4,154","1,597",2604.0,5.0,3.0,45.0,205.0,10.6,images\Citroen_C3_Aircross_Shine_38190\img_1.jpg; images\Citroen_C3_Aircross_Shine_38190\img_2.jpg; images\Citroen_C3_Aircross_Shine_38190\img_3.jpg; images\Citroen_C3_Aircross_Shine_38190\img_4.jpg; images\Citroen_C3_Aircross_Shine_38190\img_5.jpg; images\Citroen_C3_Aircross_Shine_38190\img_6.jpg; images\Citroen_C3_Aircross_Shine_38190\img_7.jpg
Citroen,C4X Shape Facelift,1289000,2025,Feel,automatic,gas,SUV,1200.0,8.0,130.0,95.0,6.5,"1,834","4,600","1,525",2670.0,5.0,3.0,44.0,230.0,9.3,images\Citroen_C4X_Shape_Facelift_Feel_41621\img_1.jpg; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_2.jpg; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_3.jpg; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_4.jpg; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_5.jpg; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_6.png; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_7.png; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_8.jpg; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_9.jpg; images\Citroen_C4X_Shape_Facelift_Feel_41621\img_10.jpg
Citroen,C4X Shape Facelift,1449000,2025,Shine,automatic,gas,SUV,1200.0,8.0,130.0,95.0,6.5,"1,834","4,600","1,525",2670.0,5.0,3.0,44.0,230.0,9.3,images\Citroen_C4X_Shape_Facelift_Shine_27042\img_1.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_2.png; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_3.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_4.png; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_5.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_6.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_7.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_8.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_9.jpg; images\Citroen_C4X_Shape_Facelift_Shine_27042\img_10.jpg
Citroen,C4X,1450000,2025,Feel,automatic,gas,SUV,1200.0,8.0,130.0,95.0,N/A,0,N/A,N/A,N/A,5.0,3.0,N/A,230.0,N/A,images\Citroen_C4X_Feel_31808\img_1.jpg; images\Citroen_C4X_Feel_31808\img_2.jpg; images\Citroen_C4X_Feel_31808\img_3.jpg; images\Citroen_C4X_Feel_31808\img_4.jpg; images\Citroen_C4X_Feel_31808\img_5.jpg; images\Citroen_C4X_Feel_31808\img_6.jpg; images\Citroen_C4X_Feel_31808\img_7.jpg; images\Citroen_C4X_Feel_31808\img_8.jpg; images\Citroen_C4X_Feel_31808\img_9.jpg
Citroen,C4X,1590000,2025,Shine,automatic,gas,SUV,1200.0,8.0,130.0,95.0,N/A,0,N/A,N/A,N/A,5.0,3.0,N/A,230.0,N/A,images\Citroen_C4X_Shine_36563\img_1.jpg; images\Citroen_C4X_Shine_36563\img_2.jpg; images\Citroen_C4X_Shine_36563\img_3.jpg; images\Citroen_C4X_Shine_36563\img_4.jpg; images\Citroen_C4X_Shine_36563\img_5.jpg; images\Citroen_C4X_Shine_36563\img_6.jpg; images\Citroen_C4X_Shine_36563\img_7.jpg; images\Citroen_C4X_Shine_36563\img_8.jpg; images\Citroen_C4X_Shine_36563\img_9.jpg
Citroen,C4X,1199000,2026,Feel,automatic,gas,SUV,1200.0,8.0,130.0,95.0,6.5,"1,834","4,600","1,525",2670.0,5.0,3.0,44.0,230.0,9.3,images\Citroen_C4X_Feel_39943\img_1.jpg; images\Citroen_C4X_Feel_39943\img_2.jpg; images\Citroen_C4X_Feel_39943\img_3.png; images\Citroen_C4X_Feel_39943\img_4.jpg; images\Citroen_C4X_Feel_39943\img_5.jpg; images\Citroen_C4X_Feel_39943\img_6.png; images\Citroen_C4X_Feel_39943\img_7.jpg; images\Citroen_C4X_Feel_39943\img_8.jpg; images\Citroen_C4X_Feel_39943\img_9.jpg; images\Citroen_C4X_Feel_39943\img_10.jpg
Citroen,C4X,1349000,2026,Shine,automatic,gas,SUV,1200.0,8.0,130.0,95.0,6.5,"1,834","4,600","1,525",2670.0,5.0,3.0,44.0,230.0,9.3,images\Citroen_C4X_Shine_44378\img_1.jpg; images\Citroen_C4X_Shine_44378\img_2.jpg; images\Citroen_C4X_Shine_44378\img_3.jpg; images\Citroen_C4X_Shine_44378\img_4.jpg; images\Citroen_C4X_Shine_44378\img_5.jpg; images\Citroen_C4X_Shine_44378\img_6.png; images\Citroen_C4X_Shine_44378\img_7.jpg; images\Citroen_C4X_Shine_44378\img_8.jpg; images\Citroen_C4X_Shine_44378\img_9.png; images\Citroen_C4X_Shine_44378\img_10.jpg
Citroen,C5 Aircross,1670000,2025,with out sunroof,automatic,gas,SUV,1600.0,6.0,165.0,92.0,6.8,"1,860","4,500","1,689",2730.0,5.0,4.0,53.0,240.0,9.4,images\Citroen_C5_Aircross_with_out_sunroof_34516\img_1.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_2.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_3.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_4.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_5.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_6.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_7.jpg; images\Citroen_C5_Aircross_with_out_sunroof_34516\img_8.jpg
Citroen,C5 Aircross,1700000,2025,Feel with sunroof,automatic,gas,SUV,1600.0,6.0,165.0,92.0,6.8,"1,860","4,500","1,689",2730.0,5.0,4.0,53.0,240.0,9.4,images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_1.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_2.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_3.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_4.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_5.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_6.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_7.jpg; images\Citroen_C5_Aircross_Feel_with_sunroof_38461\img_8.jpg
Citroen,C5 Aircross,1820000,2025,SHINE,automatic,gas,SUV,1600.0,6.0,165.0,92.0,6.8,"1,860","4,500","1,689",2730.0,5.0,4.0,53.0,240.0,9.4,images\Citroen_C5_Aircross_SHINE_43004\img_1.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_2.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_3.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_4.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_5.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_6.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_7.jpg; images\Citroen_C5_Aircross_SHINE_43004\img_8.jpg
Citroen,C5 Aircross,1590000,2026,Shine Entry,automatic,gas,SUV,1600.0,6.0,165.0,92.0,6.8,"1,860","4,500","1,689",2730.0,5.0,4.0,53.0,240.0,9.4,images\Citroen_C5_Aircross_Shine_Entry_47139\img_1.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_2.png; images\Citroen_C5_Aircross_Shine_Entry_47139\img_3.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_4.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_5.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_6.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_7.jpg; images\Citroen_C5_Aircross_Shine_Entry_47139\img_8.jpg
Citroen,C5 Aircross,1730000,2026,Shine,automatic,gas,SUV,1600.0,6.0,165.0,92.0,6.8,"1,860","4,500","1,689",2730.0,5.0,4.0,53.0,240.0,9.4,images\Citroen_C5_Aircross_Shine_43077\img_1.jpg; images\Citroen_C5_Aircross_Shine_43077\img_2.jpg; images\Citroen_C5_Aircross_Shine_43077\img_3.jpg; images\Citroen_C5_Aircross_Shine_43077\img_4.png; images\Citroen_C5_Aircross_Shine_43077\img_5.jpg; images\Citroen_C5_Aircross_Shine_43077\img_6.jpg; images\Citroen_C5_Aircross_Shine_43077\img_7.jpg; images\Citroen_C5_Aircross_Shine_43077\img_8.jpg
Citroen,C3,1055000,2025,Feel,automatic,gas,Hatchback,1200.0,6.0,110.0,95.0,N/A,"2,007","3,996","1,490",2539.0,5.0,N/A,N/A,N/A,N/A,images\Citroen_C3_Feel_52230\img_1.jpg; images\Citroen_C3_Feel_52230\img_2.jpg; images\Citroen_C3_Feel_52230\img_3.jpg; images\Citroen_C3_Feel_52230\img_4.jpg; images\Citroen_C3_Feel_52230\img_5.jpg; images\Citroen_C3_Feel_52230\img_6.jpg
Citroen,C3,1190000,2025,Shine,automatic,gas,Hatchback,1200.0,6.0,110.0,95.0,N/A,"2,007","3,996","1,490",2539.0,5.0,N/A,N/A,N/A,N/A,images\Citroen_C3_Shine_55112\img_1.jpg; images\Citroen_C3_Shine_55112\img_2.jpg; images\Citroen_C3_Shine_55112\img_3.jpg; images\Citroen_C3_Shine_55112\img_4.jpg; images\Citroen_C3_Shine_55112\img_5.jpg; images\Citroen_C3_Shine_55112\img_6.jpg
Citroen,C4,1415000,2025,Feel,automatic,gas,SUV,1200.0,8.0,155.0,95.0,N/A,"1,834","4,360","1,520",N/A,5.0,3.0,N/A,240.0,8.2,images\Citroen_C4_Feel_57871\img_1.jpg; images\Citroen_C4_Feel_57871\img_2.jpg; images\Citroen_C4_Feel_57871\img_3.jpg; images\Citroen_C4_Feel_57871\img_4.jpg; images\Citroen_C4_Feel_57871\img_5.jpg; images\Citroen_C4_Feel_57871\img_6.jpg; images\Citroen_C4_Feel_57871\img_7.jpg; images\Citroen_C4_Feel_57871\img_8.jpg
Citroen,C4,1550000,2025,Shine,automatic,gas,SUV,1200.0,8.0,155.0,95.0,N/A,"1,834","4,360","1,520",N/A,5.0,3.0,N/A,240.0,8.2,images\Citroen_C4_Shine_47159\img_1.jpg; images\Citroen_C4_Shine_47159\img_2.jpg; images\Citroen_C4_Shine_47159\img_3.jpg; images\Citroen_C4_Shine_47159\img_4.jpg; images\Citroen_C4_Shine_47159\img_5.jpg; images\Citroen_C4_Shine_47159\img_6.jpg; images\Citroen_C4_Shine_47159\img_7.jpg; images\Citroen_C4_Shine_47159\img_8.jpg
Citroen,C4,1390000,2026,Shine Two Tone,automatic,gas,SUV,1200.0,8.0,155.0,95.0,N/A,"1,834","4,360","1,520",N/A,5.0,3.0,N/A,240.0,8.2,images\Citroen_C4_Shine_Two_Tone_51204\img_1.jpg; images\Citroen_C4_Shine_Two_Tone_51204\img_2.jpg; images\Citroen_C4_Shine_Two_Tone_51204\img_3.jpg; images\Citroen_C4_Shine_Two_Tone_51204\img_4.png; images\Citroen_C4_Shine_Two_Tone_51204\img_5.jpg; images\Citroen_C4_Shine_Two_Tone_51204\img_6.jpg; images\Citroen_C4_Shine_Two_Tone_51204\img_7.jpg; images\Citroen_C4_Shine_Two_Tone_51204\img_8.jpg; images\Citroen_C4_Shine_Two_Tone_51204\img_9.jpg
Cupra,Formentor,2550000,2024,Automtic,DSG,gas,SUV,2000.0,7.0,190.0,95.0,N/A,"1,839","4,450","1,528",2680.0,5.0,4.0,N/A,320.0,7.5,images\Cupra_Formentor_Automtic_54744\img_1.jpg; images\Cupra_Formentor_Automtic_54744\img_2.jpg; images\Cupra_Formentor_Automtic_54744\img_3.jpg; images\Cupra_Formentor_Automtic_54744\img_4.png; images\Cupra_Formentor_Automtic_54744\img_5.jpg; images\Cupra_Formentor_Automtic_54744\img_6.jpg; images\Cupra_Formentor_Automtic_54744\img_7.jpg; images\Cupra_Formentor_Automtic_54744\img_8.jpg; images\Cupra_Formentor_Automtic_54744\img_9.jpg
Cupra,Terramar,2299000,2025,CONTROL,DSG,gas,SUV,1400.0,7.0,150.0,95.0,6.8,"1,863","4,519","1,584",2681.0,5.0,4.0,55.0,260.0,9.3,images\Cupra_Terramar_CONTROL_58492\img_1.png; images\Cupra_Terramar_CONTROL_58492\img_2.jpg; images\Cupra_Terramar_CONTROL_58492\img_3.jpg; images\Cupra_Terramar_CONTROL_58492\img_4.jpg; images\Cupra_Terramar_CONTROL_58492\img_5.jpg; images\Cupra_Terramar_CONTROL_58492\img_6.png; images\Cupra_Terramar_CONTROL_58492\img_7.jpg; images\Cupra_Terramar_CONTROL_58492\img_8.png
Cupra,Terramar,2199000,2025,IMPULSE,DSG,gas,SUV,1400.0,7.0,150.0,95.0,6.8,"1,863","4,519","1,584",2681.0,5.0,4.0,55.0,260.0,9.3,images\Cupra_Terramar_IMPULSE_61941\img_1.png; images\Cupra_Terramar_IMPULSE_61941\img_2.jpg; images\Cupra_Terramar_IMPULSE_61941\img_3.png; images\Cupra_Terramar_IMPULSE_61941\img_4.png; images\Cupra_Terramar_IMPULSE_61941\img_5.jpg; images\Cupra_Terramar_IMPULSE_61941\img_6.jpg; images\Cupra_Terramar_IMPULSE_61941\img_7.jpg; images\Cupra_Terramar_IMPULSE_61941\img_8.jpg
Cupra,Terramar,2229000,2026,IMPULSE,DSG,gas,SUV,1400.0,7.0,150.0,95.0,6.8,"1,863","4,519","1,584",2681.0,5.0,4.0,55.0,260.0,9.3,images\Cupra_Terramar_IMPULSE_48554\img_1.jpg; images\Cupra_Terramar_IMPULSE_48554\img_2.png; images\Cupra_Terramar_IMPULSE_48554\img_3.jpg; images\Cupra_Terramar_IMPULSE_48554\img_4.png; images\Cupra_Terramar_IMPULSE_48554\img_5.jpg; images\Cupra_Terramar_IMPULSE_48554\img_6.jpg; images\Cupra_Terramar_IMPULSE_48554\img_7.png; images\Cupra_Terramar_IMPULSE_48554\img_8.jpg
Cupra,Terramar,2329000,2026,CONTROL,DSG,gas,SUV,1400.0,7.0,150.0,95.0,6.8,"1,863","4,519","1,584",2681.0,5.0,4.0,55.0,260.0,9.3,images\Cupra_Terramar_CONTROL_52436\img_1.jpg; images\Cupra_Terramar_CONTROL_52436\img_2.jpg; images\Cupra_Terramar_CONTROL_52436\img_3.jpg; images\Cupra_Terramar_CONTROL_52436\img_4.png; images\Cupra_Terramar_CONTROL_52436\img_5.jpg; images\Cupra_Terramar_CONTROL_52436\img_6.png; images\Cupra_Terramar_CONTROL_52436\img_7.png; images\Cupra_Terramar_CONTROL_52436\img_8.jpg
Cupra,Leon Cupra,1744000,2025,Leon  Automatic,automatic,gas,Hatchback,1400.0,8.0,150.0,95.0,5.9,"1,799","4,398","1,444",2686.0,5.0,4.0,45.0,250.0,8.7,images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_1.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_2.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_3.png; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_4.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_5.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_6.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_7.jpg; images\Cupra_Leon_Cupra_Leon__Automatic_56300\img_8.jpg
