Brand,Model,Year,Price,Trim,Brand_Tier,Image_Paths,Transmission,Fuel_Type,Body_Type,Engine_Capacity,Horsepower,Torque,Max_Speed,Acceleration,Width,Length,Height,Wheelbase,Seats,Cylinders,Fuel_Tank,Number_of_Gears,Fuel_Consumption,Electric_Fuel Consumption,Max_Electric_Driving_Range,Drivetrain
Changan,Eado Plus,2026,1050000,Premium,4,images\Changan Eado Plus 2026\car_img_1.jpg; images\Changan Eado Plus 2026\car_img_2.jpg; images\Changan Eado Plus 2026\car_img_3.jpg; images\Changan Eado Plus 2026\car_img_4.jpg; images\Changan Eado Plus 2026\car_img_5.jpg; images\Changan Eado Plus 2026\car_img_6.jpg; images\Changan Eado Plus 2026\car_img_7.jpg; images\Changan_Eado_Plus_Premium_91273\img_1.png; images\Changan_Eado_Plus_Premium_91273\img_2.jpg; images\Changan_Eado_Plus_Premium_91273\img_3.jpg; images\Changan_Eado_Plus_Premium_91273\img_4.jpg; images\Changan_Eado_Plus_Premium_91273\img_5.jpg; images\Changan_Eado_Plus_Premium_91273\img_6.jpg; images\Changan_Eado_Plus_Premium_91273\img_7.jpg; images\Changan_Eado_Plus_Premium_91273\img_8.png,Automatic,Gas,Sedan,1500,178,300,200,8.1,"1,840","4,770","1,440",2765,5,4,51,7,5.9,-,-,FWD
Changan,Uni T,2025,1450000,Flagship,4,images\Changan_Uni_T_Flagship_86188\img_1.jpg; images\Changan_Uni_T_Flagship_86188\img_2.jpg; images\Changan_Uni_T_Flagship_86188\img_3.jpg; images\Changan_Uni_T_Flagship_86188\img_4.jpg; images\Changan_Uni_T_Flagship_86188\img_5.jpg; images\Changan_Uni_T_Flagship_86188\img_6.png; images\Changan_Uni_T_Flagship_86188\img_7.jpg; images\Changan_Uni_T_Flagship_86188\img_8.jpg; images\Changan_Uni_T_Flagship_86188\img_9.jpg; images\Changan_Uni_T_Flagship_86188\img_10.jpg,Automatic,Gas,SUV,1500,177,300,204,7.6,"1,870","4,515","1,565",2710,5,4,55,7,6.5,-,-,FWD
Changan,Uni T,2025,1350000,Premium,4,images\Changan_Uni_T_Premium_81993\img_1.jpg; images\Changan_Uni_T_Premium_81993\img_2.png; images\Changan_Uni_T_Premium_81993\img_3.jpg; images\Changan_Uni_T_Premium_81993\img_4.jpg; images\Changan_Uni_T_Premium_81993\img_5.jpg; images\Changan_Uni_T_Premium_81993\img_6.jpg; images\Changan_Uni_T_Premium_81993\img_7.jpg; images\Changan_Uni_T_Premium_81993\img_8.jpg; images\Changan_Uni_T_Premium_81993\img_9.jpg; images\Changan_Uni_T_Premium_81993\img_10.jpg,Automatic,Gas,SUV,1500,177,300,204,7.6,"1,870","4,515","1,565",2710,5,4,55,7,6.5,-,-,FWD
Changan,Uni T,2026,1450000,Flagship,4,images\Changan_Uni_T_Flagship_93578\img_1.jpg; images\Changan_Uni_T_Flagship_93578\img_2.jpg; images\Changan_Uni_T_Flagship_93578\img_3.jpg; images\Changan_Uni_T_Flagship_93578\img_4.jpg; images\Changan_Uni_T_Flagship_93578\img_5.jpg; images\Changan_Uni_T_Flagship_93578\img_6.jpg; images\Changan_Uni_T_Flagship_93578\img_7.jpg; images\Changan_Uni_T_Flagship_93578\img_8.jpg; images\Changan_Uni_T_Flagship_93578\img_9.png,Automatic,Gas,SUV,1500,177,300,204,7.6,"1,870","4,515","1,565",2710,5,4,55,7,6.5,-,-,FWD
Changan,Uni T,2026,1350000,Premium,4,images\Changan_Uni_T_Premium_89669\img_1.jpg; images\Changan_Uni_T_Premium_89669\img_2.jpg; images\Changan_Uni_T_Premium_89669\img_3.jpg; images\Changan_Uni_T_Premium_89669\img_4.png; images\Changan_Uni_T_Premium_89669\img_5.jpg; images\Changan_Uni_T_Premium_89669\img_6.jpg; images\Changan_Uni_T_Premium_89669\img_7.jpg; images\Changan_Uni_T_Premium_89669\img_8.jpg; images\Changan_Uni_T_Premium_89669\img_9.jpg; images\Changan_Uni_T_Premium_89669\img_10.jpg,Automatic,Gas,SUV,1500,177,300,204,7.6,"1,870","4,515","1,565",2710,5,4,55,7,6.5,-,-,FWD
Changan,Uni V,2026,1250000,Flagship,4,images\Changan_Uni_V_Flagship_83886\img_1.jpg; images\Changan_Uni_V_Flagship_83886\img_2.png; images\Changan_Uni_V_Flagship_83886\img_3.jpg; images\Changan_Uni_V_Flagship_83886\img_4.png; images\Changan_Uni_V_Flagship_83886\img_5.png; images\Changan_Uni_V_Flagship_83886\img_6.jpg; images\Changan_Uni_V_Flagship_83886\img_7.jpg,Automatic,Gas,Sedan,1500,185,300,205,7.1,"1,838","4,680","1,430",2750,5,4,51,7,6.2,-,-,FWD
Chery,Arrizo5,2025,715000,Baseline Leather,3,images\Chery_Arrizo_5_BASELINE_Leather_95223\img_1.jpg; images\Chery_Arrizo_5_BASELINE_Leather_95223\img_2.jpg; images\Chery_Arrizo_5_BASELINE_Leather_95223\img_3.jpg; images\Chery_Arrizo_5_BASELINE_Leather_95223\img_4.png; images\Chery_Arrizo_5_BASELINE_Leather_95223\img_5.jpg; images\Chery_Arrizo_5_BASELINE_Leather_95223\img_6.jpg; images\Chery_Arrizo_5_BASELINE_Leather_95223\img_7.jpg,Automatic,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,7,7,-,-,FWD
Chery,Arrizo5,2025,745000,Highline,3,images\Chery_Arrizo_5_HIGHLINE_82217\img_1.jpg; images\Chery_Arrizo_5_HIGHLINE_82217\img_2.jpg; images\Chery_Arrizo_5_HIGHLINE_82217\img_3.jpg; images\Chery_Arrizo_5_HIGHLINE_82217\img_4.jpg; images\Chery_Arrizo_5_HIGHLINE_82217\img_5.jpg; images\Chery_Arrizo_5_HIGHLINE_82217\img_6.jpg; images\Chery_Arrizo_5_HIGHLINE_82217\img_7.jpg; images\Chery_Arrizo_5_HIGHLINE_82217\img_8.png,Automatic,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,7,7,-,-,FWD
Chery,Arrizo5,2025,665000,Leather,3,images\Chery_Arrizo_5_Leather_91866\img_1.png; images\Chery_Arrizo_5_Leather_91866\img_2.jpg; images\Chery_Arrizo_5_Leather_91866\img_3.jpg; images\Chery_Arrizo_5_Leather_91866\img_4.jpg; images\Chery_Arrizo_5_Leather_91866\img_5.jpg; images\Chery_Arrizo_5_Leather_91866\img_6.jpg; images\Chery_Arrizo_5_Leather_91866\img_7.jpg,Manual,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,5,7,-,-,FWD
Chery,Arrizo5,2026,705000,Baseline Leather,3,images\Chery_Arrizo_5_BASELINE_Leather_89815\img_1.jpg; images\Chery_Arrizo_5_BASELINE_Leather_89815\img_2.jpg; images\Chery_Arrizo_5_BASELINE_Leather_89815\img_3.jpg; images\Chery_Arrizo_5_BASELINE_Leather_89815\img_4.jpg; images\Chery_Arrizo_5_BASELINE_Leather_89815\img_5.jpg; images\Chery_Arrizo_5_BASELINE_Leather_89815\img_6.jpg; images\Chery_Arrizo_5_BASELINE_Leather_89815\img_7.jpg; images\Chery_Arrizo_5_BASELINE_Leather_89815\img_8.jpg; images\Chery_Arrizo_5_BASELINE_Leather_89815\img_9.png,Automatic,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,7,7,-,-,FWD
Chery,Arrizo5,2026,699000,Basic Facelift,3,images\Chery Arrizo 5 2026\car_img_1.jpg; images\Chery Arrizo 5 2026\car_img_2.jpg; images\Chery Arrizo 5 2026\car_img_3.jpg; images\Chery Arrizo 5 2026\car_img_4.jpg; images\Chery Arrizo 5 2026\car_img_5.jpg; images\Chery Arrizo 5 2026\car_img_6.jpg; images\Chery Arrizo 5 2026\car_img_7.jpg; images\Chery Arrizo 5 2026\car_img_8.jpg,Automatic,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,7,7,-,-,FWD
Chery,Arrizo5,2026,740000,Comfort Facelift,3,images\Chery Arrizo 5 2026\car_img_1.jpg; images\Chery Arrizo 5 2026\car_img_2.jpg; images\Chery Arrizo 5 2026\car_img_3.jpg; images\Chery Arrizo 5 2026\car_img_4.jpg; images\Chery Arrizo 5 2026\car_img_5.jpg; images\Chery Arrizo 5 2026\car_img_6.jpg; images\Chery Arrizo 5 2026\car_img_7.jpg; images\Chery Arrizo 5 2026\car_img_8.jpg,Automatic,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,7,7,-,-,FWD
Chery,Arrizo5,2026,735000,Highline,3,images\Chery_Arrizo_5_HIGHLINE_93256\img_1.jpg; images\Chery_Arrizo_5_HIGHLINE_93256\img_2.jpg; images\Chery_Arrizo_5_HIGHLINE_93256\img_3.jpg; images\Chery_Arrizo_5_HIGHLINE_93256\img_4.jpg; images\Chery_Arrizo_5_HIGHLINE_93256\img_5.jpg; images\Chery_Arrizo_5_HIGHLINE_93256\img_6.jpg; images\Chery_Arrizo_5_HIGHLINE_93256\img_7.jpg; images\Chery_Arrizo_5_HIGHLINE_93256\img_8.png; images\Chery_Arrizo_5_HIGHLINE_93256\img_9.jpg,Automatic,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,7,7,-,-,FWD
Chery,Arrizo5,2026,655000,Leather,3,images\Chery_Arrizo_5_Leather_86135\img_1.jpg; images\Chery_Arrizo_5_Leather_86135\img_2.png; images\Chery_Arrizo_5_Leather_86135\img_3.jpg; images\Chery_Arrizo_5_Leather_86135\img_4.jpg; images\Chery_Arrizo_5_Leather_86135\img_5.jpg; images\Chery_Arrizo_5_Leather_86135\img_6.jpg; images\Chery_Arrizo_5_Leather_86135\img_7.jpg; images\Chery_Arrizo_5_Leather_86135\img_8.jpg; images\Chery_Arrizo_5_Leather_86135\img_9.jpg,Manual,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,5,7,-,-,FWD
Chery,Arrizo5,2026,665000,Mt Facelift,3,images\Chery Arrizo 5 2026\car_img_1.jpg; images\Chery Arrizo 5 2026\car_img_2.jpg; images\Chery Arrizo 5 2026\car_img_3.jpg; images\Chery Arrizo 5 2026\car_img_4.jpg; images\Chery Arrizo 5 2026\car_img_5.jpg; images\Chery Arrizo 5 2026\car_img_6.jpg; images\Chery Arrizo 5 2026\car_img_7.jpg; images\Chery Arrizo 5 2026\car_img_8.jpg,Automatic,Gas,Sedan,1500,114,141,180,11.5,"1,825","4,572","1,482",2670,5,4,48,5,7,-,-,FWD
Chery,Arrizo8,2026,1350000,Flagship,3,images\Chery Arrizo 8 2026\car_img_1.jpg; images\Chery Arrizo 8 2026\car_img_2.jpg; images\Chery Arrizo 8 2026\car_img_3.jpg; images\Chery Arrizo 8 2026\car_img_4.jpg; images\Chery Arrizo 8 2026\car_img_5.jpg; images\Chery Arrizo 8 2026\car_img_6.jpg; images\Chery Arrizo 8 2026\car_img_7.jpg; images\Chery Arrizo 8 2026\car_img_8.jpg; images\Chery Arrizo 8 2026\car_img_9.jpg; images\Chery_Arrizo_8_Flagship_83542\img_1.png; images\Chery_Arrizo_8_Flagship_83542\img_2.png; images\Chery_Arrizo_8_Flagship_83542\img_3.png; images\Chery_Arrizo_8_Flagship_83542\img_4.png; images\Chery_Arrizo_8_Flagship_83542\img_5.png; images\Chery_Arrizo_8_Flagship_83542\img_6.png; images\Chery_Arrizo_8_Flagship_83542\img_7.png; images\Chery_Arrizo_8_Flagship_83542\img_8.png; images\Chery_Arrizo_8_Flagship_83542\img_9.png; images\Chery_Arrizo_8_Flagship_83542\img_10.png,Automatic,Gas,Sedan,1600,197,290,205,8.9,"1,832","4,757",1468,2670,5,4,55,7,7.5,-,-,FWD
Chery,Arrizo8,2026,1270000,Luxury,3,images\Chery Arrizo 8 2026\car_img_1.jpg; images\Chery Arrizo 8 2026\car_img_2.jpg; images\Chery Arrizo 8 2026\car_img_3.jpg; images\Chery Arrizo 8 2026\car_img_4.jpg; images\Chery Arrizo 8 2026\car_img_5.jpg; images\Chery Arrizo 8 2026\car_img_6.jpg; images\Chery Arrizo 8 2026\car_img_7.jpg; images\Chery Arrizo 8 2026\car_img_8.jpg; images\Chery Arrizo 8 2026\car_img_9.jpg; images\Chery_Arrizo_8_Luxury_96725\img_1.png; images\Chery_Arrizo_8_Luxury_96725\img_2.png; images\Chery_Arrizo_8_Luxury_96725\img_3.png; images\Chery_Arrizo_8_Luxury_96725\img_4.png; images\Chery_Arrizo_8_Luxury_96725\img_5.png; images\Chery_Arrizo_8_Luxury_96725\img_6.png; images\Chery_Arrizo_8_Luxury_96725\img_7.png; images\Chery_Arrizo_8_Luxury_96725\img_8.png; images\Chery_Arrizo_8_Luxury_96725\img_9.png; images\Chery_Arrizo_8_Luxury_96725\img_10.png,Automatic,Gas,Sedan,1600,197,290,205,8.9,"1,832","4,757",1468,2670,5,4,55,7,7.5,-,-,FWD
Chery,Eq7,2025,1700000,Automtic,3,images\Chery_Eq7_Automtic_87825\img_1.jpg; images\Chery_Eq7_Automtic_87825\img_2.jpg; images\Chery_Eq7_Automtic_87825\img_3.jpg; images\Chery_Eq7_Automtic_87825\img_4.jpg; images\Chery_Eq7_Automtic_87825\img_5.jpg; images\Chery_Eq7_Automtic_87825\img_6.jpg; images\Chery_Eq7_Automtic_87825\img_7.jpg,Automatic,Electric,SUV,-,211,285,180,8.0,"1,910","4,675","1,660",2830,5,-,-,1,-,16.9,512,RWD
Chery,Eq7,2026,1599000,Luxury,3,images\Chery eQ7 2026\car_img_1.jpg; images\Chery eQ7 2026\car_img_2.jpg; images\Chery eQ7 2026\car_img_3.jpg; images\Chery eQ7 2026\car_img_4.jpg; images\Chery eQ7 2026\car_img_5.jpg; images\Chery eQ7 2026\car_img_6.jpg,Automatic,Electric,SUV,-,211,285,180,8.0,"1,910","4,675","1,660",2830,5,-,-,1,-,16.9,512,RWD
Chery,Tiggo3,2024,830000,Tinted Glass,3,images\Chery_Tiggo3_Tinted_Glass_32014\img_1.jpg; images\Chery_Tiggo3_Tinted_Glass_32014\img_2.jpg; images\Chery_Tiggo3_Tinted_Glass_32014\img_3.png; images\Chery_Tiggo3_Tinted_Glass_32014\img_4.jpg; images\Chery_Tiggo3_Tinted_Glass_32014\img_5.jpg; images\Chery_Tiggo3_Tinted_Glass_32014\img_6.jpg,Automatic,Gas,SUV,1600,125,160,175,11.5,"1,765","4,419","1,651",2510,5,4,55,7,6.1,-,-,FWD
Chery,Tiggo4 Pro,2025,910000,Comfort,3,images\Chery_Tiggo_4_Pro_Comfort_94123\img_1.jpg; images\Chery_Tiggo_4_Pro_Comfort_94123\img_2.jpg; images\Chery_Tiggo_4_Pro_Comfort_94123\img_3.png; images\Chery_Tiggo_4_Pro_Comfort_94123\img_4.jpg; images\Chery_Tiggo_4_Pro_Comfort_94123\img_5.jpg; images\Chery_Tiggo_4_Pro_Comfort_94123\img_6.jpg,Automatic,Gas,SUV,1500,111,138,180,11.5,"1,830","4,358","1,670",2630,5,4,51,9,7.3,-,-,FWD
Chery,Tiggo4 Pro,2025,995000,Luxury,3,images\Chery_Tiggo_4_Pro_Luxury_97584\img_1.png; images\Chery_Tiggo_4_Pro_Luxury_97584\img_2.jpg; images\Chery_Tiggo_4_Pro_Luxury_97584\img_3.jpg; images\Chery_Tiggo_4_Pro_Luxury_97584\img_4.jpg; images\Chery_Tiggo_4_Pro_Luxury_97584\img_5.jpg; images\Chery_Tiggo_4_Pro_Luxury_97584\img_6.jpg,Automatic,Gas,SUV,1500,111,138,180,11.5,"1,830","4,358","1,670",2630,5,4,51,9,7.3,-,-,FWD
Chery,Tiggo4 Pro,2025,1070000,Turbo,3,images\Chery_Tiggo_4_Pro_Turbo_97525\img_1.png; images\Chery_Tiggo_4_Pro_Turbo_97525\img_2.jpg; images\Chery_Tiggo_4_Pro_Turbo_97525\img_3.jpg; images\Chery_Tiggo_4_Pro_Turbo_97525\img_4.jpg; images\Chery_Tiggo_4_Pro_Turbo_97525\img_5.jpg; images\Chery_Tiggo_4_Pro_Turbo_97525\img_6.jpg; images\Chery_Tiggo_4_Pro_Turbo_97525\img_7.jpg,Automatic,Gas,SUV,1500,145,210,200,9.7,"1,830","4,358","1,670",2630,5,4,51,9,7.4,-,-,FWD
Chery,Tiggo4 Pro,2026,875000,Comfort,3,images\Chery Tiggo 4 PRO 2026\car_img_1.jpg; images\Chery Tiggo 4 PRO 2026\car_img_2.jpg; images\Chery Tiggo 4 PRO 2026\car_img_3.jpg; images\Chery Tiggo 4 PRO 2026\car_img_4.jpg; images\Chery_Tiggo_4_Pro_Comfort_1992\img_1.jpg; images\Chery_Tiggo_4_Pro_Comfort_1992\img_2.png; images\Chery_Tiggo_4_Pro_Comfort_1992\img_3.jpg; images\Chery_Tiggo_4_Pro_Comfort_1992\img_4.jpg; images\Chery_Tiggo_4_Pro_Comfort_1992\img_5.jpg; images\Chery_Tiggo_4_Pro_Comfort_1992\img_6.jpg,Automatic,Gas,SUV,1500,111,138,180,11.5,"1,830","4,358","1,670",2630,5,4,51,9,7.3,-,-,FWD
Chery,Tiggo4 Pro,2026,915000,Luxury,3,images\Chery Tiggo 4 PRO 2026\car_img_1.jpg; images\Chery Tiggo 4 PRO 2026\car_img_2.jpg; images\Chery Tiggo 4 PRO 2026\car_img_3.jpg; images\Chery Tiggo 4 PRO 2026\car_img_4.jpg; images\Chery_Tiggo_4_Pro_Luxury_5270\img_1.png; images\Chery_Tiggo_4_Pro_Luxury_5270\img_2.jpg; images\Chery_Tiggo_4_Pro_Luxury_5270\img_3.jpg; images\Chery_Tiggo_4_Pro_Luxury_5270\img_4.jpg; images\Chery_Tiggo_4_Pro_Luxury_5270\img_5.jpg; images\Chery_Tiggo_4_Pro_Luxury_5270\img_6.jpg,Automatic,Gas,SUV,1500,111,138,180,11.5,"1,830","4,358","1,670",2630,5,4,51,9,7.3,-,-,FWD
Chery,Tiggo4 Pro,2026,980000,Luxury Turbo,3,images\Chery Tiggo 4 PRO 2026\car_img_1.jpg; images\Chery Tiggo 4 PRO 2026\car_img_2.jpg; images\Chery Tiggo 4 PRO 2026\car_img_3.jpg; images\Chery Tiggo 4 PRO 2026\car_img_4.jpg,Automatic,Gas,SUV,1500,111,138,180,11.5,"1,830","4,358","1,670",2630,5,4,51,9,7.3,-,-,FWD
Chery,Tiggo7,2025,1010000,Baseline,3,images\Chery_Tiggo_7_Baseline_2680\img_1.jpg; images\Chery_Tiggo_7_Baseline_2680\img_2.jpg; images\Chery_Tiggo_7_Baseline_2680\img_3.jpg; images\Chery_Tiggo_7_Baseline_2680\img_4.png; images\Chery_Tiggo_7_Baseline_2680\img_5.jpg; images\Chery_Tiggo_7_Baseline_2680\img_6.jpg; images\Chery_Tiggo_7_Baseline_2680\img_7.jpg; images\Chery_Tiggo_7_Baseline_2680\img_8.jpg,Automatic,Gas,SUV,1500,145,210,180,10.5,"1,837","4,505","1,670",2670,5,4,57,6,7.4,-,-,FWD
Chery,Tiggo7,2025,1095000,Highline,3,images\Chery_Tiggo_7_Highline_6716\img_1.jpg; images\Chery_Tiggo_7_Highline_6716\img_2.jpg; images\Chery_Tiggo_7_Highline_6716\img_3.png; images\Chery_Tiggo_7_Highline_6716\img_4.jpg; images\Chery_Tiggo_7_Highline_6716\img_5.jpg; images\Chery_Tiggo_7_Highline_6716\img_6.jpg; images\Chery_Tiggo_7_Highline_6716\img_7.jpg; images\Chery_Tiggo_7_Highline_6716\img_8.jpg,Automatic,Gas,SUV,1500,145,210,180,10.5,"1,837","4,505","1,670",2670,5,4,57,6,7.4,-,-,FWD
Chery,Tiggo7,2026,929000,Comfort,3,images\Chery Tiggo 7 2026\car_img_1.jpg; images\Chery Tiggo 7 2026\car_img_2.jpg; images\Chery Tiggo 7 2026\car_img_3.jpg; images\Chery Tiggo 7 2026\car_img_4.jpg; images\Chery Tiggo 7 2026\car_img_5.jpg,Automatic,Gas,SUV,1500,145,210,180,10.5,"1,837","4,505","1,670",2670,5,4,57,6,7.4,-,-,FWD
Chery,Tiggo7,2026,999000,Luxury,3,images\Chery Tiggo 7 2026\car_img_1.jpg; images\Chery Tiggo 7 2026\car_img_2.jpg; images\Chery Tiggo 7 2026\car_img_3.jpg; images\Chery Tiggo 7 2026\car_img_4.jpg; images\Chery Tiggo 7 2026\car_img_5.jpg,Automatic,Gas,SUV,1500,145,210,180,10.5,"1,837","4,505","1,670",2670,5,4,57,6,7.4,-,-,FWD
Chery,Tiggo7 Pro,2025,1110000,Comfort,3,images\Chery Tiggo 7 Pro 2025\car_img_1.jpg; images\Chery Tiggo 7 Pro 2025\car_img_2.jpg; images\Chery Tiggo 7 Pro 2025\car_img_3.jpg; images\Chery Tiggo 7 Pro 2025\car_img_4.jpg; images\Chery Tiggo 7 Pro 2025\car_img_5.jpg; images\Chery Tiggo 7 Pro 2025\car_img_6.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_1.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_2.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_3.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_4.png; images\Chery_Tiggo_7_Pro_Comfort_5030\img_5.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_6.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_7.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_8.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_9.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_10.jpg; images\Chery_Tiggo_7_Pro_Comfort_5030\img_11.jpg,Automatic,Gas,SUV,1500,154,210,185,10.0,"1,842","4,500","1,746",2670,5,4,51,9,7,-,-,FWD
Chery,Tiggo7 Pro,2025,1210000,Luxury,3,images\Chery Tiggo 7 Pro 2025\car_img_1.jpg; images\Chery Tiggo 7 Pro 2025\car_img_2.jpg; images\Chery Tiggo 7 Pro 2025\car_img_3.jpg; images\Chery Tiggo 7 Pro 2025\car_img_4.jpg; images\Chery Tiggo 7 Pro 2025\car_img_5.jpg; images\Chery Tiggo 7 Pro 2025\car_img_6.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_1.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_2.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_3.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_4.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_5.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_6.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_7.png; images\Chery_Tiggo_7_Pro_Luxury_10316\img_8.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_9.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_10.jpg; images\Chery_Tiggo_7_Pro_Luxury_10316\img_11.jpg,Automatic,Gas,SUV,1500,154,210,185,10.0,"1,842","4,500","1,746",2670,5,4,51,9,7,-,-,FWD
Chery,Tiggo7 Pro,2026,1130000,Comfort,3,images\Chery Tiggo 7 Pro 2026\car_img_1.jpg; images\Chery Tiggo 7 Pro 2026\car_img_2.jpg; images\Chery Tiggo 7 Pro 2026\car_img_3.jpg; images\Chery Tiggo 7 Pro 2026\car_img_4.jpg; images\Chery Tiggo 7 Pro 2026\car_img_5.jpg; images\Chery Tiggo 7 Pro 2026\car_img_6.jpg; images\Chery Tiggo 7 Pro 2026\car_img_7.jpg; images\Chery Tiggo 7 Pro 2026\car_img_8.jpg; images\Chery Tiggo 7 Pro 2026\car_img_9.jpg; images\Chery Tiggo 7 Pro 2026\car_img_10.jpg; images\Chery Tiggo 7 Pro 2026\car_img_11.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_1.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_2.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_3.png; images\Chery_Tiggo_7_Pro_Comfort_14949\img_4.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_5.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_6.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_7.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_8.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_9.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_10.jpg; images\Chery_Tiggo_7_Pro_Comfort_14949\img_11.jpg,Automatic,Gas,SUV,1500,154,210,185,10.0,"1,842","4,500","1,746",2670,5,4,51,9,7,-,-,FWD
Chery,Tiggo7 Pro,2026,1230000,Luxury,3,images\Chery Tiggo 7 Pro 2026\car_img_1.jpg; images\Chery Tiggo 7 Pro 2026\car_img_2.jpg; images\Chery Tiggo 7 Pro 2026\car_img_3.jpg; images\Chery Tiggo 7 Pro 2026\car_img_4.jpg; images\Chery Tiggo 7 Pro 2026\car_img_5.jpg; images\Chery Tiggo 7 Pro 2026\car_img_6.jpg; images\Chery Tiggo 7 Pro 2026\car_img_7.jpg; images\Chery Tiggo 7 Pro 2026\car_img_8.jpg; images\Chery Tiggo 7 Pro 2026\car_img_9.jpg; images\Chery Tiggo 7 Pro 2026\car_img_10.jpg; images\Chery Tiggo 7 Pro 2026\car_img_11.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_1.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_2.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_3.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_4.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_5.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_6.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_7.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_8.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_9.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_10.jpg; images\Chery_Tiggo_7_Pro_Luxury_19730\img_11.png,Automatic,Gas,SUV,1500,154,210,185,10.0,"1,842","4,500","1,746",2670,5,4,51,9,7,-,-,FWD
Chery,Tiggo7 Pro Max,2026,1180000,Comfort,3,images\Chery Tiggo 7 Pro Max 2026\car_img_1.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_2.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_3.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_4.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_5.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_6.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_7.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_8.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_9.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_10.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_11.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_12.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_13.jpg; images\Chery Tiggo 7 Pro Max 2026\car_img_14.jpg,Automatic,Gas,SUV,1500,154,210,185,10.0,"1,842","4,500","1,746",2670,5,4,51,9,7,-,-,FWD
