Brand,Model,Trim,Year,Price,Mileage,Color,Fuel Type,Body Shape,Transmission,Engine Capacity,Cylinder Count,Image Paths
Suzuki,Swift,Base/Standard,2024,"775,000","17,000 KM",Red,Petrol,,-,"1,600",,images_yallamotor\suzuki_swift_2024_11381\img_1.jpg; images_yallamotor\suzuki_swift_2024_11381\img_2.jpg; images_yallamotor\suzuki_swift_2024_11381\img_3.jpg; images_yallamotor\suzuki_swift_2024_11381\img_4.jpg
Suzuki,Swift,Base/Standard,2024,"790,000","10,000 KM",Beige,Petrol,,-,"1,600",,images_yallamotor\suzuki_swift_2024_29234\img_1.jpg; images_yallamotor\suzuki_swift_2024_29234\img_2.jpg; images_yallamotor\suzuki_swift_2024_29234\img_3.jpg; images_yallamotor\suzuki_swift_2024_29234\img_4.jpg
Suzuki,Vitara,Base/Standard,1999,"300,000","183,822 KM",Turqoise,Petrol,,Automatic,"1,600",,images_yallamotor\suzuki_vitara_1999_83063\img_1.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_2.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_3.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_4.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_5.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_6.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_7.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_8.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_9.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_10.jpeg; images_yallamotor\suzuki_vitara_1999_83063\img_11.jpeg
Suzuki,Vitara,1.6L Glx 2Wd W/ Sunroof,2021,"1,350,000","46,000 KM",Gray,Petrol,,Automatic,"1,600",,images_yallamotor\suzuki_vitara_2021_12061\img_1.jpg; images_yallamotor\suzuki_vitara_2021_12061\img_2.jpg
Suzuki,Vitara,1.6L Glx 2Wd,2023,"1,100,000","2,000 KM",Turqoise,Petrol,,Automatic,"1,600",,images_yallamotor\suzuki_vitara_2023_23215\img_1.jpg; images_yallamotor\suzuki_vitara_2023_23215\img_2.jpg; images_yallamotor\suzuki_vitara_2023_23215\img_3.jpg; images_yallamotor\suzuki_vitara_2023_23215\img_4.jpg; images_yallamotor\suzuki_vitara_2023_23215\img_5.jpg
Tesla,Model-3,Model 3 Standard Range Plus,2020,"1,750,000","37,000 KM",Black,Electric,,Automatic,-,,images_yallamotor\tesla_model-3_2020_39787\img_1.jpg; images_yallamotor\tesla_model-3_2020_39787\img_2.jpg; images_yallamotor\tesla_model-3_2020_39787\img_3.jpg; images_yallamotor\tesla_model-3_2020_39787\img_4.jpg; images_yallamotor\tesla_model-3_2020_39787\img_5.jpg; images_yallamotor\tesla_model-3_2020_39787\img_6.jpg
Toyota,Ascent,Base/Standard,1999,"138,000","315,000 KM",Silver,Petrol,,Manual,"1,500",,images_yallamotor\toyota_ascent_1999_58685\img_1.jpg; images_yallamotor\toyota_ascent_1999_58685\img_2.jpg; images_yallamotor\toyota_ascent_1999_58685\img_3.jpg
Toyota,Belta,1.5L Smart,2022,"850,000","30,000 KM",Black,Petrol,,Automatic,"1,462",,images_yallamotor\toyota_belta_2022_9901\img_1.jpg; images_yallamotor\toyota_belta_2022_9901\img_2.jpg; images_yallamotor\toyota_belta_2022_9901\img_3.jpg; images_yallamotor\toyota_belta_2022_9901\img_4.jpg; images_yallamotor\toyota_belta_2022_9901\img_5.jpg
Toyota,Belta,1.5L Active,2022,"770,000","116,000 KM",Brown,Petrol,,CVT,"1,600",,images_yallamotor\toyota_belta_2022_40114\img_1.jpg; images_yallamotor\toyota_belta_2022_40114\img_2.jpg; images_yallamotor\toyota_belta_2022_40114\img_3.jpg; images_yallamotor\toyota_belta_2022_40114\img_4.jpg; images_yallamotor\toyota_belta_2022_40114\img_5.jpg
Toyota,Belta,1.5L Smart,2022,"650,000","148,000 KM",Silver,Petrol,,Automatic,"1,462",,images_yallamotor\toyota_belta_2022_56563\img_1.jpg; images_yallamotor\toyota_belta_2022_56563\img_2.jpg; images_yallamotor\toyota_belta_2022_56563\img_3.jpg; images_yallamotor\toyota_belta_2022_56563\img_4.jpg
Toyota,C-hr,Base/Standard,2017,"800,000","192,000 KM",Red,Petrol,,Automatic,"1,200",,images_yallamotor\toyota_c-hr_2017_70790\img_1.jpg; images_yallamotor\toyota_c-hr_2017_70790\img_2.jpg; images_yallamotor\toyota_c-hr_2017_70790\img_3.jpg; images_yallamotor\toyota_c-hr_2017_70790\img_4.jpg; images_yallamotor\toyota_c-hr_2017_70790\img_5.jpg
Toyota,C-hr,1.2T Dynamic,2022,"1,500,000","40,200 KM",Silver,Petrol,,CVT,"1,197",,images_yallamotor\toyota_c-hr_2022_62043\img_1.jpeg
Toyota,C-hr,1.2T Dynamic,2022,"1,400,000","35,000 KM",Blue,Petrol,,CVT,"1,197",,images_yallamotor\toyota_c-hr_2022_70556\img_1.jpg; images_yallamotor\toyota_c-hr_2022_70556\img_2.jpg; images_yallamotor\toyota_c-hr_2022_70556\img_3.jpg; images_yallamotor\toyota_c-hr_2022_70556\img_4.jpg; images_yallamotor\toyota_c-hr_2022_70556\img_5.jpg; images_yallamotor\toyota_c-hr_2022_70556\img_6.jpg
Toyota,C-hr,Base/Standard,2023,"1,450,000","37,000 KM",White,Petrol,,automatic,"1,600",,images_yallamotor\toyota_c-hr_2023_91073\img_1.jpg
Toyota,Camry,2.5L Glx,1998,"190,000","300,000 KM",Green,Petrol,,Automatic,"2,500",,images_yallamotor\toyota_camry_1998_99515\img_1.jpg; images_yallamotor\toyota_camry_1998_99515\img_2.jpg; images_yallamotor\toyota_camry_1998_99515\img_3.jpg; images_yallamotor\toyota_camry_1998_99515\img_4.jpg; images_yallamotor\toyota_camry_1998_99515\img_5.jpg
Toyota,Camry,2.5L S (178 Hp),2016,"2,500,000","100,000 KM",White,Petrol,,Automatic,"2,487",,images_yallamotor\toyota_camry_2016_48626\img_1.jpg
Toyota,Corolla-cross,Corolla Cross 1.8L Xl (Hev),2017,"800,000","169,000 KM",White,Petrol,,Automatic,"1,798",,images_yallamotor\toyota_corolla-cross_2017_57079\img_1.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_2.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_3.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_4.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_5.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_6.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_7.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_8.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_9.jpg; images_yallamotor\toyota_corolla-cross_2017_57079\img_10.jpg
Toyota,Corolla,Base/Standard,1983,"165,000","270,000 KM",Silver,Petrol,,Manual,"1,300",,images_yallamotor\toyota_corolla_1983_81733\img_1.jpg; images_yallamotor\toyota_corolla_1983_81733\img_2.jpg; images_yallamotor\toyota_corolla_1983_81733\img_3.jpg; images_yallamotor\toyota_corolla_1983_81733\img_4.jpg; images_yallamotor\toyota_corolla_1983_81733\img_5.jpg; images_yallamotor\toyota_corolla_1983_81733\img_6.jpg; images_yallamotor\toyota_corolla_1983_81733\img_7.jpg; images_yallamotor\toyota_corolla_1983_81733\img_8.jpg; images_yallamotor\toyota_corolla_1983_81733\img_9.jpg
Toyota,Corolla,Base/Standard,1991,"180,000","215,000 KM",White,Petrol,,Automatic,"1,500",,images_yallamotor\toyota_corolla_1991_7427\img_1.jpeg; images_yallamotor\toyota_corolla_1991_7427\img_2.jpeg; images_yallamotor\toyota_corolla_1991_7427\img_3.jpeg; images_yallamotor\toyota_corolla_1991_7427\img_4.jpeg; images_yallamotor\toyota_corolla_1991_7427\img_5.jpeg
Toyota,Corolla,1.6L Standard,1992,"120,000","140,000 KM",Bronze,Petrol,,Manual,"1,600",,images_yallamotor\toyota_corolla_1992_25240\img_1.jpeg; images_yallamotor\toyota_corolla_1992_25240\img_2.jpeg; images_yallamotor\toyota_corolla_1992_25240\img_3.jpeg; images_yallamotor\toyota_corolla_1992_25240\img_4.jpeg; images_yallamotor\toyota_corolla_1992_25240\img_5.jpeg
Toyota,Corolla,Base/Standard,1992,"200,000","200,565 KM",Green,Petrol,,Manual,"1,300",,images_yallamotor\toyota_corolla_1992_75992\img_1.jpg; images_yallamotor\toyota_corolla_1992_75992\img_2.jpg; images_yallamotor\toyota_corolla_1992_75992\img_3.jpg; images_yallamotor\toyota_corolla_1992_75992\img_4.jpg
Toyota,Corolla,1.2L,1993,"250,000","300,000 KM",Red,Petrol,,Automatic,"1,200",,images_yallamotor\toyota_corolla_1993_91796\img_1.jpg; images_yallamotor\toyota_corolla_1993_91796\img_2.jpg; images_yallamotor\toyota_corolla_1993_91796\img_3.jpg; images_yallamotor\toyota_corolla_1993_91796\img_4.jpg; images_yallamotor\toyota_corolla_1993_91796\img_5.jpg
Toyota,Corolla,Base/Standard,1998,"200,000","230,000 KM",Blue,Petrol,,Manual,"1,300",,images_yallamotor\toyota_corolla_1998_7861\img_1.jpg; images_yallamotor\toyota_corolla_1998_7861\img_2.jpg; images_yallamotor\toyota_corolla_1998_7861\img_3.jpg; images_yallamotor\toyota_corolla_1998_7861\img_4.jpg; images_yallamotor\toyota_corolla_1998_7861\img_5.jpg
Toyota,Corolla,Base/Standard,1998,"200,000","236,000 KM",Blue,Petrol,,Manual,"1,300",,images_yallamotor\toyota_corolla_1998_23169\img_1.jpg; images_yallamotor\toyota_corolla_1998_23169\img_2.jpg; images_yallamotor\toyota_corolla_1998_23169\img_3.jpg; images_yallamotor\toyota_corolla_1998_23169\img_4.jpg; images_yallamotor\toyota_corolla_1998_23169\img_5.jpg
Toyota,Corolla,Base/Standard,2004,"415,000","399,999 KM",Burgundy,-,,-,-,,images_yallamotor\toyota_corolla_2004_40657\img_1.jpeg
Toyota,Auris,1.6 Mid,2013,"750,000","93,500 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_auris_2013_332\img_1.jpeg; images_yallamotor\toyota_auris_2013_332\img_2.jpeg; images_yallamotor\toyota_auris_2013_332\img_3.jpeg; images_yallamotor\toyota_auris_2013_332\img_4.jpeg; images_yallamotor\toyota_auris_2013_332\img_5.jpeg; images_yallamotor\toyota_auris_2013_332\img_6.jpeg; images_yallamotor\toyota_auris_2013_332\img_7.jpeg
Toyota,Auris,1.6 Mid,2013,"620,000","220,000 KM",Gray,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_auris_2013_20275\img_1.jpg; images_yallamotor\toyota_auris_2013_20275\img_2.jpg; images_yallamotor\toyota_auris_2013_20275\img_3.jpg; images_yallamotor\toyota_auris_2013_20275\img_4.jpg; images_yallamotor\toyota_auris_2013_20275\img_5.jpg; images_yallamotor\toyota_auris_2013_20275\img_6.jpg; images_yallamotor\toyota_auris_2013_20275\img_7.jpg; images_yallamotor\toyota_auris_2013_20275\img_8.jpg; images_yallamotor\toyota_auris_2013_20275\img_9.jpg; images_yallamotor\toyota_auris_2013_20275\img_10.jpg; images_yallamotor\toyota_auris_2013_20275\img_11.jpg
Toyota,Avanza,1.5L Gls Commercial,2015,"550,000","380,548 KM",Gray,Petrol,,Automatic,"1,500",,images_yallamotor\toyota_avanza_2015_63004\img_1.png; images_yallamotor\toyota_avanza_2015_63004\img_2.png; images_yallamotor\toyota_avanza_2015_63004\img_3.png; images_yallamotor\toyota_avanza_2015_63004\img_4.png; images_yallamotor\toyota_avanza_2015_63004\img_5.png; images_yallamotor\toyota_avanza_2015_63004\img_6.png; images_yallamotor\toyota_avanza_2015_63004\img_7.png; images_yallamotor\toyota_avanza_2015_63004\img_8.png
Toyota,Avensis,2.0 Sedan,2006,"390,000","400,000 KM",Silver,Petrol,,Manual,"1,600",,images_yallamotor\toyota_avensis_2006_91001\img_1.jpg; images_yallamotor\toyota_avensis_2006_91001\img_2.jpg; images_yallamotor\toyota_avensis_2006_91001\img_3.jpg; images_yallamotor\toyota_avensis_2006_91001\img_4.jpg; images_yallamotor\toyota_avensis_2006_91001\img_5.jpg; images_yallamotor\toyota_avensis_2006_91001\img_6.jpg; images_yallamotor\toyota_avensis_2006_91001\img_7.jpg; images_yallamotor\toyota_avensis_2006_91001\img_8.jpg; images_yallamotor\toyota_avensis_2006_91001\img_9.jpg; images_yallamotor\toyota_avensis_2006_91001\img_10.jpg; images_yallamotor\toyota_avensis_2006_91001\img_11.jpg; images_yallamotor\toyota_avensis_2006_91001\img_12.jpg; images_yallamotor\toyota_avensis_2006_91001\img_13.jpg; images_yallamotor\toyota_avensis_2006_91001\img_14.jpg; images_yallamotor\toyota_avensis_2006_91001\img_15.jpg; images_yallamotor\toyota_avensis_2006_91001\img_16.jpg; images_yallamotor\toyota_avensis_2006_91001\img_17.jpg; images_yallamotor\toyota_avensis_2006_91001\img_18.jpg; images_yallamotor\toyota_avensis_2006_91001\img_19.jpg; images_yallamotor\toyota_avensis_2006_91001\img_20.jpg; images_yallamotor\toyota_avensis_2006_91001\img_21.jpg; images_yallamotor\toyota_avensis_2006_91001\img_22.jpg; images_yallamotor\toyota_avensis_2006_91001\img_23.jpg; images_yallamotor\toyota_avensis_2006_91001\img_24.jpg; images_yallamotor\toyota_avensis_2006_91001\img_25.jpg; images_yallamotor\toyota_avensis_2006_91001\img_26.jpg; images_yallamotor\toyota_avensis_2006_91001\img_27.jpg; images_yallamotor\toyota_avensis_2006_91001\img_28.jpg; images_yallamotor\toyota_avensis_2006_91001\img_29.jpg
Toyota,Corolla,1.6 S,2004,"370,000","270,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2004_93020\img_1.jpg; images_yallamotor\toyota_corolla_2004_93020\img_2.jpg; images_yallamotor\toyota_corolla_2004_93020\img_3.jpg; images_yallamotor\toyota_corolla_2004_93020\img_4.jpg
Toyota,Corolla,1.5L Gli,2005,"600,000","61,000 KM",White,Petrol,,Automatic,"1,500",,images_yallamotor\toyota_corolla_2005_8439\img_1.jpg; images_yallamotor\toyota_corolla_2005_8439\img_2.jpg; images_yallamotor\toyota_corolla_2005_8439\img_3.jpg; images_yallamotor\toyota_corolla_2005_8439\img_4.jpg; images_yallamotor\toyota_corolla_2005_8439\img_5.jpg; images_yallamotor\toyota_corolla_2005_8439\img_6.jpg
Toyota,Corolla,Base/Standard,2006,"475,000","375,000 KM",Silver,Petrol,,Manual,"1,300",,images_yallamotor\toyota_corolla_2006_28222\img_1.jpg; images_yallamotor\toyota_corolla_2006_28222\img_2.jpg; images_yallamotor\toyota_corolla_2006_28222\img_3.jpg
Toyota,Corolla,1.6L,2006,"300,000","200,000 KM",Gray,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2006_41642\img_1.jpg; images_yallamotor\toyota_corolla_2006_41642\img_2.jpg; images_yallamotor\toyota_corolla_2006_41642\img_3.jpg; images_yallamotor\toyota_corolla_2006_41642\img_4.jpg; images_yallamotor\toyota_corolla_2006_41642\img_5.jpg
Toyota,Corolla,1.5L Xli,2008,"650,000","144,000 KM",Silver,Petrol,,CVT,"1,500",,images_yallamotor\toyota_corolla_2008_57152\img_1.jpeg; images_yallamotor\toyota_corolla_2008_57152\img_2.jpeg; images_yallamotor\toyota_corolla_2008_57152\img_3.jpeg; images_yallamotor\toyota_corolla_2008_57152\img_4.jpeg; images_yallamotor\toyota_corolla_2008_57152\img_5.jpeg; images_yallamotor\toyota_corolla_2008_57152\img_6.jpeg
Toyota,Corolla,1.5L Xli,2008,"650,000","144,000 KM",Silver,Petrol,,CVT,"1,500",,images_yallamotor\toyota_corolla_2008_21105\img_1.jpeg; images_yallamotor\toyota_corolla_2008_21105\img_2.jpeg; images_yallamotor\toyota_corolla_2008_21105\img_3.jpeg; images_yallamotor\toyota_corolla_2008_21105\img_4.jpeg; images_yallamotor\toyota_corolla_2008_21105\img_5.jpeg; images_yallamotor\toyota_corolla_2008_21105\img_6.jpeg
Toyota,Corolla,1.5L Xli,2008,"375,000","160,100 KM",Gray,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2008_41754\img_1.jpg; images_yallamotor\toyota_corolla_2008_41754\img_2.jpg; images_yallamotor\toyota_corolla_2008_41754\img_3.jpg; images_yallamotor\toyota_corolla_2008_41754\img_4.jpg; images_yallamotor\toyota_corolla_2008_41754\img_5.jpg; images_yallamotor\toyota_corolla_2008_41754\img_6.jpg; images_yallamotor\toyota_corolla_2008_41754\img_7.jpg
Toyota,Corolla,2.0L Xli Plus,2008,"820,000","140,000 KM",White,Petrol,,Automatic,"2,000",,images_yallamotor\toyota_corolla_2008_63547\img_1.jpg; images_yallamotor\toyota_corolla_2008_63547\img_2.jpg; images_yallamotor\toyota_corolla_2008_63547\img_3.jpg; images_yallamotor\toyota_corolla_2008_63547\img_4.jpg; images_yallamotor\toyota_corolla_2008_63547\img_5.jpg
Toyota,Corolla,1.6L Gr,2008,"600,000","200,000 KM",Silver,Petrol,,CVT,"1,600",,images_yallamotor\toyota_corolla_2008_80877\img_1.jpg; images_yallamotor\toyota_corolla_2008_80877\img_2.jpg; images_yallamotor\toyota_corolla_2008_80877\img_3.jpg; images_yallamotor\toyota_corolla_2008_80877\img_4.jpg
Toyota,Corolla,1.6L Gr,2008,"550,000","435,000 KM",Silver,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2008_94551\img_1.jpg; images_yallamotor\toyota_corolla_2008_94551\img_2.jpg; images_yallamotor\toyota_corolla_2008_94551\img_3.jpg; images_yallamotor\toyota_corolla_2008_94551\img_4.jpg; images_yallamotor\toyota_corolla_2008_94551\img_5.jpg; images_yallamotor\toyota_corolla_2008_94551\img_6.jpg
Toyota,Corolla,1.6L Standard,2008,"65,000","17,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2008_59243\img_1.jpg; images_yallamotor\toyota_corolla_2008_59243\img_2.jpg; images_yallamotor\toyota_corolla_2008_59243\img_3.jpg; images_yallamotor\toyota_corolla_2008_59243\img_4.jpg; images_yallamotor\toyota_corolla_2008_59243\img_5.jpg; images_yallamotor\toyota_corolla_2008_59243\img_6.jpg
Toyota,Corolla,1.6L Standard,2009,"450,000","195,000 KM",Gray,Petrol,,Manual,"1,600",,images_yallamotor\toyota_corolla_2009_76926\img_1.jpg
Toyota,Corolla,Base/Standard,2009,"620,000","290,000 KM",Black,Petrol,,-,"1,600",,images_yallamotor\toyota_corolla_2009_84529\img_1.jpg; images_yallamotor\toyota_corolla_2009_84529\img_2.jpg; images_yallamotor\toyota_corolla_2009_84529\img_3.jpg; images_yallamotor\toyota_corolla_2009_84529\img_4.jpg
Toyota,Corolla,1.6L,2010,"550,000","275,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2010_99772\img_1.jpg; images_yallamotor\toyota_corolla_2010_99772\img_2.jpg; images_yallamotor\toyota_corolla_2010_99772\img_3.jpg; images_yallamotor\toyota_corolla_2010_99772\img_4.jpg; images_yallamotor\toyota_corolla_2010_99772\img_5.jpg
Toyota,Corolla,1.6L Gr,2011,"650,000","214,000 KM",Bronze,Petrol,,CVT,"1,600",,images_yallamotor\toyota_corolla_2011_77413\img_1.jpeg; images_yallamotor\toyota_corolla_2011_77413\img_2.jpeg; images_yallamotor\toyota_corolla_2011_77413\img_3.jpeg; images_yallamotor\toyota_corolla_2011_77413\img_4.jpeg
Toyota,Corolla,1.6L Gr,2011,"600,000","200,000 KM",Gray,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2011_92550\img_1.jpg; images_yallamotor\toyota_corolla_2011_92550\img_2.jpg; images_yallamotor\toyota_corolla_2011_92550\img_3.jpg; images_yallamotor\toyota_corolla_2011_92550\img_4.jpg; images_yallamotor\toyota_corolla_2011_92550\img_5.jpg; images_yallamotor\toyota_corolla_2011_92550\img_6.jpg; images_yallamotor\toyota_corolla_2011_92550\img_7.jpg; images_yallamotor\toyota_corolla_2011_92550\img_8.jpg; images_yallamotor\toyota_corolla_2011_92550\img_9.jpg; images_yallamotor\toyota_corolla_2011_92550\img_10.jpg
Toyota,Corolla,Base/Standard,2011,"605,000","190,000 KM",Black,Petrol,,-,"1,600",,images_yallamotor\toyota_corolla_2011_31217\img_1.jpg; images_yallamotor\toyota_corolla_2011_31217\img_2.jpg; images_yallamotor\toyota_corolla_2011_31217\img_3.jpg; images_yallamotor\toyota_corolla_2011_31217\img_4.jpg
Toyota,Corolla,Base/Standard,2010,"720,000","153,000 KM",Silver,-,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2010_53752\img_1.jpg; images_yallamotor\toyota_corolla_2010_53752\img_2.jpg; images_yallamotor\toyota_corolla_2010_53752\img_3.jpg; images_yallamotor\toyota_corolla_2010_53752\img_4.jpg; images_yallamotor\toyota_corolla_2010_53752\img_5.jpg; images_yallamotor\toyota_corolla_2010_53752\img_6.jpg; images_yallamotor\toyota_corolla_2010_53752\img_7.jpg; images_yallamotor\toyota_corolla_2010_53752\img_8.jpg; images_yallamotor\toyota_corolla_2010_53752\img_9.jpg; images_yallamotor\toyota_corolla_2010_53752\img_10.jpg; images_yallamotor\toyota_corolla_2010_53752\img_11.jpg; images_yallamotor\toyota_corolla_2010_53752\img_12.jpg
Toyota,Corolla,Base/Standard,2010,"670,000","153,000 KM",Silver,-,,Automatic,-,,images_yallamotor\toyota_corolla_2010_84795\img_1.jpg; images_yallamotor\toyota_corolla_2010_84795\img_2.jpg; images_yallamotor\toyota_corolla_2010_84795\img_3.jpg; images_yallamotor\toyota_corolla_2010_84795\img_4.jpg; images_yallamotor\toyota_corolla_2010_84795\img_5.jpg; images_yallamotor\toyota_corolla_2010_84795\img_6.jpg; images_yallamotor\toyota_corolla_2010_84795\img_7.jpg; images_yallamotor\toyota_corolla_2010_84795\img_8.jpg; images_yallamotor\toyota_corolla_2010_84795\img_9.jpg; images_yallamotor\toyota_corolla_2010_84795\img_10.jpg
Toyota,Corolla,Base/Standard,2010,"600,000","250,000 KM",Turqoise,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2010_12702\img_1.jpg; images_yallamotor\toyota_corolla_2010_12702\img_2.jpg; images_yallamotor\toyota_corolla_2010_12702\img_3.jpg; images_yallamotor\toyota_corolla_2010_12702\img_4.jpg; images_yallamotor\toyota_corolla_2010_12702\img_5.jpg; images_yallamotor\toyota_corolla_2010_12702\img_6.jpg; images_yallamotor\toyota_corolla_2010_12702\img_7.jpg; images_yallamotor\toyota_corolla_2010_12702\img_8.jpg; images_yallamotor\toyota_corolla_2010_12702\img_9.jpg; images_yallamotor\toyota_corolla_2010_12702\img_10.jpg; images_yallamotor\toyota_corolla_2010_12702\img_11.jpg
Toyota,Corolla,1.6L Smart,2010,"570,000","243,000 KM",Blue,Petrol,,CVT,"1,600",,images_yallamotor\toyota_corolla_2010_41426\img_1.jpg; images_yallamotor\toyota_corolla_2010_41426\img_2.jpg; images_yallamotor\toyota_corolla_2010_41426\img_3.jpg
Toyota,Corolla,1.6L Xli (Rb),2010,"650,000","242,000 KM",Red,Petrol,,CVT,"1,600",,images_yallamotor\toyota_corolla_2010_54634\img_1.jpeg; images_yallamotor\toyota_corolla_2010_54634\img_2.jpeg; images_yallamotor\toyota_corolla_2010_54634\img_3.jpeg; images_yallamotor\toyota_corolla_2010_54634\img_4.jpeg; images_yallamotor\toyota_corolla_2010_54634\img_5.jpeg; images_yallamotor\toyota_corolla_2010_54634\img_6.jpeg; images_yallamotor\toyota_corolla_2010_54634\img_7.jpeg
Toyota,Corolla,1.6L Smart,2011,"650,000","35,000 KM",Black,Petrol,,CVT,"1,600",,images_yallamotor\toyota_corolla_2011_82289\img_1.jpg; images_yallamotor\toyota_corolla_2011_82289\img_2.jpeg; images_yallamotor\toyota_corolla_2011_82289\img_3.jpg; images_yallamotor\toyota_corolla_2011_82289\img_4.jpeg; images_yallamotor\toyota_corolla_2011_82289\img_5.jpg
Toyota,Corolla,1.5L Xli,2012,"550,000","225,000 KM",Gray,Petrol,,CVT,"1,500",,images_yallamotor\toyota_corolla_2012_98528\img_1.jpg; images_yallamotor\toyota_corolla_2012_98528\img_2.jpg; images_yallamotor\toyota_corolla_2012_98528\img_3.jpg; images_yallamotor\toyota_corolla_2012_98528\img_4.jpg; images_yallamotor\toyota_corolla_2012_98528\img_5.jpg
Toyota,Corolla,1.6L Standard,2012,"630,000","169,000 KM",Gray,Petrol,,Automatic,"1,600",,images_yallamotor\toyota_corolla_2012_15174\img_1.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_2.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_3.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_4.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_5.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_6.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_7.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_8.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_9.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_10.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_11.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_12.jpeg; images_yallamotor\toyota_corolla_2012_15174\img_13.jpeg
Toyota,Corolla,1.6L Active,2012,"850,000","195,000 KM",Black,Petrol,,CVT,"1,600",,images_yallamotor\toyota_corolla_2012_48403\img_1.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_2.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_3.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_4.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_5.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_6.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_7.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_8.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_9.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_10.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_11.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_12.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_13.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_14.jpeg; images_yallamotor\toyota_corolla_2012_48403\img_15.jpeg
Toyota,Corolla,Base/Standard,2013,"640,000","125,000 KM",Silver,Petrol,,automatic,"1,600",,images_yallamotor\toyota_corolla_2013_21935\img_1.jpg; images_yallamotor\toyota_corolla_2013_21935\img_2.jpg; images_yallamotor\toyota_corolla_2013_21935\img_3.jpg; images_yallamotor\toyota_corolla_2013_21935\img_4.jpg; images_yallamotor\toyota_corolla_2013_21935\img_5.jpg
Toyota,Corolla,1.6L Xli,2013,"850,000","335,000 KM",Silver,Petrol,,Automatic,"1,598",,images_yallamotor\toyota_corolla_2013_39902\img_1.jpg; images_yallamotor\toyota_corolla_2013_39902\img_2.jpg; images_yallamotor\toyota_corolla_2013_39902\img_3.jpg; images_yallamotor\toyota_corolla_2013_39902\img_4.jpg; images_yallamotor\toyota_corolla_2013_39902\img_5.jpg; images_yallamotor\toyota_corolla_2013_39902\img_6.jpg; images_yallamotor\toyota_corolla_2013_39902\img_7.jpg; images_yallamotor\toyota_corolla_2013_39902\img_8.jpg
