Brand,Model,Trim,Year,Price,Mileage,Color,Fuel Type,Body Shape,Transmission,Engine Capacity,Cylinder Count,Image Paths
Fiat,Tipo-sedan,Tipo Sedan,2022,"680,000","135,000 KM",Black,Petrol,,-,"1,600",,images_yallamotor\fiat_tipo-sedan_2022_34558\img_1.jpg; images_yallamotor\fiat_tipo-sedan_2022_34558\img_2.jpg; images_yallamotor\fiat_tipo-sedan_2022_34558\img_3.jpg; images_yallamotor\fiat_tipo-sedan_2022_34558\img_4.jpg
Fiat,Tipo-sedan,Tipo Sedan 1.6L Full Option,2022,"750,000","108,000 KM",Other,Petrol,,Automatic,"1,600",,images_yallamotor\fiat_tipo-sedan_2022_47814\img_1.jpg; images_yallamotor\fiat_tipo-sedan_2022_47814\img_2.jpg
Fiat,Tipo-sedan,Tipo Sedan 1.6L Standard,2022,"790,000","46,000 KM",Gray,Petrol,,Automatic,"1,600",,images_yallamotor\fiat_tipo-sedan_2022_56742\img_1.jpg; images_yallamotor\fiat_tipo-sedan_2022_56742\img_2.jpg; images_yallamotor\fiat_tipo-sedan_2022_56742\img_3.jpg; images_yallamotor\fiat_tipo-sedan_2022_56742\img_4.jpg; images_yallamotor\fiat_tipo-sedan_2022_56742\img_5.jpg
Fiat,Tipo-sedan,Tipo Sedan 1.4L Full Option,2024,"680,000","7,000 KM",Gray,Petrol,,Manual,"1,400",,images_yallamotor\fiat_tipo-sedan_2024_51262\img_1.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_2.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_3.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_4.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_5.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_6.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_7.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_8.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_9.jpg; images_yallamotor\fiat_tipo-sedan_2024_51262\img_10.jpg
Ford,1934-classic-coupe,Classic Coupe,2017,"1,200,000","70,000 KM",Burgundy,Petrol,,Automatic,"2,000",,images_yallamotor\ford_1934-classic-coupe_2017_74719\img_1.jpg
Ford,Ecosport,1.0T Titanium,2018,"960,000","160,000 KM",Black,Petrol,,Automatic,998,,images_yallamotor\ford_ecosport_2018_82361\img_1.jpeg; images_yallamotor\ford_ecosport_2018_82361\img_2.jpeg; images_yallamotor\ford_ecosport_2018_82361\img_3.jpeg; images_yallamotor\ford_ecosport_2018_82361\img_4.jpeg; images_yallamotor\ford_ecosport_2018_82361\img_5.jpeg; images_yallamotor\ford_ecosport_2018_82361\img_6.jpeg; images_yallamotor\ford_ecosport_2018_82361\img_7.jpeg; images_yallamotor\ford_ecosport_2018_82361\img_8.jpeg
Ford,Ecosport,Base/Standard,2019,"890,000","65,000 KM",Burgundy,Petrol,,Automatic,"1,000",,images_yallamotor\ford_ecosport_2019_3136\img_1.jpeg; images_yallamotor\ford_ecosport_2019_3136\img_2.jpeg; images_yallamotor\ford_ecosport_2019_3136\img_3.jpeg; images_yallamotor\ford_ecosport_2019_3136\img_4.jpeg
Ford,Ecosport,1.0T Sport,2021,"1,100,000","120,000 KM",Blue,Petrol,,Automatic,998,,images_yallamotor\ford_ecosport_2021_49931\img_1.jpg; images_yallamotor\ford_ecosport_2021_49931\img_2.jpg; images_yallamotor\ford_ecosport_2021_49931\img_3.jpg; images_yallamotor\ford_ecosport_2021_49931\img_4.jpg; images_yallamotor\ford_ecosport_2021_49931\img_5.jpg
Ford,Escape,1.5T Trend,2022,"1,500,000","19,000 KM",Silver,Petrol,,Automatic,"1,500",,images_yallamotor\ford_escape_2022_64501\img_1.jpeg; images_yallamotor\ford_escape_2022_64501\img_2.jpeg; images_yallamotor\ford_escape_2022_64501\img_3.jpeg; images_yallamotor\ford_escape_2022_64501\img_4.jpeg; images_yallamotor\ford_escape_2022_64501\img_5.jpeg
Ford,Escort,1.5L Trend,1998,"125,000","93,336 KM",Silver,Petrol,,Manual,"1,300",,images_yallamotor\ford_escort_1998_80236\img_1.jpg; images_yallamotor\ford_escort_1998_80236\img_2.jpg; images_yallamotor\ford_escort_1998_80236\img_3.jpg; images_yallamotor\ford_escort_1998_80236\img_4.jpg; images_yallamotor\ford_escort_1998_80236\img_5.jpg
Ford,Escort,Base/Standard,1998,"115,000","300,000 KM",Purple,Petrol,,Manual,"1,300",,images_yallamotor\ford_escort_1998_93923\img_1.jpg; images_yallamotor\ford_escort_1998_93923\img_2.jpg; images_yallamotor\ford_escort_1998_93923\img_3.jpg; images_yallamotor\ford_escort_1998_93923\img_4.jpg; images_yallamotor\ford_escort_1998_93923\img_5.jpg
Ford,Explorer,Base/Standard,1997,"350,000","103,000 KM",Black,Petrol,,-,"1,600",,images_yallamotor\ford_explorer_1997_9103\img_1.jpg; images_yallamotor\ford_explorer_1997_9103\img_2.jpg; images_yallamotor\ford_explorer_1997_9103\img_3.jpg; images_yallamotor\ford_explorer_1997_9103\img_4.jpg
Ford,Ecosport,Base/Standard,2019,"1,000,000","22,000 KM",Gray,Petrol,,Automatic,"1,000",,images_yallamotor\ford_ecosport_2019_50463\img_1.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_2.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_3.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_4.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_5.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_6.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_7.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_8.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_9.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_10.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_11.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_12.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_13.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_14.jpeg; images_yallamotor\ford_ecosport_2019_50463\img_15.jpeg
Ford,Ecosport,1.0T Trend,2019,"800,000","40,000 KM",Maroon,Petrol,,Automatic,998,,images_yallamotor\ford_ecosport_2019_85121\img_1.jpg; images_yallamotor\ford_ecosport_2019_85121\img_2.jpg
Ford,Ecosport,1.0T Trend,2019,"750,000","119,000 KM",Blue,Petrol,,Automatic,998,,images_yallamotor\ford_ecosport_2019_94388\img_1.jpg; images_yallamotor\ford_ecosport_2019_94388\img_2.jpg; images_yallamotor\ford_ecosport_2019_94388\img_3.jpg; images_yallamotor\ford_ecosport_2019_94388\img_4.jpg
Ford,Ecosport,1.0T Trend,2019,"750,000","119,000 KM",Blue,Petrol,,Automatic,998,,images_yallamotor\ford_ecosport_2019_7797\img_1.jpg; images_yallamotor\ford_ecosport_2019_7797\img_2.jpg; images_yallamotor\ford_ecosport_2019_7797\img_3.jpg; images_yallamotor\ford_ecosport_2019_7797\img_4.jpg; images_yallamotor\ford_ecosport_2019_7797\img_5.jpg
Ford,Explorer,Base/Standard,1997,"325,000","103,000 KM",Black,Petrol,,-,"1,600",,images_yallamotor\ford_explorer_1997_74045\img_1.jpg; images_yallamotor\ford_explorer_1997_74045\img_2.jpg; images_yallamotor\ford_explorer_1997_74045\img_3.jpg; images_yallamotor\ford_explorer_1997_74045\img_4.jpg
Ford,Explorer,Base/Standard,1997,"295,000","103,000 KM",Black,Petrol,,-,"1,600",,images_yallamotor\ford_explorer_1997_86960\img_1.jpg; images_yallamotor\ford_explorer_1997_86960\img_2.jpg; images_yallamotor\ford_explorer_1997_86960\img_3.jpg; images_yallamotor\ford_explorer_1997_86960\img_4.jpg
Ford,Explorer,3.5L V6 Sport,2005,"850,000","180,000 KM",Black,Petrol,,Automatic,"3,500",,images_yallamotor\ford_explorer_2005_98722\img_1.jpg
Ford,Fiesta,1.6L Titanium,2013,"360,000","170,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\ford_fiesta_2013_20558\img_1.jpg; images_yallamotor\ford_fiesta_2013_20558\img_2.jpg; images_yallamotor\ford_fiesta_2013_20558\img_3.jpg; images_yallamotor\ford_fiesta_2013_20558\img_4.jpg; images_yallamotor\ford_fiesta_2013_20558\img_5.jpg; images_yallamotor\ford_fiesta_2013_20558\img_6.jpg; images_yallamotor\ford_fiesta_2013_20558\img_7.jpg
Ford,Fiesta,1.0T Titanium 5Drs A/T,2018,"850,000","94,221 KM",Blue,Petrol,,Automatic,998,,images_yallamotor\ford_fiesta_2018_74995\img_1.jpg; images_yallamotor\ford_fiesta_2018_74995\img_2.jpg; images_yallamotor\ford_fiesta_2018_74995\img_3.jpg; images_yallamotor\ford_fiesta_2018_74995\img_4.jpg; images_yallamotor\ford_fiesta_2018_74995\img_5.jpg
Ford,Fiesta,1.6L Trend,2019,"780,000","59,324 KM",Bronze,Petrol,,Automatic,"1,600",,images_yallamotor\ford_fiesta_2019_88957\img_1.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_2.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_3.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_4.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_5.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_6.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_7.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_8.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_9.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_10.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_11.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_12.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_13.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_14.jpeg; images_yallamotor\ford_fiesta_2019_88957\img_15.jpeg
Ford,Focus,1.6L Hatchback,2006,"350,000","382,926 KM",Red,Petrol,,Automatic,"1,600",,images_yallamotor\ford_focus_2006_20223\img_1.jpeg; images_yallamotor\ford_focus_2006_20223\img_2.jpeg; images_yallamotor\ford_focus_2006_20223\img_3.jpeg; images_yallamotor\ford_focus_2006_20223\img_4.jpeg
Ford,Focus,Base/Standard,2008,"395,000","280,000 KM",Black,Petrol,,-,"1,600",,images_yallamotor\ford_focus_2008_33056\img_1.jpg; images_yallamotor\ford_focus_2008_33056\img_2.jpg; images_yallamotor\ford_focus_2008_33056\img_3.jpg; images_yallamotor\ford_focus_2008_33056\img_4.jpg
Ford,Focus,Base/Standard,2008,"395,000","280,000 KM",Blue,Petrol,,-,"1,600",,images_yallamotor\ford_focus_2008_46058\img_1.jpg; images_yallamotor\ford_focus_2008_46058\img_2.jpg; images_yallamotor\ford_focus_2008_46058\img_3.jpg; images_yallamotor\ford_focus_2008_46058\img_4.jpg
Ford,Focus,1.6L Trend (Sedan),2015,"750,000","70,960 KM",Blue,Petrol,,Automatic,"1,600",,images_yallamotor\ford_focus_2015_25705\img_1.jpg; images_yallamotor\ford_focus_2015_25705\img_2.jpg; images_yallamotor\ford_focus_2015_25705\img_3.jpg; images_yallamotor\ford_focus_2015_25705\img_4.jpg; images_yallamotor\ford_focus_2015_25705\img_5.jpg
Ford,Focus,1.5L Ecoboost Sport,2017,"650,000","190,000 KM",Blue,Petrol,,Automatic,"1,499",,images_yallamotor\ford_focus_2017_39327\img_1.jpeg
Ford,Focus,1.0L Ecoboost,2017,"640,000","130,000 KM",Gray,Petrol,,Manual,"1,000",,images_yallamotor\ford_focus_2017_47153\img_1.jpeg; images_yallamotor\ford_focus_2017_47153\img_2.jpeg; images_yallamotor\ford_focus_2017_47153\img_3.jpeg; images_yallamotor\ford_focus_2017_47153\img_4.jpeg; images_yallamotor\ford_focus_2017_47153\img_5.jpeg
Ford,Focus,1.0L Ecoboost,2017,"710,000","147,000 KM",Blue,Petrol,,Automatic,"1,000",,images_yallamotor\ford_focus_2017_60743\img_1.jpg; images_yallamotor\ford_focus_2017_60743\img_2.jpg; images_yallamotor\ford_focus_2017_60743\img_3.jpg; images_yallamotor\ford_focus_2017_60743\img_4.jpg; images_yallamotor\ford_focus_2017_60743\img_5.jpg
Ford,Focus,1.0L Ecoboost,2017,"680,000","127,000 KM",Blue,Petrol,,Automatic,"1,000",,images_yallamotor\ford_focus_2017_73283\img_1.jpeg; images_yallamotor\ford_focus_2017_73283\img_2.jpeg; images_yallamotor\ford_focus_2017_73283\img_3.jpeg; images_yallamotor\ford_focus_2017_73283\img_4.jpeg; images_yallamotor\ford_focus_2017_73283\img_5.jpeg
Ford,Focus,1.0L Ecoboost,2018,"760,000","164,000 KM",Gray,Petrol,,Automatic,"1,000",,images_yallamotor\ford_focus_2018_40588\img_1.jpg; images_yallamotor\ford_focus_2018_40588\img_2.jpg; images_yallamotor\ford_focus_2018_40588\img_3.jpg; images_yallamotor\ford_focus_2018_40588\img_4.jpg; images_yallamotor\ford_focus_2018_40588\img_5.jpg; images_yallamotor\ford_focus_2018_40588\img_6.jpg; images_yallamotor\ford_focus_2018_40588\img_7.jpg
Ford,Focus,Base/Standard,2018,"640,000","100,000 KM",Silver,Petrol,,automatic,"1,000",,images_yallamotor\ford_focus_2018_56734\img_1.jpg
Ford,Focus,Base/Standard,2021,"1,050,000","105,000 KM",Black,Petrol,,Automatic,"1,500",,images_yallamotor\ford_focus_2021_76991\img_1.jpg; images_yallamotor\ford_focus_2021_76991\img_2.jpg; images_yallamotor\ford_focus_2021_76991\img_3.jpg; images_yallamotor\ford_focus_2021_76991\img_4.jpg; images_yallamotor\ford_focus_2021_76991\img_5.jpg; images_yallamotor\ford_focus_2021_76991\img_6.jpg; images_yallamotor\ford_focus_2021_76991\img_7.jpg; images_yallamotor\ford_focus_2021_76991\img_8.jpg; images_yallamotor\ford_focus_2021_76991\img_9.jpg; images_yallamotor\ford_focus_2021_76991\img_10.jpg
Ford,Fusion,1.5T Trend,2015,"730,000","290,000 KM",Red,Petrol,,Automatic,"1,500",,images_yallamotor\ford_fusion_2015_1339\img_1.jpeg
Ford,Focus,1.6L Hatchback,2009,"530,000","180,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\ford_focus_2009_20312\img_1.jpg; images_yallamotor\ford_focus_2009_20312\img_2.jpg; images_yallamotor\ford_focus_2009_20312\img_3.jpg; images_yallamotor\ford_focus_2009_20312\img_4.jpg; images_yallamotor\ford_focus_2009_20312\img_5.jpg
Ford,Focus,1.6L Ambiente (Station Wagon),2010,"475,000",210 KM,Silver,Petrol,,Automatic,"1,600",,images_yallamotor\ford_focus_2010_36272\img_1.jpeg; images_yallamotor\ford_focus_2010_36272\img_2.jpeg; images_yallamotor\ford_focus_2010_36272\img_3.jpeg; images_yallamotor\ford_focus_2010_36272\img_4.jpeg; images_yallamotor\ford_focus_2010_36272\img_5.jpeg; images_yallamotor\ford_focus_2010_36272\img_6.jpeg
Ford,Focus,Base/Standard,2010,"445,000","150,000 KM",Burgundy,Petrol,,Automatic,"1,600",,images_yallamotor\ford_focus_2010_54256\img_1.jpg; images_yallamotor\ford_focus_2010_54256\img_2.jpg; images_yallamotor\ford_focus_2010_54256\img_3.jpg; images_yallamotor\ford_focus_2010_54256\img_4.jpg; images_yallamotor\ford_focus_2010_54256\img_5.jpg
Ford,Focus,1.6L,2014,"480,000","194,000 KM",Black,Petrol,,Automatic,"1,600",,images_yallamotor\ford_focus_2014_67377\img_1.jpg; images_yallamotor\ford_focus_2014_67377\img_2.jpg; images_yallamotor\ford_focus_2014_67377\img_3.jpg; images_yallamotor\ford_focus_2014_67377\img_4.jpg; images_yallamotor\ford_focus_2014_67377\img_5.jpg; images_yallamotor\ford_focus_2014_67377\img_6.jpg; images_yallamotor\ford_focus_2014_67377\img_7.jpg; images_yallamotor\ford_focus_2014_67377\img_8.jpg; images_yallamotor\ford_focus_2014_67377\img_9.jpg; images_yallamotor\ford_focus_2014_67377\img_10.jpg; images_yallamotor\ford_focus_2014_67377\img_11.jpg; images_yallamotor\ford_focus_2014_67377\img_12.jpg; images_yallamotor\ford_focus_2014_67377\img_13.jpg; images_yallamotor\ford_focus_2014_67377\img_14.jpg; images_yallamotor\ford_focus_2014_67377\img_15.jpg
Ford,Focus,Base/Standard,2014,"550,000","166,000 KM",Silver,Petrol,,Automatic,"1,600",,images_yallamotor\ford_focus_2014_112\img_1.jpg; images_yallamotor\ford_focus_2014_112\img_2.jpg; images_yallamotor\ford_focus_2014_112\img_3.jpg; images_yallamotor\ford_focus_2014_112\img_4.jpg; images_yallamotor\ford_focus_2014_112\img_5.jpg
Ford,Fusion,1.5L Ecoboost,2016,"1,100,000","130,000 KM",Black,Petrol,,Automatic,"1,500",,images_yallamotor\ford_fusion_2016_54866\img_1.jpg; images_yallamotor\ford_fusion_2016_54866\img_2.jpg; images_yallamotor\ford_fusion_2016_54866\img_3.jpg; images_yallamotor\ford_fusion_2016_54866\img_4.jpg; images_yallamotor\ford_fusion_2016_54866\img_5.jpg; images_yallamotor\ford_fusion_2016_54866\img_6.jpg; images_yallamotor\ford_fusion_2016_54866\img_7.jpg; images_yallamotor\ford_fusion_2016_54866\img_8.jpg
Ford,Fusion,1.5T Titanium,2017,"870,000","82,000 KM",Blue,Petrol,,Automatic,"1,500",,images_yallamotor\ford_fusion_2017_76386\img_1.jpeg; images_yallamotor\ford_fusion_2017_76386\img_2.jpeg; images_yallamotor\ford_fusion_2017_76386\img_3.jpeg; images_yallamotor\ford_fusion_2017_76386\img_4.jpeg; images_yallamotor\ford_fusion_2017_76386\img_5.jpeg; images_yallamotor\ford_fusion_2017_76386\img_6.jpeg; images_yallamotor\ford_fusion_2017_76386\img_7.jpeg
Ford,Fusion,1.5T Titanium,2017,"850,000","82,000 KM",Blue,Petrol,,Automatic,"1,500",,images_yallamotor\ford_fusion_2017_94860\img_1.jpeg; images_yallamotor\ford_fusion_2017_94860\img_2.jpeg; images_yallamotor\ford_fusion_2017_94860\img_3.jpeg; images_yallamotor\ford_fusion_2017_94860\img_4.jpeg; images_yallamotor\ford_fusion_2017_94860\img_5.jpeg; images_yallamotor\ford_fusion_2017_94860\img_6.jpeg; images_yallamotor\ford_fusion_2017_94860\img_7.jpeg; images_yallamotor\ford_fusion_2017_94860\img_8.jpeg; images_yallamotor\ford_fusion_2017_94860\img_9.jpeg; images_yallamotor\ford_fusion_2017_94860\img_10.jpeg; images_yallamotor\ford_fusion_2017_94860\img_11.jpeg; images_yallamotor\ford_fusion_2017_94860\img_12.jpeg
Ford,Fusion,1.5T Titanium,2018,"1,250,000","130,000 KM",Black,Petrol,,Automatic,"1,500",,images_yallamotor\ford_fusion_2018_22261\img_1.jpg; images_yallamotor\ford_fusion_2018_22261\img_2.jpg
Ford,Kuga,1.5T Sport,2015,"875,000","173,000 KM",Blue,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2015_90024\img_1.jpg; images_yallamotor\ford_kuga_2015_90024\img_2.jpg; images_yallamotor\ford_kuga_2015_90024\img_3.jpg; images_yallamotor\ford_kuga_2015_90024\img_4.jpg; images_yallamotor\ford_kuga_2015_90024\img_5.jpg; images_yallamotor\ford_kuga_2015_90024\img_6.jpg; images_yallamotor\ford_kuga_2015_90024\img_7.jpg; images_yallamotor\ford_kuga_2015_90024\img_8.jpg; images_yallamotor\ford_kuga_2015_90024\img_9.jpg; images_yallamotor\ford_kuga_2015_90024\img_10.jpg; images_yallamotor\ford_kuga_2015_90024\img_11.jpg
Ford,Kuga,1.5T Titanium,2016,"850,000","137,000 KM",Bronze,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2016_16373\img_1.jpg; images_yallamotor\ford_kuga_2016_16373\img_2.jpg
Ford,Kuga,1.5T Trend,2016,"700,000","295,000 KM",Black,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2016_25487\img_1.jpg; images_yallamotor\ford_kuga_2016_25487\img_2.jpg; images_yallamotor\ford_kuga_2016_25487\img_3.jpg; images_yallamotor\ford_kuga_2016_25487\img_4.jpg; images_yallamotor\ford_kuga_2016_25487\img_5.jpg; images_yallamotor\ford_kuga_2016_25487\img_6.jpg
Ford,Kuga,1.5T Titanium,2016,"900,000","116,000 KM",Blue,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2016_41793\img_1.jpg; images_yallamotor\ford_kuga_2016_41793\img_2.jpg; images_yallamotor\ford_kuga_2016_41793\img_3.jpg; images_yallamotor\ford_kuga_2016_41793\img_4.jpg; images_yallamotor\ford_kuga_2016_41793\img_5.jpg
Ford,Kuga,1.5T Titanium,2018,"1,000,000","4,500 KM",White,Petrol,,Automatic,"1,600",,images_yallamotor\ford_kuga_2018_13566\img_1.jpeg; images_yallamotor\ford_kuga_2018_13566\img_2.jpeg; images_yallamotor\ford_kuga_2018_13566\img_3.jpeg
Ford,Kuga,1.5T Trend,2018,"880,000","198,000 KM",White,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2018_24106\img_1.jpg; images_yallamotor\ford_kuga_2018_24106\img_2.jpg; images_yallamotor\ford_kuga_2018_24106\img_3.jpg; images_yallamotor\ford_kuga_2018_24106\img_4.jpg; images_yallamotor\ford_kuga_2018_24106\img_5.jpg
Ford,Kuga,1.5T Titanium,2019,"1,100,000","87,000 KM",Gray,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2019_39007\img_1.jpeg; images_yallamotor\ford_kuga_2019_39007\img_2.jpeg; images_yallamotor\ford_kuga_2019_39007\img_3.jpeg
Ford,Kuga,1.5T Sport,2019,"1,350,000","50,000 KM",Burgundy,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2019_49818\img_1.jpg; images_yallamotor\ford_kuga_2019_49818\img_2.jpg; images_yallamotor\ford_kuga_2019_49818\img_3.jpg; images_yallamotor\ford_kuga_2019_49818\img_4.jpg; images_yallamotor\ford_kuga_2019_49818\img_5.jpg; images_yallamotor\ford_kuga_2019_49818\img_6.jpg; images_yallamotor\ford_kuga_2019_49818\img_7.jpg; images_yallamotor\ford_kuga_2019_49818\img_8.jpg; images_yallamotor\ford_kuga_2019_49818\img_9.jpg; images_yallamotor\ford_kuga_2019_49818\img_10.jpg
Ford,Kuga,1.5T St,2019,"1,350,000","50,000 KM",Burgundy,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2019_74198\img_1.jpg; images_yallamotor\ford_kuga_2019_74198\img_2.jpg; images_yallamotor\ford_kuga_2019_74198\img_3.jpg; images_yallamotor\ford_kuga_2019_74198\img_4.jpg; images_yallamotor\ford_kuga_2019_74198\img_5.jpg
Ford,Fusion,1.5T Titanium,2018,"1,100,000","126,000 KM",Silver,Petrol,,Automatic,"1,500",,images_yallamotor\ford_fusion_2018_63039\img_1.jpeg; images_yallamotor\ford_fusion_2018_63039\img_2.jpeg; images_yallamotor\ford_fusion_2018_63039\img_3.jpeg; images_yallamotor\ford_fusion_2018_63039\img_4.jpeg; images_yallamotor\ford_fusion_2018_63039\img_5.jpeg; images_yallamotor\ford_fusion_2018_63039\img_6.jpeg; images_yallamotor\ford_fusion_2018_63039\img_7.jpeg; images_yallamotor\ford_fusion_2018_63039\img_8.jpeg; images_yallamotor\ford_fusion_2018_63039\img_9.jpeg; images_yallamotor\ford_fusion_2018_63039\img_10.jpeg; images_yallamotor\ford_fusion_2018_63039\img_11.jpeg; images_yallamotor\ford_fusion_2018_63039\img_12.jpeg; images_yallamotor\ford_fusion_2018_63039\img_13.jpeg; images_yallamotor\ford_fusion_2018_63039\img_14.jpeg; images_yallamotor\ford_fusion_2018_63039\img_15.jpeg; images_yallamotor\ford_fusion_2018_63039\img_16.jpeg; images_yallamotor\ford_fusion_2018_63039\img_17.jpeg; images_yallamotor\ford_fusion_2018_63039\img_18.jpeg; images_yallamotor\ford_fusion_2018_63039\img_19.jpeg; images_yallamotor\ford_fusion_2018_63039\img_20.jpeg; images_yallamotor\ford_fusion_2018_63039\img_21.jpeg; images_yallamotor\ford_fusion_2018_63039\img_22.jpeg; images_yallamotor\ford_fusion_2018_63039\img_23.jpeg; images_yallamotor\ford_fusion_2018_63039\img_24.jpeg; images_yallamotor\ford_fusion_2018_63039\img_25.jpeg; images_yallamotor\ford_fusion_2018_63039\img_26.jpeg; images_yallamotor\ford_fusion_2018_63039\img_27.jpeg; images_yallamotor\ford_fusion_2018_63039\img_28.jpeg; images_yallamotor\ford_fusion_2018_63039\img_29.jpeg; images_yallamotor\ford_fusion_2018_63039\img_30.jpeg; images_yallamotor\ford_fusion_2018_63039\img_31.jpeg; images_yallamotor\ford_fusion_2018_63039\img_32.jpeg; images_yallamotor\ford_fusion_2018_63039\img_33.jpeg; images_yallamotor\ford_fusion_2018_63039\img_34.jpeg
Ford,Fusion,1.5T Titanium,2020,"1,900,000","58,000 KM",White,Petrol,,Automatic,"1,500",,images_yallamotor\ford_fusion_2020_30677\img_1.jpg; images_yallamotor\ford_fusion_2020_30677\img_2.jpg; images_yallamotor\ford_fusion_2020_30677\img_3.jpg; images_yallamotor\ford_fusion_2020_30677\img_4.jpg; images_yallamotor\ford_fusion_2020_30677\img_5.jpg
Ford,Fusion,2.0T Trend,2021,"1,800,000","50,000 KM",Brown,Petrol,,Automatic,"2,000",,images_yallamotor\ford_fusion_2021_46477\img_1.jpeg; images_yallamotor\ford_fusion_2021_46477\img_2.jpg; images_yallamotor\ford_fusion_2021_46477\img_3.jpg; images_yallamotor\ford_fusion_2021_46477\img_4.jpeg
Ford,Kuga,1.5T St,2015,"850,000","245,000 KM",Black,Petrol,,Automatic,"1,500",,images_yallamotor\ford_kuga_2015_71569\img_1.jpeg; images_yallamotor\ford_kuga_2015_71569\img_2.jpeg; images_yallamotor\ford_kuga_2015_71569\img_3.jpeg; images_yallamotor\ford_kuga_2015_71569\img_4.jpeg; images_yallamotor\ford_kuga_2015_71569\img_5.jpeg; images_yallamotor\ford_kuga_2015_71569\img_6.jpeg; images_yallamotor\ford_kuga_2015_71569\img_7.jpeg; images_yallamotor\ford_kuga_2015_71569\img_8.jpeg; images_yallamotor\ford_kuga_2015_71569\img_9.jpeg; images_yallamotor\ford_kuga_2015_71569\img_10.jpeg
Ford,Mondeo,Base/Standard,1997,"120,000","204,000 KM",White,Petrol,,Manual,"1,600",,images_yallamotor\ford_mondeo_1997_16513\img_1.jpg; images_yallamotor\ford_mondeo_1997_16513\img_2.jpg; images_yallamotor\ford_mondeo_1997_16513\img_3.jpg; images_yallamotor\ford_mondeo_1997_16513\img_4.jpg; images_yallamotor\ford_mondeo_1997_16513\img_5.jpg; images_yallamotor\ford_mondeo_1997_16513\img_6.jpg; images_yallamotor\ford_mondeo_1997_16513\img_7.jpg; images_yallamotor\ford_mondeo_1997_16513\img_8.jpg; images_yallamotor\ford_mondeo_1997_16513\img_9.jpg; images_yallamotor\ford_mondeo_1997_16513\img_10.jpg; images_yallamotor\ford_mondeo_1997_16513\img_11.jpg
Ford,Mondeo,Base/Standard,1998,"220,000","179,000 KM",Blue,Petrol,,Manual,"1,600",,images_yallamotor\ford_mondeo_1998_40351\img_1.jpg; images_yallamotor\ford_mondeo_1998_40351\img_2.jpg; images_yallamotor\ford_mondeo_1998_40351\img_3.jpg; images_yallamotor\ford_mondeo_1998_40351\img_4.jpg; images_yallamotor\ford_mondeo_1998_40351\img_5.jpg; images_yallamotor\ford_mondeo_1998_40351\img_6.jpg
Ford,Mondeo,Base/Standard,1998,"165,000","181,000 KM",Blue,Petrol,,Manual,-,,images_yallamotor\ford_mondeo_1998_54783\img_1.jpeg; images_yallamotor\ford_mondeo_1998_54783\img_2.jpeg; images_yallamotor\ford_mondeo_1998_54783\img_3.jpeg; images_yallamotor\ford_mondeo_1998_54783\img_4.jpeg; images_yallamotor\ford_mondeo_1998_54783\img_5.jpeg
